No.,L,Player,Set,1set,2set,3set,4set,5set,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,GameId,Date,Place,Venue,Spectators,StartTime,EndTime,GameTime,JURY,ChiefUmpire,SubUmpire,Judge,Team,Op.Team
28,,平方和希,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,825,2023-01-21,東京都,板橋区立小豆沢体育館,92,13:00,14:07,1:07,小林朝実,明石直樹,川久保敬規,橋本正太郎,福岡ウイニングスピリッツ,警視庁フォートファイターズ
29,L,堂園倫,3,●,●,●,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,8,1,1,18.8,825,2023-01-21,東京都,板橋区立小豆沢体育館,92,13:00,14:07,1:07,小林朝実,明石直樹,川久保敬規,橋本正太郎,福岡ウイニングスピリッツ,警視庁フォートファイターズ
33,,馬渡拓巳,3,■,■,■,,,28,11,3,39.3,3.67,9,6,1,66.7,1,0.33,9,0,2,1,-2.8,14,6,2,50.0,825,2023-01-21,東京都,板橋区立小豆沢体育館,92,13:00,14:07,1:07,小林朝実,明石直樹,川久保敬規,橋本正太郎,福岡ウイニングスピリッツ,警視庁フォートファイターズ
2,,藏田大輝,1,,,□,,,0,0,0,,,0,0,0,,0,,1,0,0,0,0.0,0,0,0,,826,2023-01-21,東京都,板橋区立小豆沢体育館,171,15:00,16:57,1:57,小林朝実,平泉淳,金廣祐介,長谷川登,東京ヴェルディ,クボタスピアーズ
4,L,宮田航輔,5,●,●,●,●,●,0,0,0,,,0,0,0,,0,,0,0,0,0,,24,7,6,41.7,826,2023-01-21,東京都,板橋区立小豆沢体育館,171,15:00,16:57,1:57,小林朝実,平泉淳,金廣祐介,長谷川登,東京ヴェルディ,クボタスピアーズ
5,,柳川大知,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,826,2023-01-21,東京都,板橋区立小豆沢体育館,171,15:00,16:57,1:57,小林朝実,平泉淳,金廣祐介,長谷川登,東京ヴェルディ,クボタスピアーズ
6,,渡辺周馬,5,■,■,■,■,■,39,14,3,35.9,2.8,14,5,0,35.7,3,0.6,18,1,0,1,6.9,1,1,0,100.0,826,2023-01-21,東京都,板橋区立小豆沢体育館,171,15:00,16:57,1:57,小林朝実,平泉淳,金廣祐介,長谷川登,東京ヴェルディ,クボタスピアーズ
7,,辻田尚史,5,■,■,■,■,■,16,9,1,56.2,1.8,0,0,0,,2,0.4,12,0,0,0,0.0,0,0,0,,826,2023-01-21,東京都,板橋区立小豆沢体育館,171,15:00,16:57,1:57,小林朝実,平泉淳,金廣祐介,長谷川登,東京ヴェルディ,クボタスピアーズ
8,L,坂上幹太,5,〇,〇,〇,〇,〇,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,826,2023-01-21,東京都,板橋区立小豆沢体育館,171,15:00,16:57,1:57,小林朝実,平泉淳,金廣祐介,長谷川登,東京ヴェルディ,クボタスピアーズ
9,,山田駿太,5,■,■,■,■,■,21,9,3,42.9,1.8,2,1,1,50.0,3,0.6,10,0,1,3,5.0,17,4,5,38.2,826,2023-01-21,東京都,板橋区立小豆沢体育館,171,15:00,16:57,1:57,小林朝実,平泉淳,金廣祐介,長谷川登,東京ヴェルディ,クボタスピアーズ
10,,沼口勇斗,5,□,□,□,□,□,3,1,0,33.3,0.2,0,0,0,,0,,6,0,1,0,-4.2,6,2,4,66.7,826,2023-01-21,東京都,板橋区立小豆沢体育館,171,15:00,16:57,1:57,小林朝実,平泉淳,金廣祐介,長谷川登,東京ヴェルディ,クボタスピアーズ
11,,熊谷勇人,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,826,2023-01-21,東京都,板橋区立小豆沢体育館,171,15:00,16:57,1:57,小林朝実,平泉淳,金廣祐介,長谷川登,東京ヴェルディ,クボタスピアーズ
14,,山田亜藍,5,■,■,■,■,■,29,7,2,24.1,1.4,1,0,0,0.0,2,0.4,17,0,1,4,4.4,36,21,9,70.8,826,2023-01-21,東京都,板橋区立小豆沢体育館,171,15:00,16:57,1:57,小林朝実,平泉淳,金廣祐介,長谷川登,東京ヴェルディ,クボタスピアーズ
16,,石黒聖也,5,■,■,■,■,■,17,10,1,58.8,2.0,0,0,0,,3,0.6,15,2,1,1,13.3,0,0,0,,826,2023-01-21,東京都,板橋区立小豆沢体育館,171,15:00,16:57,1:57,小林朝実,平泉淳,金廣祐介,長谷川登,東京ヴェルディ,クボタスピアーズ
18,,渡部テヴィン勇人,1,,,□,,,0,0,0,,,0,0,0,,0,,1,0,0,0,0.0,0,0,0,,826,2023-01-21,東京都,板橋区立小豆沢体育館,171,15:00,16:57,1:57,小林朝実,平泉淳,金廣祐介,長谷川登,東京ヴェルディ,クボタスピアーズ
22,,大村翔哉,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,826,2023-01-21,東京都,板橋区立小豆沢体育館,171,15:00,16:57,1:57,小林朝実,平泉淳,金廣祐介,長谷川登,東京ヴェルディ,クボタスピアーズ
23,,柿沼大貴,5,■,■,■,■,■,1,1,0,100.0,0.2,0,0,0,,1,0.2,23,2,2,1,7.6,0,0,0,,826,2023-01-21,東京都,板橋区立小豆沢体育館,171,15:00,16:57,1:57,小林朝実,平泉淳,金廣祐介,長谷川登,東京ヴェルディ,クボタスピアーズ
1,,鎌苅翔,5,■,■,■,■,■,17,10,0,58.8,2.0,1,0,0,0.0,2,0.4,9,0,1,1,0.0,3,1,1,50.0,826,2023-01-21,東京都,板橋区立小豆沢体育館,171,15:00,16:57,1:57,小林朝実,平泉淳,金廣祐介,長谷川登,クボタスピアーズ,東京ヴェルディ
2,,赤松圭介,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,826,2023-01-21,東京都,板橋区立小豆沢体育館,171,15:00,16:57,1:57,小林朝実,平泉淳,金廣祐介,長谷川登,クボタスピアーズ,東京ヴェルディ
3,L,早瀬川雄也,5,●,●,●,●,●,0,0,0,,,0,0,0,,0,,0,0,0,0,,16,12,2,81.2,826,2023-01-21,東京都,板橋区立小豆沢体育館,171,15:00,16:57,1:57,小林朝実,平泉淳,金廣祐介,長谷川登,クボタスピアーズ,東京ヴェルディ
5,,丸一達也,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,826,2023-01-21,東京都,板橋区立小豆沢体育館,171,15:00,16:57,1:57,小林朝実,平泉淳,金廣祐介,長谷川登,クボタスピアーズ,東京ヴェルディ
8,,瀧川侑真,4,,□,■,■,■,22,11,2,50.0,2.75,2,2,0,100.0,0,,10,0,5,0,-12.5,16,5,7,53.1,826,2023-01-21,東京都,板橋区立小豆沢体育館,171,15:00,16:57,1:57,小林朝実,平泉淳,金廣祐介,長谷川登,クボタスピアーズ,東京ヴェルディ
9,,田中誠,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,826,2023-01-21,東京都,板橋区立小豆沢体育館,171,15:00,16:57,1:57,小林朝実,平泉淳,金廣祐介,長谷川登,クボタスピアーズ,東京ヴェルディ
10,,増田宏人,5,■,■,■,■,■,18,9,1,50.0,1.8,0,0,0,,4,0.8,19,1,4,5,6.6,1,1,0,100.0,826,2023-01-21,東京都,板橋区立小豆沢体育館,171,15:00,16:57,1:57,小林朝実,平泉淳,金廣祐介,長谷川登,クボタスピアーズ,東京ヴェルディ
11,,枡富滉,2,■,■,,,,12,8,0,66.7,4.0,0,0,0,,0,,5,0,0,0,0.0,29,17,6,69.0,826,2023-01-21,東京都,板橋区立小豆沢体育館,171,15:00,16:57,1:57,小林朝実,平泉淳,金廣祐介,長谷川登,クボタスピアーズ,東京ヴェルディ
