No.,L,Player,Set,1set,2set,3set,4set,5set,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,GameId,Date,Place,Venue,Spectators,StartTime,EndTime,GameTime,JURY,ChiefUmpire,SubUmpire,Judge,Team,Op.Team
37,,山本希望,3,■,■,■,,,11,6,0,54.5,2.0,1,0,0,0.0,0,,6,0,1,0,-4.2,1,0,0,0.0,774,2022-11-13,千葉県,千葉公園スポーツ施設体育館,72,10:30,11:44,1:14,富田満,小田川倫之,筒木光,坂本憲昭,近畿クラブスフィーダ,長野GaRons
1,L,松下祐太,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,774,2022-11-13,千葉県,千葉公園スポーツ施設体育館,72,10:30,11:44,1:14,富田満,小田川倫之,筒木光,坂本憲昭,長野GaRons,近畿クラブスフィーダ
3,,高井大輝,3,■,■,■,,,1,1,0,100.0,0.33,0,0,0,,1,0.33,13,2,1,2,17.3,0,0,0,,774,2022-11-13,千葉県,千葉公園スポーツ施設体育館,72,10:30,11:44,1:14,富田満,小田川倫之,筒木光,坂本憲昭,長野GaRons,近畿クラブスフィーダ
4,,福池凌太,3,■,■,■,,,31,20,2,64.5,6.67,9,5,2,55.6,0,,15,1,2,6,13.3,2,2,0,100.0,774,2022-11-13,千葉県,千葉公園スポーツ施設体育館,72,10:30,11:44,1:14,富田満,小田川倫之,筒木光,坂本憲昭,長野GaRons,近畿クラブスフィーダ
5,,浅田潮,3,■,■,■,,,10,7,0,70.0,2.33,2,2,0,100.0,2,0.67,6,0,0,1,4.2,14,5,6,57.1,774,2022-11-13,千葉県,千葉公園スポーツ施設体育館,72,10:30,11:44,1:14,富田満,小田川倫之,筒木光,坂本憲昭,長野GaRons,近畿クラブスフィーダ
6,,篠原和政,3,■,■,■,,,10,5,1,50.0,1.67,3,2,0,66.7,2,0.67,9,0,2,3,2.8,7,2,4,57.1,774,2022-11-13,千葉県,千葉公園スポーツ施設体育館,72,10:30,11:44,1:14,富田満,小田川倫之,筒木光,坂本憲昭,長野GaRons,近畿クラブスフィーダ
7,,齊藤優太,2,,□,□,,,3,2,0,66.7,1.0,0,0,0,,0,,5,0,1,0,-5.0,0,0,0,,774,2022-11-13,千葉県,千葉公園スポーツ施設体育館,72,10:30,11:44,1:14,富田満,小田川倫之,筒木光,坂本憲昭,長野GaRons,近畿クラブスフィーダ
9,,荻野颯大,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,774,2022-11-13,千葉県,千葉公園スポーツ施設体育館,72,10:30,11:44,1:14,富田満,小田川倫之,筒木光,坂本憲昭,長野GaRons,近畿クラブスフィーダ
10,L,難波宏冶,3,●,●,●,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,24,15,3,68.8,774,2022-11-13,千葉県,千葉公園スポーツ施設体育館,72,10:30,11:44,1:14,富田満,小田川倫之,筒木光,坂本憲昭,長野GaRons,近畿クラブスフィーダ
12,,矢澤雅敦,3,□,□,□,,,0,0,0,,,0,0,0,,0,,8,0,0,2,6.2,1,1,0,100.0,774,2022-11-13,千葉県,千葉公園スポーツ施設体育館,72,10:30,11:44,1:14,富田満,小田川倫之,筒木光,坂本憲昭,長野GaRons,近畿クラブスフィーダ
13,,今中聖也,3,■,■,■,,,7,2,0,28.6,0.67,0,0,0,,2,0.67,2,0,0,0,0.0,0,0,0,,774,2022-11-13,千葉県,千葉公園スポーツ施設体育館,72,10:30,11:44,1:14,富田満,小田川倫之,筒木光,坂本憲昭,長野GaRons,近畿クラブスフィーダ
14,,小林雅治,3,■,■,■,,,4,4,0,100.0,1.33,0,0,0,,2,0.67,15,1,0,6,16.7,0,0,0,,774,2022-11-13,千葉県,千葉公園スポーツ施設体育館,72,10:30,11:44,1:14,富田満,小田川倫之,筒木光,坂本憲昭,長野GaRons,近畿クラブスフィーダ
1,,浅野晶,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,775,2022-11-13,千葉県,千葉公園スポーツ施設体育館,280,13:00,14:23,1:23,阿部広太郎,梅北将大,赤塚拳斗,坂本憲昭,千葉ZELVA,警視庁フォートファイターズ
2,,山田誠幸,2,,□,□,,,5,3,0,60.0,1.5,0,0,0,,0,,4,0,0,0,0.0,1,1,0,100.0,775,2022-11-13,千葉県,千葉公園スポーツ施設体育館,280,13:00,14:23,1:23,阿部広太郎,梅北将大,赤塚拳斗,坂本憲昭,千葉ZELVA,警視庁フォートファイターズ
3,,齋藤貴大,3,■,■,■,,,10,2,1,20.0,0.67,0,0,0,,1,0.33,7,0,1,1,0.0,0,0,0,,775,2022-11-13,千葉県,千葉公園スポーツ施設体育館,280,13:00,14:23,1:23,阿部広太郎,梅北将大,赤塚拳斗,坂本憲昭,千葉ZELVA,警視庁フォートファイターズ
4,,橋本大海,3,■,■,■,,,1,0,1,0.0,,0,0,0,,0,,6,0,3,2,-4.2,2,2,0,100.0,775,2022-11-13,千葉県,千葉公園スポーツ施設体育館,280,13:00,14:23,1:23,阿部広太郎,梅北将大,赤塚拳斗,坂本憲昭,千葉ZELVA,警視庁フォートファイターズ
5,,板橋健之,3,■,■,■,,,0,0,0,,,0,0,0,,0,,1,0,0,0,0.0,0,0,0,,775,2022-11-13,千葉県,千葉公園スポーツ施設体育館,280,13:00,14:23,1:23,阿部広太郎,梅北将大,赤塚拳斗,坂本憲昭,千葉ZELVA,警視庁フォートファイターズ
6,,野澤辰義,2,□,,□,,,0,0,0,,,0,0,0,,0,,2,0,1,0,-12.5,2,0,2,50.0,775,2022-11-13,千葉県,千葉公園スポーツ施設体育館,280,13:00,14:23,1:23,阿部広太郎,梅北将大,赤塚拳斗,坂本憲昭,千葉ZELVA,警視庁フォートファイターズ
7,,齋藤貴紀,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,775,2022-11-13,千葉県,千葉公園スポーツ施設体育館,280,13:00,14:23,1:23,阿部広太郎,梅北将大,赤塚拳斗,坂本憲昭,千葉ZELVA,警視庁フォートファイターズ
8,,座間健輔,3,■,■,■,,,18,9,3,50.0,3.0,5,0,1,0.0,0,,11,2,0,1,20.5,2,1,0,50.0,775,2022-11-13,千葉県,千葉公園スポーツ施設体育館,280,13:00,14:23,1:23,阿部広太郎,梅北将大,赤塚拳斗,坂本憲昭,千葉ZELVA,警視庁フォートファイターズ
9,,高村勇太,1,,□,,,,2,0,1,0.0,,1,0,1,0.0,0,,1,0,1,0,-25.0,0,0,0,,775,2022-11-13,千葉県,千葉公園スポーツ施設体育館,280,13:00,14:23,1:23,阿部広太郎,梅北将大,赤塚拳斗,坂本憲昭,千葉ZELVA,警視庁フォートファイターズ
18,,高田晋作,3,■,■,■,,,13,4,2,30.8,1.33,0,0,0,,0,,12,0,1,3,4.2,10,4,2,50.0,775,2022-11-13,千葉県,千葉公園スポーツ施設体育館,280,13:00,14:23,1:23,阿部広太郎,梅北将大,赤塚拳斗,坂本憲昭,千葉ZELVA,警視庁フォートファイターズ
20,,杉崎大和,3,□,□,□,,,2,0,1,0.0,,0,0,0,,1,0.33,8,0,0,1,3.1,0,0,0,,775,2022-11-13,千葉県,千葉公園スポーツ施設体育館,280,13:00,14:23,1:23,阿部広太郎,梅北将大,赤塚拳斗,坂本憲昭,千葉ZELVA,警視庁フォートファイターズ
21,L,遠藤善斗,3,●,●,●,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,22,10,8,63.6,775,2022-11-13,千葉県,千葉公園スポーツ施設体育館,280,13:00,14:23,1:23,阿部広太郎,梅北将大,赤塚拳斗,坂本憲昭,千葉ZELVA,警視庁フォートファイターズ
25,,野沢剛義,2,■,□,,,,8,5,1,62.5,2.5,1,1,0,100.0,1,0.5,5,0,2,0,-10.0,10,5,3,65.0,775,2022-11-13,千葉県,千葉公園スポーツ施設体育館,280,13:00,14:23,1:23,阿部広太郎,梅北将大,赤塚拳斗,坂本憲昭,千葉ZELVA,警視庁フォートファイターズ
26,,松下正明,3,□,■,■,,,14,5,2,35.7,1.67,3,1,0,33.3,0,,5,0,1,0,-5.0,9,3,5,61.1,775,2022-11-13,千葉県,千葉公園スポーツ施設体育館,280,13:00,14:23,1:23,阿部広太郎,梅北将大,赤塚拳斗,坂本憲昭,千葉ZELVA,警視庁フォートファイターズ
2,,伊藤裕之介,3,■,■,■,,,1,1,0,100.0,0.33,0,0,0,,1,0.33,10,0,0,0,0.0,0,0,0,,775,2022-11-13,千葉県,千葉公園スポーツ施設体育館,280,13:00,14:23,1:23,阿部広太郎,梅北将大,赤塚拳斗,坂本憲昭,警視庁フォートファイターズ,千葉ZELVA
5,,大野隆一,3,■,■,■,,,7,6,0,85.7,2.0,0,0,0,,0,,9,1,1,0,8.3,0,0,0,,775,2022-11-13,千葉県,千葉公園スポーツ施設体育館,280,13:00,14:23,1:23,阿部広太郎,梅北将大,赤塚拳斗,坂本憲昭,警視庁フォートファイターズ,千葉ZELVA
7,,齋藤浩貴,3,■,■,■,,,28,15,3,53.6,5.0,15,9,1,60.0,0,,13,3,3,1,19.2,0,0,0,,775,2022-11-13,千葉県,千葉公園スポーツ施設体育館,280,13:00,14:23,1:23,阿部広太郎,梅北将大,赤塚拳斗,坂本憲昭,警視庁フォートファイターズ,千葉ZELVA
8,,小山晟治,2,□,□,,,,0,0,0,,,0,0,0,,0,,3,0,2,0,-16.7,0,0,0,,775,2022-11-13,千葉県,千葉公園スポーツ施設体育館,280,13:00,14:23,1:23,阿部広太郎,梅北将大,赤塚拳斗,坂本憲昭,警視庁フォートファイターズ,千葉ZELVA
9,,新垣宗之,2,□,,□,,,2,0,0,0.0,,0,0,0,,0,,0,0,0,0,,1,1,0,100.0,775,2022-11-13,千葉県,千葉公園スポーツ施設体育館,280,13:00,14:23,1:23,阿部広太郎,梅北将大,赤塚拳斗,坂本憲昭,警視庁フォートファイターズ,千葉ZELVA
11,,平原隆也,3,■,■,■,,,14,8,2,57.1,2.67,0,0,0,,2,0.67,16,1,3,4,7.8,22,14,5,75.0,775,2022-11-13,千葉県,千葉公園スポーツ施設体育館,280,13:00,14:23,1:23,阿部広太郎,梅北将大,赤塚拳斗,坂本憲昭,警視庁フォートファイターズ,千葉ZELVA
14,,中道元貴,3,■,■,■,,,12,3,4,25.0,1.0,1,0,0,0.0,0,,11,0,3,2,-2.3,8,4,2,62.5,775,2022-11-13,千葉県,千葉公園スポーツ施設体育館,280,13:00,14:23,1:23,阿部広太郎,梅北将大,赤塚拳斗,坂本憲昭,警視庁フォートファイターズ,千葉ZELVA
15,,河西敦司,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,775,2022-11-13,千葉県,千葉公園スポーツ施設体育館,280,13:00,14:23,1:23,阿部広太郎,梅北将大,赤塚拳斗,坂本憲昭,警視庁フォートファイターズ,千葉ZELVA
16,,金子優海,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,775,2022-11-13,千葉県,千葉公園スポーツ施設体育館,280,13:00,14:23,1:23,阿部広太郎,梅北将大,赤塚拳斗,坂本憲昭,警視庁フォートファイターズ,千葉ZELVA
18,L,吉澤玄祐,3,●,●,●,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,19,8,7,60.5,775,2022-11-13,千葉県,千葉公園スポーツ施設体育館,280,13:00,14:23,1:23,阿部広太郎,梅北将大,赤塚拳斗,坂本憲昭,警視庁フォートファイターズ,千葉ZELVA
19,L,神谷昂紀,3,〇,〇,〇,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,775,2022-11-13,千葉県,千葉公園スポーツ施設体育館,280,13:00,14:23,1:23,阿部広太郎,梅北将大,赤塚拳斗,坂本憲昭,警視庁フォートファイターズ,千葉ZELVA
22,,阿部翼,3,■,■,■,,,12,6,3,50.0,2.0,0,0,0,,1,0.33,6,0,0,0,0.0,1,1,0,100.0,775,2022-11-13,千葉県,千葉公園スポーツ施設体育館,280,13:00,14:23,1:23,阿部広太郎,梅北将大,赤塚拳斗,坂本憲昭,警視庁フォートファイターズ,千葉ZELVA
23,,井野明日翔,2,,□,□,,,0,0,0,,,0,0,0,,0,,5,1,1,1,20.0,0,0,0,,775,2022-11-13,千葉県,千葉公園スポーツ施設体育館,280,13:00,14:23,1:23,阿部広太郎,梅北将大,赤塚拳斗,坂本憲昭,警視庁フォートファイターズ,千葉ZELVA
25,,松原史典,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,775,2022-11-13,千葉県,千葉公園スポーツ施設体育館,280,13:00,14:23,1:23,阿部広太郎,梅北将大,赤塚拳斗,坂本憲昭,警視庁フォートファイターズ,千葉ZELVA
5,,中西翔太,3,□,■,□,,,5,3,1,60.0,1.0,2,1,1,50.0,1,0.33,9,4,3,1,38.9,0,0,0,,776,2022-11-13,千葉県,千葉公園スポーツ施設体育館,85,15:30,16:38,1:08,富田満,笈川博彰,矢田義明,坂本憲昭,奈良ドリーマーズ,東京ヴェルディ
7,,有津翔太,2,■,■,,,,3,2,0,66.7,1.0,0,0,0,,1,0.5,3,0,1,1,0.0,0,0,0,,776,2022-11-13,千葉県,千葉公園スポーツ施設体育館,85,15:30,16:38,1:08,富田満,笈川博彰,矢田義明,坂本憲昭,奈良ドリーマーズ,東京ヴェルディ
8,,高橋和希,2,,■,■,,,10,9,0,90.0,4.5,2,2,0,100.0,1,0.5,9,1,1,2,13.9,11,7,4,81.8,776,2022-11-13,千葉県,千葉公園スポーツ施設体育館,85,15:30,16:38,1:08,富田満,笈川博彰,矢田義明,坂本憲昭,奈良ドリーマーズ,東京ヴェルディ
10,,檀上正健,2,■,,■,,,7,4,1,57.1,2.0,0,0,0,,0,,3,0,0,2,16.7,1,1,0,100.0,776,2022-11-13,千葉県,千葉公園スポーツ施設体育館,85,15:30,16:38,1:08,富田満,笈川博彰,矢田義明,坂本憲昭,奈良ドリーマーズ,東京ヴェルディ
11,,後藤和志,2,□,,□,,,0,0,0,,,0,0,0,,0,,5,0,2,2,0.0,0,0,0,,776,2022-11-13,千葉県,千葉公園スポーツ施設体育館,85,15:30,16:38,1:08,富田満,笈川博彰,矢田義明,坂本憲昭,奈良ドリーマーズ,東京ヴェルディ
12,,江崎闘愛,1,■,,,,,10,6,0,60.0,6.0,3,2,0,66.7,1,1.0,5,1,1,1,20.0,0,0,0,,776,2022-11-13,千葉県,千葉公園スポーツ施設体育館,85,15:30,16:38,1:08,富田満,笈川博彰,矢田義明,坂本憲昭,奈良ドリーマーズ,東京ヴェルディ
15,,上竣,1,,,■,,,12,5,4,41.7,5.0,6,2,2,33.3,0,,3,0,1,0,-8.3,0,0,0,,776,2022-11-13,千葉県,千葉公園スポーツ施設体育館,85,15:30,16:38,1:08,富田満,笈川博彰,矢田義明,坂本憲昭,奈良ドリーマーズ,東京ヴェルディ
16,,片野坂拓人,3,■,■,■,,,11,7,1,63.6,2.33,0,0,0,,0,,13,0,0,3,5.8,18,8,5,58.3,776,2022-11-13,千葉県,千葉公園スポーツ施設体育館,85,15:30,16:38,1:08,富田満,笈川博彰,矢田義明,坂本憲昭,奈良ドリーマーズ,東京ヴェルディ
17,,近藤海斗,3,■,■,■,,,5,2,1,40.0,0.67,0,0,0,,0,,16,1,0,1,7.8,0,0,0,,776,2022-11-13,千葉県,千葉公園スポーツ施設体育館,85,15:30,16:38,1:08,富田満,笈川博彰,矢田義明,坂本憲昭,奈良ドリーマーズ,東京ヴェルディ
18,,チョンテヒョン,1,■,,,,,8,4,1,50.0,4.0,1,0,0,0.0,1,1.0,2,0,1,0,-12.5,5,2,2,60.0,776,2022-11-13,千葉県,千葉公園スポーツ施設体育館,85,15:30,16:38,1:08,富田満,笈川博彰,矢田義明,坂本憲昭,奈良ドリーマーズ,東京ヴェルディ
19,L,石渡瑛法,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,776,2022-11-13,千葉県,千葉公園スポーツ施設体育館,85,15:30,16:38,1:08,富田満,笈川博彰,矢田義明,坂本憲昭,奈良ドリーマーズ,東京ヴェルディ
22,,高階凌矢,1,,□,,,,0,0,0,,,0,0,0,,0,,1,0,0,0,0.0,0,0,0,,776,2022-11-13,千葉県,千葉公園スポーツ施設体育館,85,15:30,16:38,1:08,富田満,笈川博彰,矢田義明,坂本憲昭,奈良ドリーマーズ,東京ヴェルディ
25,L,山根志哉,3,●,●,●,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,9,6,3,83.3,776,2022-11-13,千葉県,千葉公園スポーツ施設体育館,85,15:30,16:38,1:08,富田満,笈川博彰,矢田義明,坂本憲昭,奈良ドリーマーズ,東京ヴェルディ
33,,岡本伊武己,2,,■,■,,,4,1,2,25.0,0.5,0,0,0,,3,1.5,4,0,2,0,-12.5,1,1,0,100.0,776,2022-11-13,千葉県,千葉公園スポーツ施設体育館,85,15:30,16:38,1:08,富田満,笈川博彰,矢田義明,坂本憲昭,奈良ドリーマーズ,東京ヴェルディ
1,,與崎風人,1,,,□,,,0,0,0,,,0,0,0,,0,,1,0,1,0,-25.0,1,0,1,50.0,776,2022-11-13,千葉県,千葉公園スポーツ施設体育館,85,15:30,16:38,1:08,富田満,笈川博彰,矢田義明,坂本憲昭,東京ヴェルディ,奈良ドリーマーズ
2,,藏田大輝,3,□,□,■,,,5,2,0,40.0,0.67,0,0,0,,0,,3,0,2,0,-16.7,6,3,2,66.7,776,2022-11-13,千葉県,千葉公園スポーツ施設体育館,85,15:30,16:38,1:08,富田満,笈川博彰,矢田義明,坂本憲昭,東京ヴェルディ,奈良ドリーマーズ
3,,辛韓翼,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,776,2022-11-13,千葉県,千葉公園スポーツ施設体育館,85,15:30,16:38,1:08,富田満,笈川博彰,矢田義明,坂本憲昭,東京ヴェルディ,奈良ドリーマーズ
4,L,宮田航輔,3,●,●,●,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,13,5,6,61.5,776,2022-11-13,千葉県,千葉公園スポーツ施設体育館,85,15:30,16:38,1:08,富田満,笈川博彰,矢田義明,坂本憲昭,東京ヴェルディ,奈良ドリーマーズ
5,,柳川大知,2,■,■,,,,7,2,2,28.6,1.0,3,0,1,0.0,0,,3,0,1,0,-8.3,1,0,0,0.0,776,2022-11-13,千葉県,千葉公園スポーツ施設体育館,85,15:30,16:38,1:08,富田満,笈川博彰,矢田義明,坂本憲昭,東京ヴェルディ,奈良ドリーマーズ
7,,辻田尚史,3,■,■,■,,,3,0,0,0.0,,0,0,0,,3,1.0,7,0,0,1,3.6,0,0,0,,776,2022-11-13,千葉県,千葉公園スポーツ施設体育館,85,15:30,16:38,1:08,富田満,笈川博彰,矢田義明,坂本憲昭,東京ヴェルディ,奈良ドリーマーズ
8,L,坂上幹太,3,〇,〇,〇,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,776,2022-11-13,千葉県,千葉公園スポーツ施設体育館,85,15:30,16:38,1:08,富田満,笈川博彰,矢田義明,坂本憲昭,東京ヴェルディ,奈良ドリーマーズ
9,,山田駿太,3,■,■,■,,,19,10,2,52.6,3.33,5,4,0,80.0,1,0.33,7,0,1,1,0.0,27,7,11,46.3,776,2022-11-13,千葉県,千葉公園スポーツ施設体育館,85,15:30,16:38,1:08,富田満,笈川博彰,矢田義明,坂本憲昭,東京ヴェルディ,奈良ドリーマーズ
11,,熊谷勇人,3,■,■,■,,,0,0,0,,,0,0,0,,0,,12,0,0,0,0.0,0,0,0,,776,2022-11-13,千葉県,千葉公園スポーツ施設体育館,85,15:30,16:38,1:08,富田満,笈川博彰,矢田義明,坂本憲昭,東京ヴェルディ,奈良ドリーマーズ
12,,江川晃司,1,,□,,,,3,0,1,0.0,,1,0,0,0.0,0,,1,0,1,0,-25.0,1,1,0,100.0,776,2022-11-13,千葉県,千葉公園スポーツ施設体育館,85,15:30,16:38,1:08,富田満,笈川博彰,矢田義明,坂本憲昭,東京ヴェルディ,奈良ドリーマーズ
16,,石黒聖也,3,■,■,■,,,6,2,0,33.3,0.67,0,0,0,,0,,9,1,1,3,16.7,1,1,0,100.0,776,2022-11-13,千葉県,千葉公園スポーツ施設体育館,85,15:30,16:38,1:08,富田満,笈川博彰,矢田義明,坂本憲昭,東京ヴェルディ,奈良ドリーマーズ
22,,大村翔哉,3,■,■,■,,,18,7,0,38.9,2.33,4,0,0,0.0,0,,11,0,2,0,-4.5,9,0,4,22.2,776,2022-11-13,千葉県,千葉公園スポーツ施設体育館,85,15:30,16:38,1:08,富田満,笈川博彰,矢田義明,坂本憲昭,東京ヴェルディ,奈良ドリーマーズ
28,,槌尾健,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,776,2022-11-13,千葉県,千葉公園スポーツ施設体育館,85,15:30,16:38,1:08,富田満,笈川博彰,矢田義明,坂本憲昭,東京ヴェルディ,奈良ドリーマーズ
1,L,松下祐太,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,777,2022-11-19,長野県,信州新町体育館,230,13:00,14:39,1:39,利根川忠史,待井広光,山条康弘,橋詰清美,長野GaRons,トヨタ自動車サンホークス
2,,鰐川怜児,3,,□,■,■,,23,11,0,47.8,3.67,7,3,0,42.9,0,,10,0,2,1,-2.5,0,0,0,,777,2022-11-19,長野県,信州新町体育館,230,13:00,14:39,1:39,利根川忠史,待井広光,山条康弘,橋詰清美,長野GaRons,トヨタ自動車サンホークス
3,,高井大輝,4,■,■,■,■,,2,0,0,0.0,,0,0,0,,1,0.25,19,1,1,4,9.2,0,0,0,,777,2022-11-19,長野県,信州新町体育館,230,13:00,14:39,1:39,利根川忠史,待井広光,山条康弘,橋詰清美,長野GaRons,トヨタ自動車サンホークス
4,,福池凌太,4,■,■,■,■,,45,15,4,33.3,3.75,17,8,0,47.1,1,0.25,15,0,6,2,-6.7,7,2,1,35.7,777,2022-11-19,長野県,信州新町体育館,230,13:00,14:39,1:39,利根川忠史,待井広光,山条康弘,橋詰清美,長野GaRons,トヨタ自動車サンホークス
5,,浅田潮,4,■,■,■,■,,29,11,0,37.9,2.75,5,4,0,80.0,1,0.25,11,0,1,1,0.0,43,17,12,53.5,777,2022-11-19,長野県,信州新町体育館,230,13:00,14:39,1:39,利根川忠史,待井広光,山条康弘,橋詰清美,長野GaRons,トヨタ自動車サンホークス
6,,篠原和政,2,■,■,,,,9,4,0,44.4,2.0,0,0,0,,1,0.5,4,0,2,0,-12.5,2,1,0,50.0,777,2022-11-19,長野県,信州新町体育館,230,13:00,14:39,1:39,利根川忠史,待井広光,山条康弘,橋詰清美,長野GaRons,トヨタ自動車サンホークス
7,,齊藤優太,3,,□,■,■,,9,4,1,44.4,1.33,1,0,0,0.0,2,0.67,5,0,0,1,5.0,0,0,0,,777,2022-11-19,長野県,信州新町体育館,230,13:00,14:39,1:39,利根川忠史,待井広光,山条康弘,橋詰清美,長野GaRons,トヨタ自動車サンホークス
9,,荻野颯大,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,777,2022-11-19,長野県,信州新町体育館,230,13:00,14:39,1:39,利根川忠史,待井広光,山条康弘,橋詰清美,長野GaRons,トヨタ自動車サンホークス
10,L,難波宏冶,4,●,●,●,●,,0,0,0,,,0,0,0,,0,,0,0,0,0,,29,16,8,69.0,777,2022-11-19,長野県,信州新町体育館,230,13:00,14:39,1:39,利根川忠史,待井広光,山条康弘,橋詰清美,長野GaRons,トヨタ自動車サンホークス
12,,矢澤雅敦,2,□,,□,,,0,0,0,,,0,0,0,,0,,3,0,0,1,8.3,0,0,0,,777,2022-11-19,長野県,信州新町体育館,230,13:00,14:39,1:39,利根川忠史,待井広光,山条康弘,橋詰清美,長野GaRons,トヨタ自動車サンホークス
13,,今中聖也,3,■,■,,□,,2,0,0,0.0,,0,0,0,,0,,8,0,0,0,0.0,0,0,0,,777,2022-11-19,長野県,信州新町体育館,230,13:00,14:39,1:39,利根川忠史,待井広光,山条康弘,橋詰清美,長野GaRons,トヨタ自動車サンホークス
14,,小林雅治,4,■,■,■,■,,12,6,2,50.0,1.5,0,0,0,,1,0.25,10,0,1,2,2.5,1,0,0,0.0,777,2022-11-19,長野県,信州新町体育館,230,13:00,14:39,1:39,利根川忠史,待井広光,山条康弘,橋詰清美,長野GaRons,トヨタ自動車サンホークス
1,,西村駿佑,4,■,■,■,■,,24,13,0,54.2,3.25,1,0,0,0.0,6,1.5,17,0,1,0,-1.5,46,24,12,65.2,777,2022-11-19,長野県,信州新町体育館,230,13:00,14:39,1:39,利根川忠史,待井広光,山条康弘,橋詰清美,トヨタ自動車サンホークス,長野GaRons
5,,柴田康平,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,777,2022-11-19,長野県,信州新町体育館,230,13:00,14:39,1:39,利根川忠史,待井広光,山条康弘,橋詰清美,トヨタ自動車サンホークス,長野GaRons
7,,岸森翼,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,777,2022-11-19,長野県,信州新町体育館,230,13:00,14:39,1:39,利根川忠史,待井広光,山条康弘,橋詰清美,トヨタ自動車サンホークス,長野GaRons
8,,山岡龍司,4,■,■,■,■,,0,0,0,,,0,0,0,,0,,11,2,3,2,15.9,0,0,0,,777,2022-11-19,長野県,信州新町体育館,230,13:00,14:39,1:39,利根川忠史,待井広光,山条康弘,橋詰清美,トヨタ自動車サンホークス,長野GaRons
9,,平野太一,4,■,■,■,■,,12,5,0,41.7,1.25,0,0,0,,2,0.5,18,0,1,6,6.9,0,0,0,,777,2022-11-19,長野県,信州新町体育館,230,13:00,14:39,1:39,利根川忠史,待井広光,山条康弘,橋詰清美,トヨタ自動車サンホークス,長野GaRons
10,,川端下大,4,■,■,■,■,,20,6,3,30.0,1.5,1,0,0,0.0,0,,20,0,4,6,2.5,0,0,0,,777,2022-11-19,長野県,信州新町体育館,230,13:00,14:39,1:39,利根川忠史,待井広光,山条康弘,橋詰清美,トヨタ自動車サンホークス,長野GaRons
11,L,福島孝輝,4,●,●,●,●,,0,0,0,,,0,0,0,,0,,0,0,0,0,,21,16,4,85.7,777,2022-11-19,長野県,信州新町体育館,230,13:00,14:39,1:39,利根川忠史,待井広光,山条康弘,橋詰清美,トヨタ自動車サンホークス,長野GaRons
12,,石黒拓未,4,■,■,■,■,,19,5,0,26.3,1.25,0,0,0,,3,0.75,11,2,2,3,20.5,0,0,0,,777,2022-11-19,長野県,信州新町体育館,230,13:00,14:39,1:39,利根川忠史,待井広光,山条康弘,橋詰清美,トヨタ自動車サンホークス,長野GaRons
13,,佃壮悟,1,,□,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,1,1,0,100.0,777,2022-11-19,長野県,信州新町体育館,230,13:00,14:39,1:39,利根川忠史,待井広光,山条康弘,橋詰清美,トヨタ自動車サンホークス,長野GaRons
16,,吉岡衛,4,■,■,■,■,,58,25,4,43.1,6.25,8,5,1,62.5,4,1.0,17,1,2,3,7.4,4,1,1,37.5,777,2022-11-19,長野県,信州新町体育館,230,13:00,14:39,1:39,利根川忠史,待井広光,山条康弘,橋詰清美,トヨタ自動車サンホークス,長野GaRons
18,,上坂将輝,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,777,2022-11-19,長野県,信州新町体育館,230,13:00,14:39,1:39,利根川忠史,待井広光,山条康弘,橋詰清美,トヨタ自動車サンホークス,長野GaRons
19,,大野祐大朗,1,,,□,,,0,0,0,,,0,0,0,,0,,1,0,1,0,-25.0,0,0,0,,777,2022-11-19,長野県,信州新町体育館,230,13:00,14:39,1:39,利根川忠史,待井広光,山条康弘,橋詰清美,トヨタ自動車サンホークス,長野GaRons
