Team,GetSet,GetPoint,1SetPoint,2SetPoint,3SetPoint,4SetPoint,5SetPoint,TotalPoint,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,TF,OpE,OpTeam,LostSet,LostPoint,Op1SetPoint,Op2SetPoint,Op3SetPoint,Op4SetPoint,Op5SetPoint,OpTotalPoint,OpAA,OpAP,OpAE,OpASucc%,OpAP/S,OpBAA,OpBAP,OpBAE,OpBASucc%,OpBP,OpBP/S,OpSVA,OpSVP,OpSVE,OpSVx,OpSVEff%,OpRA,OpRx,OpRg,OpRSucc%,OpTF,OpOpE,GameId,Date,Place,Venue,Spectators,StartTime,EndTime,GameTime,JURY,ChiefUmpire,SubUmpire,Judge,Set
アイシンティルマーレ,3,3,25,25,25,,,75.0,81.0,36.0,3.0,44.4,12.0,17.0,4.0,1.0,23.5,10.0,3.33,73.0,4.0,16.0,19.0,6.5,57.0,20.0,22.0,54.4,2.0,25,大同特殊鋼レッドスター,0,0,21,18,22,,,61.0,85,33,15,38.8,11.00,8,3,1,37.5,6,2.00,63,1,5,15,5.6,57,19.0,15.0,46.5,5.0,21,546,2023-01-14,愛知県,碧南市臨海体育館,466.0,12:00,13:16,1:16,小野将人,栗崎慎太郎,杉浦諒祐,山岸玲央,3
大同特殊鋼レッドスター,0,0,21,18,22,,,61.0,85.0,33.0,15.0,38.8,11.0,8.0,3.0,1.0,37.5,6.0,2.0,63.0,1.0,5.0,15.0,5.6,57.0,19.0,15.0,46.5,5.0,21,アイシンティルマーレ,3,3,25,25,25,,,75.0,81,36,3,44.4,12.00,17,4,1,23.5,10,3.33,73,4,16,19,6.5,57,20.0,22.0,54.4,2.0,25,546,2023-01-14,愛知県,碧南市臨海体育館,466.0,12:00,13:16,1:16,小野将人,栗崎慎太郎,杉浦諒祐,山岸玲央,3
ヴィアティン三重,2,1,25,22,25,23,12,107.0,143.0,60.0,18.0,42.0,12.0,18.0,8.0,3.0,44.4,8.0,1.6,108.0,3.0,14.0,26.0,5.6,94.0,52.0,19.0,65.4,5.0,36,サフィルヴァ北海道,3,2,22,25,23,25,15,110.0,137,60,16,43.8,12.00,19,8,3,42.1,12,2.40,109,1,15,22,2.5,92,37.0,28.0,55.4,5.0,37,547,2023-01-14,愛知県,碧南市臨海体育館,274.0,15:00,17:03,2:03,小野将人,小松剛,竹川美穂,屋宜優奈,5
サフィルヴァ北海道,3,2,22,25,23,25,15,110.0,137.0,60.0,16.0,43.8,12.0,19.0,8.0,3.0,42.1,12.0,2.4,109.0,1.0,15.0,22.0,2.5,92.0,37.0,28.0,55.4,5.0,37,ヴィアティン三重,2,1,25,22,25,23,12,107.0,143,60,18,42.0,12.00,18,8,3,44.4,8,1.60,108,3,14,26,5.6,94,52.0,19.0,65.4,5.0,36,547,2023-01-14,愛知県,碧南市臨海体育館,274.0,15:00,17:03,2:03,小野将人,小松剛,竹川美穂,屋宜優奈,5
アイシンティルマーレ,3,2,17,25,19,25,16,102.0,144.0,61.0,12.0,42.4,12.2,30.0,12.0,5.0,40.0,8.0,1.6,102.0,5.0,23.0,17.0,3.4,87.0,30.0,33.0,53.4,3.0,28,ヴィアティン三重,2,1,25,23,25,21,14,108.0,132,58,7,43.9,11.60,12,4,3,33.3,7,1.40,108,5,19,21,5.1,78,31.0,26.0,56.4,2.0,38,550,2023-01-15,愛知県,碧南市臨海体育館,622.0,12:00,14:09,2:09,小野将人,栗崎慎太郎,杉浦諒祐,戸倉勇人,5
ヴィアティン三重,2,1,25,23,25,21,14,108.0,132.0,58.0,7.0,43.9,11.6,12.0,4.0,3.0,33.3,7.0,1.4,108.0,5.0,19.0,21.0,5.1,78.0,31.0,26.0,56.4,2.0,38,アイシンティルマーレ,3,2,17,25,19,25,16,102.0,144,61,12,42.4,12.20,30,12,5,40.0,8,1.60,102,5,23,17,3.4,87,30.0,33.0,53.4,3.0,28,550,2023-01-15,愛知県,碧南市臨海体育館,622.0,12:00,14:09,2:09,小野将人,栗崎慎太郎,杉浦諒祐,戸倉勇人,5
サフィルヴァ北海道,3,3,25,25,25,,,75.0,86.0,38.0,3.0,44.2,12.67,18.0,11.0,0.0,61.1,11.0,3.67,74.0,4.0,10.0,18.0,8.1,53.0,19.0,22.0,56.6,1.0,22,大同特殊鋼レッドスター,0,0,17,18,23,,,58.0,98,41,14,41.8,13.67,10,3,4,30.0,3,1.00,59,0,6,12,2.5,61,23.0,19.0,53.3,2.0,14,551,2023-01-15,愛知県,碧南市臨海体育館,331.0,15:10,16:22,1:12,小野将人,小松剛,竹川美穂,山岸玲央,3
大同特殊鋼レッドスター,0,0,17,18,23,,,58.0,98.0,41.0,14.0,41.8,13.67,10.0,3.0,4.0,30.0,3.0,1.0,59.0,0.0,6.0,12.0,2.5,61.0,23.0,19.0,53.3,2.0,14,サフィルヴァ北海道,3,3,25,25,25,,,75.0,86,38,3,44.2,12.67,18,11,0,61.1,11,3.67,74,4,10,18,8.1,53,19.0,22.0,56.6,1.0,22,551,2023-01-15,愛知県,碧南市臨海体育館,331.0,15:10,16:22,1:12,小野将人,小松剛,竹川美穂,山岸玲央,3
きんでんトリニティーブリッツ,3,2,25,25,19,18,15,102.0,117.0,63.0,3.0,53.8,12.6,21.0,12.0,1.0,57.1,11.0,2.2,101.0,5.0,30.0,21.0,2.7,90.0,43.0,26.0,62.2,3.0,23,埼玉アザレア,2,1,21,21,25,25,12,104.0,110,54,9,49.1,10.80,15,6,3,40.0,10,2.00,105,4,12,20,5.7,67,31.0,14.0,56.7,2.0,36,548,2023-01-14,和歌山県,和歌山県立体育館,125.0,12:00,13:55,1:55,山本和良,新田浩幸,上土谷政高,和佐田信行,5
埼玉アザレア,2,1,21,21,25,25,12,104.0,110.0,54.0,9.0,49.1,10.8,15.0,6.0,3.0,40.0,10.0,2.0,105.0,4.0,12.0,20.0,5.7,67.0,31.0,14.0,56.7,2.0,36,きんでんトリニティーブリッツ,3,2,25,25,19,18,15,102.0,117,63,3,53.8,12.60,21,12,1,57.1,11,2.20,101,5,30,21,2.7,90,43.0,26.0,62.2,3.0,23,548,2023-01-14,和歌山県,和歌山県立体育館,125.0,12:00,13:55,1:55,山本和良,新田浩幸,上土谷政高,和佐田信行,5
ヴォレアス北海道,3,3,25,25,25,,,75.0,73.0,46.0,6.0,63.0,15.33,10.0,5.0,1.0,50.0,9.0,3.0,73.0,4.0,16.0,17.0,5.8,56.0,23.0,11.0,50.9,2.0,16,兵庫デルフィーノ,0,0,21,23,22,,,66.0,78,36,4,46.2,12.00,19,11,1,57.9,2,0.67,68,4,10,20,9.6,56,21.0,15.0,50.9,2.0,24,549,2023-01-14,和歌山県,和歌山県立体育館,72.0,14:40,15:53,1:13,山本和良,田中崇博,丸山健一,中井博文,3
兵庫デルフィーノ,0,0,21,23,22,,,66.0,78.0,36.0,4.0,46.2,12.0,19.0,11.0,1.0,57.9,2.0,0.67,68.0,4.0,10.0,20.0,9.6,56.0,21.0,15.0,50.9,2.0,24,ヴォレアス北海道,3,3,25,25,25,,,75.0,73,46,6,63.0,15.33,10,5,1,50.0,9,3.00,73,4,16,17,5.8,56,23.0,11.0,50.9,2.0,16,549,2023-01-14,和歌山県,和歌山県立体育館,72.0,14:40,15:53,1:13,山本和良,田中崇博,丸山健一,中井博文,3
ヴォレアス北海道,3,3,15,32,25,25,,97.0,135.0,61.0,13.0,45.2,15.25,28.0,8.0,5.0,28.6,12.0,3.0,96.0,7.0,15.0,23.0,9.4,88.0,46.0,19.0,63.1,2.0,17,埼玉アザレア,1,0,25,30,22,22,,99.0,128,60,3,46.9,15.00,20,11,1,55.0,6,1.50,100,3,11,21,5.5,77,24.0,27.0,48.7,3.0,30,552,2023-01-15,和歌山県,和歌山県立体育館,75.0,11:00,12:52,1:52,山本和良,新田浩幸,狩谷弘,和佐田信行,4
埼玉アザレア,1,0,25,30,22,22,,99.0,128.0,60.0,3.0,46.9,15.0,20.0,11.0,1.0,55.0,6.0,1.5,100.0,3.0,11.0,21.0,5.5,77.0,24.0,27.0,48.7,3.0,30,ヴォレアス北海道,3,3,15,32,25,25,,97.0,135,61,13,45.2,15.25,28,8,5,28.6,12,3.00,96,7,15,23,9.4,88,46.0,19.0,63.1,2.0,17,552,2023-01-15,和歌山県,和歌山県立体育館,75.0,11:00,12:52,1:52,山本和良,新田浩幸,狩谷弘,和佐田信行,4
きんでんトリニティーブリッツ,3,3,30,25,20,25,,100.0,105.0,55.0,5.0,52.4,13.75,18.0,7.0,1.0,38.9,14.0,3.5,99.0,3.0,20.0,13.0,1.3,75.0,29.0,17.0,50.0,4.0,28,兵庫デルフィーノ,1,0,28,23,25,15,,91.0,114,52,10,45.6,13.00,18,10,0,55.6,7,1.75,92,3,16,27,6.2,78,38.0,25.0,64.7,2.0,29,553,2023-01-15,和歌山県,和歌山県立体育館,123.0,13:41,15:24,1:43,山本和良,田中崇博,上土谷政高,撫養将志,4
兵庫デルフィーノ,1,0,28,23,25,15,,91.0,114.0,52.0,10.0,45.6,13.0,18.0,10.0,0.0,55.6,7.0,1.75,92.0,3.0,16.0,27.0,6.2,78.0,38.0,25.0,64.7,2.0,29,きんでんトリニティーブリッツ,3,3,30,25,20,25,,100.0,105,55,5,52.4,13.75,18,7,1,38.9,14,3.50,99,3,20,13,1.3,75,29.0,17.0,50.0,4.0,28,553,2023-01-15,和歌山県,和歌山県立体育館,123.0,13:41,15:24,1:43,山本和良,田中崇博,上土谷政高,撫養将志,4
ヴィアティン三重,3,3,25,24,25,25,,99.0,117.0,61.0,13.0,52.1,15.25,26.0,9.0,4.0,34.6,14.0,3.5,98.0,3.0,11.0,26.0,6.9,74.0,44.0,10.0,66.2,4.0,21,兵庫デルフィーノ,1,0,17,26,23,19,,85.0,114,49,9,43.0,12.25,23,7,4,30.4,7,1.75,86,1,11,19,3.5,85,40.0,18.0,57.6,1.0,28,554,2023-01-21,神奈川県,大和スポーツセンター,550.0,11:00,12:44,1:44,大塚達也,竹澤拓人,根岸澄朗,青山真奈美,4
兵庫デルフィーノ,1,0,17,26,23,19,,85.0,114.0,49.0,9.0,43.0,12.25,23.0,7.0,4.0,30.4,7.0,1.75,86.0,1.0,11.0,19.0,3.5,85.0,40.0,18.0,57.6,1.0,28,ヴィアティン三重,3,3,25,24,25,25,,99.0,117,61,13,52.1,15.25,26,9,4,34.6,14,3.50,98,3,11,26,6.9,74,44.0,10.0,66.2,4.0,21,554,2023-01-21,神奈川県,大和スポーツセンター,550.0,11:00,12:44,1:44,大塚達也,竹澤拓人,根岸澄朗,青山真奈美,4
富士通カワサキレッドスピリッツ,3,3,25,25,21,25,,96.0,122.0,58.0,6.0,47.5,14.5,26.0,15.0,1.0,57.7,6.0,1.5,95.0,3.0,14.0,25.0,6.1,69.0,23.0,30.0,55.1,1.0,29,アイシンティルマーレ,1,0,20,20,25,17,,82.0,124,51,15,41.1,12.75,26,13,3,50.0,6,1.50,83,4,14,12,4.2,81,20.0,33.0,45.1,0.0,21,555,2023-01-21,神奈川県,大和スポーツセンター,623.0,13:30,15:15,1:45,阿部広太郎,片井伴浩,行天健,渡部仁志,4
アイシンティルマーレ,1,0,20,20,25,17,,82.0,124.0,51.0,15.0,41.1,12.75,26.0,13.0,3.0,50.0,6.0,1.5,83.0,4.0,14.0,12.0,4.2,81.0,20.0,33.0,45.1,0.0,21,富士通カワサキレッドスピリッツ,3,3,25,25,21,25,,96.0,122,58,6,47.5,14.50,26,15,1,57.7,6,1.50,95,3,14,25,6.1,69,23.0,30.0,55.1,1.0,29,555,2023-01-21,神奈川県,大和スポーツセンター,623.0,13:30,15:15,1:45,阿部広太郎,片井伴浩,行天健,渡部仁志,4
埼玉アザレア,3,3,22,25,26,37,,110.0,166.0,71.0,13.0,42.8,17.75,22.0,10.0,3.0,45.5,6.0,1.5,109.0,0.0,15.0,29.0,3.2,92.0,36.0,26.0,53.3,1.0,33,つくばユナイテッドSunGAIA,1,0,25,23,24,35,,107.0,155,63,16,40.6,15.75,20,7,5,35.0,12,3.00,108,3,13,30,6.7,94,41.0,24.0,56.4,4.0,29,556,2023-01-21,神奈川県,大和スポーツセンター,668.0,15:55,18:03,2:08,大塚達也,上総向貴,吉谷友輔,相澤智央,4
つくばユナイテッドSunGAIA,1,0,25,23,24,35,,107.0,155.0,63.0,16.0,40.6,15.75,20.0,7.0,5.0,35.0,12.0,3.0,108.0,3.0,13.0,30.0,6.7,94.0,41.0,24.0,56.4,4.0,29,埼玉アザレア,3,3,22,25,26,37,,110.0,166,71,13,42.8,17.75,22,10,3,45.5,6,1.50,109,0,15,29,3.2,92,36.0,26.0,53.3,1.0,33,556,2023-01-21,神奈川県,大和スポーツセンター,668.0,15:55,18:03,2:08,大塚達也,上総向貴,吉谷友輔,相澤智央,4
ヴィアティン三重,3,2,16,22,25,25,15,103.0,141.0,63.0,11.0,44.7,12.6,18.0,7.0,5.0,38.9,12.0,2.4,103.0,2.0,15.0,18.0,2.7,81.0,23.0,35.0,50.0,1.0,26,アイシンティルマーレ,2,1,25,25,21,16,12,99.0,149,59,9,39.6,11.80,27,14,4,51.9,7,1.40,99,6,15,20,7.3,88,21.0,47.0,50.6,2.0,27,557,2023-01-22,神奈川県,大和スポーツセンター,359.0,11:00,12:58,1:58,阿部広太郎,上總向貴,吉谷友輔,安齋嶺,5
アイシンティルマーレ,2,1,25,25,21,16,12,99.0,149.0,59.0,9.0,39.6,11.8,27.0,14.0,4.0,51.9,7.0,1.4,99.0,6.0,15.0,20.0,7.3,88.0,21.0,47.0,50.6,2.0,27,ヴィアティン三重,3,2,16,22,25,25,15,103.0,141,63,11,44.7,12.60,18,7,5,38.9,12,2.40,103,2,15,18,2.7,81,23.0,35.0,50.0,1.0,26,557,2023-01-22,神奈川県,大和スポーツセンター,359.0,11:00,12:58,1:58,阿部広太郎,上總向貴,吉谷友輔,安齋嶺,5
富士通カワサキレッドスピリッツ,3,3,25,25,25,,,75.0,79.0,48.0,7.0,60.8,16.0,15.0,9.0,3.0,60.0,8.0,2.67,74.0,5.0,18.0,24.0,8.8,49.0,11.0,24.0,46.9,3.0,14,兵庫デルフィーノ,0,0,18,20,18,,,56.0,74,24,4,32.4,8.00,6,3,0,50.0,3,1.00,57,1,8,13,3.9,52,12.0,15.0,37.5,2.0,28,558,2023-01-22,神奈川県,大和スポーツセンター,680.0,13:45,15:07,1:22,大塚達也,竹澤拓人,加藤智大,牛見誠人,3
兵庫デルフィーノ,0,0,18,20,18,,,56.0,74.0,24.0,4.0,32.4,8.0,6.0,3.0,0.0,50.0,3.0,1.0,57.0,1.0,8.0,13.0,3.9,52.0,12.0,15.0,37.5,2.0,28,富士通カワサキレッドスピリッツ,3,3,25,25,25,,,75.0,79,48,7,60.8,16.00,15,9,3,60.0,8,2.67,74,5,18,24,8.8,49,11.0,24.0,46.9,3.0,14,558,2023-01-22,神奈川県,大和スポーツセンター,680.0,13:45,15:07,1:22,大塚達也,竹澤拓人,加藤智大,牛見誠人,3
サフィルヴァ北海道,3,3,25,25,25,,,75.0,71.0,36.0,5.0,50.7,12.0,19.0,9.0,2.0,47.4,5.0,1.67,74.0,4.0,10.0,17.0,7.8,44.0,9.0,18.0,40.9,1.0,30,きんでんトリニティーブリッツ,0,0,21,20,16,,,57.0,93,36,12,38.7,12.00,20,8,3,40.0,3,1.00,58,2,14,15,3.9,63,19.0,24.0,49.2,4.0,16,559,2023-01-22,神奈川県,大和スポーツセンター,708.0,15:50,16:59,1:09,阿部広太郎,片井伴浩,筒木光,渡部仁志,3
きんでんトリニティーブリッツ,0,0,21,20,16,,,57.0,93.0,36.0,12.0,38.7,12.0,20.0,8.0,3.0,40.0,3.0,1.0,58.0,2.0,14.0,15.0,3.9,63.0,19.0,24.0,49.2,4.0,16,サフィルヴァ北海道,3,3,25,25,25,,,75.0,71,36,5,50.7,12.00,19,9,2,47.4,5,1.67,74,4,10,17,7.8,44,9.0,18.0,40.9,1.0,30,559,2023-01-22,神奈川県,大和スポーツセンター,708.0,15:50,16:59,1:09,阿部広太郎,片井伴浩,筒木光,渡部仁志,3
