No.,L,Player,Set,1set,2set,3set,4set,5set,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,GameId,Date,Place,Venue,Spectators,StartTime,EndTime,GameTime,JURY,ChiefUmpire,SubUmpire,Judge,Team,Op.Team
18,,金田修佳,2,,□,,□,,10,3,1,30.0,1.5,0,0,0,,0,,1,0,0,0,0.0,0,0,0,,346,2022-11-27,岡山県,ジップアリーナ岡山,1000,14:00,15:46,1:46,田野昭彦,本間明,小松剛,真鍋美也子,岡山シーガルズ,トヨタ車体クインシーズ
22,L,船田芽依,4,〇,〇,●,●,,0,0,0,,,0,0,0,,0,,0,0,0,0,,14,9,1,67.9,346,2022-11-27,岡山県,ジップアリーナ岡山,1000,14:00,15:46,1:46,田野昭彦,本間明,小松剛,真鍋美也子,岡山シーガルズ,トヨタ車体クインシーズ
24,,付欣田,4,■,■,■,■,,20,10,0,50.0,2.5,0,0,0,,2,0.5,12,0,0,4,8.3,0,0,0,,346,2022-11-27,岡山県,ジップアリーナ岡山,1000,14:00,15:46,1:46,田野昭彦,本間明,小松剛,真鍋美也子,岡山シーガルズ,トヨタ車体クインシーズ
26,,長瀬そら,2,,□,,□,,2,0,0,0.0,,0,0,0,,0,,2,0,0,0,0.0,0,0,0,,346,2022-11-27,岡山県,ジップアリーナ岡山,1000,14:00,15:46,1:46,田野昭彦,本間明,小松剛,真鍋美也子,岡山シーガルズ,トヨタ車体クインシーズ
27,L,楢崎慈恵,2,●,●,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,2,1,1,75.0,346,2022-11-27,岡山県,ジップアリーナ岡山,1000,14:00,15:46,1:46,田野昭彦,本間明,小松剛,真鍋美也子,岡山シーガルズ,トヨタ車体クインシーズ
28,,川島亜依美,4,■,■,■,■,,9,1,0,11.1,0.25,0,0,0,,2,0.5,8,0,0,3,9.4,1,0,0,0.0,346,2022-11-27,岡山県,ジップアリーナ岡山,1000,14:00,15:46,1:46,田野昭彦,本間明,小松剛,真鍋美也子,岡山シーガルズ,トヨタ車体クインシーズ
33,,中本柚朱,2,,□,,□,,12,3,0,25.0,1.5,0,0,0,,0,,2,0,0,1,12.5,7,6,0,85.7,346,2022-11-27,岡山県,ジップアリーナ岡山,1000,14:00,15:46,1:46,田野昭彦,本間明,小松剛,真鍋美也子,岡山シーガルズ,トヨタ車体クインシーズ
1,,鴫原ひなた,4,■,■,■,■,,25,8,2,32.0,2.0,1,0,1,0.0,0,,20,2,2,5,13.8,18,9,5,63.9,346,2022-11-27,岡山県,ジップアリーナ岡山,1000,14:00,15:46,1:46,田野昭彦,本間明,小松剛,真鍋美也子,トヨタ車体クインシーズ,岡山シーガルズ
5,,周田夏紀,4,■,■,■,■,,8,5,0,62.5,1.25,0,0,0,,4,1.0,19,0,2,7,6.6,0,0,0,,346,2022-11-27,岡山県,ジップアリーナ岡山,1000,14:00,15:46,1:46,田野昭彦,本間明,小松剛,真鍋美也子,トヨタ車体クインシーズ,岡山シーガルズ
6,,山形理沙子,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,346,2022-11-27,岡山県,ジップアリーナ岡山,1000,14:00,15:46,1:46,田野昭彦,本間明,小松剛,真鍋美也子,トヨタ車体クインシーズ,岡山シーガルズ
7,,舟根綾菜,4,□,□,□,□,,0,0,0,,,0,0,0,,0,,7,0,0,4,14.3,0,0,0,,346,2022-11-27,岡山県,ジップアリーナ岡山,1000,14:00,15:46,1:46,田野昭彦,本間明,小松剛,真鍋美也子,トヨタ車体クインシーズ,岡山シーガルズ
8,,黒須咲良,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,346,2022-11-27,岡山県,ジップアリーナ岡山,1000,14:00,15:46,1:46,田野昭彦,本間明,小松剛,真鍋美也子,トヨタ車体クインシーズ,岡山シーガルズ
9,,カッティーノダニエル,4,■,■,■,■,,57,31,5,54.4,7.75,17,9,2,52.9,4,1.0,10,0,2,3,2.5,0,0,0,,346,2022-11-27,岡山県,ジップアリーナ岡山,1000,14:00,15:46,1:46,田野昭彦,本間明,小松剛,真鍋美也子,トヨタ車体クインシーズ,岡山シーガルズ
10,,熊井風音,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,346,2022-11-27,岡山県,ジップアリーナ岡山,1000,14:00,15:46,1:46,田野昭彦,本間明,小松剛,真鍋美也子,トヨタ車体クインシーズ,岡山シーガルズ
12,,加地春花,1,■,,,,,1,0,0,0.0,,0,0,0,,0,,1,0,0,0,0.0,0,0,0,,346,2022-11-27,岡山県,ジップアリーナ岡山,1000,14:00,15:46,1:46,田野昭彦,本間明,小松剛,真鍋美也子,トヨタ車体クインシーズ,岡山シーガルズ
13,L,立石優華,4,●,●,●,●,,0,0,0,,,0,0,0,,0,,0,0,0,0,,20,7,9,57.5,346,2022-11-27,岡山県,ジップアリーナ岡山,1000,14:00,15:46,1:46,田野昭彦,本間明,小松剛,真鍋美也子,トヨタ車体クインシーズ,岡山シーガルズ
16,,大川愛海,4,■,■,■,■,,42,21,2,50.0,5.25,2,2,0,100.0,2,0.5,13,1,1,7,19.2,33,10,14,51.5,346,2022-11-27,岡山県,ジップアリーナ岡山,1000,14:00,15:46,1:46,田野昭彦,本間明,小松剛,真鍋美也子,トヨタ車体クインシーズ,岡山シーガルズ
17,,藪田美穂子,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,346,2022-11-27,岡山県,ジップアリーナ岡山,1000,14:00,15:46,1:46,田野昭彦,本間明,小松剛,真鍋美也子,トヨタ車体クインシーズ,岡山シーガルズ
18,,山上有紀,4,□,■,■,■,,2,0,0,0.0,,0,0,0,,0,,17,0,0,5,7.4,0,0,0,,346,2022-11-27,岡山県,ジップアリーナ岡山,1000,14:00,15:46,1:46,田野昭彦,本間明,小松剛,真鍋美也子,トヨタ車体クインシーズ,岡山シーガルズ
19,,杉原若葉,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,346,2022-11-27,岡山県,ジップアリーナ岡山,1000,14:00,15:46,1:46,田野昭彦,本間明,小松剛,真鍋美也子,トヨタ車体クインシーズ,岡山シーガルズ
20,,バムルンスックハッタヤ,4,■,■,■,■,,16,5,0,31.2,1.25,0,0,0,,1,0.25,10,1,0,3,17.5,0,0,0,,346,2022-11-27,岡山県,ジップアリーナ岡山,1000,14:00,15:46,1:46,田野昭彦,本間明,小松剛,真鍋美也子,トヨタ車体クインシーズ,岡山シーガルズ
1,,長岡望悠,4,□,□,□,□,,10,7,1,70.0,1.75,1,1,0,100.0,1,0.25,11,0,0,1,2.3,0,0,0,,341,2022-11-26,宮崎県,宮崎市総合体育館,1120,14:00,16:06,2:06,勝又正,服部篤史,黒岩健,永野宗敏,久光スプリングス,東レアローズ
2,,井上美咲,4,□,□,□,□,,0,0,0,,,0,0,0,,0,,6,0,1,0,-4.2,0,0,0,,341,2022-11-26,宮崎県,宮崎市総合体育館,1120,14:00,16:06,2:06,勝又正,服部篤史,黒岩健,永野宗敏,久光スプリングス,東レアローズ
3,,中川美柚,1,,,,□,,0,0,0,,,0,0,0,,0,,1,0,1,0,-25.0,0,0,0,,341,2022-11-26,宮崎県,宮崎市総合体育館,1120,14:00,16:06,2:06,勝又正,服部篤史,黒岩健,永野宗敏,久光スプリングス,東レアローズ
6,,石井優希,1,,,,□,,9,3,0,33.3,3.0,1,0,0,0.0,1,1.0,5,1,0,0,20.0,10,6,2,70.0,341,2022-11-26,宮崎県,宮崎市総合体育館,1120,14:00,16:06,2:06,勝又正,服部篤史,黒岩健,永野宗敏,久光スプリングス,東レアローズ
7,,ファンヘッケリセ,4,■,■,■,■,,31,10,4,32.3,2.5,3,1,0,33.3,0,,9,0,1,1,0.0,0,0,0,,341,2022-11-26,宮崎県,宮崎市総合体育館,1120,14:00,16:06,2:06,勝又正,服部篤史,黒岩健,永野宗敏,久光スプリングス,東レアローズ
8,,平山詩嫣,4,■,■,■,■,,11,2,3,18.2,0.5,0,0,0,,1,0.25,14,1,1,6,16.1,0,0,0,,341,2022-11-26,宮崎県,宮崎市総合体育館,1120,14:00,16:06,2:06,勝又正,服部篤史,黒岩健,永野宗敏,久光スプリングス,東レアローズ
10,,大竹里歩,4,■,■,■,■,,9,6,0,66.7,1.5,0,0,0,,1,0.25,8,0,1,2,3.1,1,1,0,100.0,341,2022-11-26,宮崎県,宮崎市総合体育館,1120,14:00,16:06,2:06,勝又正,服部篤史,黒岩健,永野宗敏,久光スプリングス,東レアローズ
11,,栄絵里香,4,■,■,■,■,,0,0,0,,,0,0,0,,0,,8,0,0,3,9.4,0,0,0,,341,2022-11-26,宮崎県,宮崎市総合体育館,1120,14:00,16:06,2:06,勝又正,服部篤史,黒岩健,永野宗敏,久光スプリングス,東レアローズ
15,L,池谷優佳,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,341,2022-11-26,宮崎県,宮崎市総合体育館,1120,14:00,16:06,2:06,勝又正,服部篤史,黒岩健,永野宗敏,久光スプリングス,東レアローズ
18,L,戸江真奈,4,●,●,●,●,,0,0,0,,,0,0,0,,0,,0,0,0,0,,10,5,3,65.0,341,2022-11-26,宮崎県,宮崎市総合体育館,1120,14:00,16:06,2:06,勝又正,服部篤史,黒岩健,永野宗敏,久光スプリングス,東レアローズ
21,,中島咲愛,4,■,■,■,■,,42,18,1,42.9,4.5,0,0,0,,0,,14,1,1,1,7.1,22,11,6,63.6,341,2022-11-26,宮崎県,宮崎市総合体育館,1120,14:00,16:06,2:06,勝又正,服部篤史,黒岩健,永野宗敏,久光スプリングス,東レアローズ
22,,深澤めぐみ,4,■,■,■,■,,30,12,2,40.0,3.0,1,0,1,0.0,1,0.25,14,0,3,6,5.4,31,9,12,48.4,341,2022-11-26,宮崎県,宮崎市総合体育館,1120,14:00,16:06,2:06,勝又正,服部篤史,黒岩健,永野宗敏,久光スプリングス,東レアローズ
23,,吉武美佳,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,341,2022-11-26,宮崎県,宮崎市総合体育館,1120,14:00,16:06,2:06,勝又正,服部篤史,黒岩健,永野宗敏,久光スプリングス,東レアローズ
24,,西村弥菜美,3,□,□,□,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,6,3,1,58.3,341,2022-11-26,宮崎県,宮崎市総合体育館,1120,14:00,16:06,2:06,勝又正,服部篤史,黒岩健,永野宗敏,久光スプリングス,東レアローズ
1,,井上奈々朱,2,,,□,□,,1,0,0,0.0,,0,0,0,,0,,0,0,0,0,,0,0,0,,341,2022-11-26,宮崎県,宮崎市総合体育館,1120,14:00,16:06,2:06,勝又正,服部篤史,黒岩健,永野宗敏,東レアローズ,久光スプリングス
2,,中田紫乃,4,□,□,□,□,,7,3,1,42.9,0.75,0,0,0,,0,,2,0,0,1,12.5,6,5,1,91.7,341,2022-11-26,宮崎県,宮崎市総合体育館,1120,14:00,16:06,2:06,勝又正,服部篤史,黒岩健,永野宗敏,東レアローズ,久光スプリングス
3,L,中島未来,4,●,●,●,●,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,341,2022-11-26,宮崎県,宮崎市総合体育館,1120,14:00,16:06,2:06,勝又正,服部篤史,黒岩健,永野宗敏,東レアローズ,久光スプリングス
4,,小川愛里奈,4,■,■,■,■,,17,7,0,41.2,1.75,0,0,0,,0,,13,1,2,1,5.8,0,0,0,,341,2022-11-26,宮崎県,宮崎市総合体育館,1120,14:00,16:06,2:06,勝又正,服部篤史,黒岩健,永野宗敏,東レアローズ,久光スプリングス
5,,黒後愛,1,,□,,,,0,0,0,,,0,0,0,,0,,1,0,0,0,0.0,0,0,0,,341,2022-11-26,宮崎県,宮崎市総合体育館,1120,14:00,16:06,2:06,勝又正,服部篤史,黒岩健,永野宗敏,東レアローズ,久光スプリングス
6,,関菜々巳,4,■,■,■,■,,1,0,0,0.0,,0,0,0,,0,,11,1,2,1,6.8,0,0,0,,341,2022-11-26,宮崎県,宮崎市総合体育館,1120,14:00,16:06,2:06,勝又正,服部篤史,黒岩健,永野宗敏,東レアローズ,久光スプリングス
7,,クランヤナ,4,■,■,■,■,,49,26,0,53.1,6.5,9,6,0,66.7,1,0.25,14,1,0,5,16.1,0,0,0,,341,2022-11-26,宮崎県,宮崎市総合体育館,1120,14:00,16:06,2:06,勝又正,服部篤史,黒岩健,永野宗敏,東レアローズ,久光スプリングス
8,,真鍋くるみ,3,□,□,□,,,0,0,0,,,0,0,0,,0,,5,0,0,2,10.0,0,0,0,,341,2022-11-26,宮崎県,宮崎市総合体育館,1120,14:00,16:06,2:06,勝又正,服部篤史,黒岩健,永野宗敏,東レアローズ,久光スプリングス
9,L,水杉玲奈,4,〇,〇,〇,〇,,0,0,0,,,0,0,0,,0,,0,0,0,0,,29,17,6,69.0,341,2022-11-26,宮崎県,宮崎市総合体育館,1120,14:00,16:06,2:06,勝又正,服部篤史,黒岩健,永野宗敏,東レアローズ,久光スプリングス
10,,石川真佑,4,■,■,■,■,,44,18,3,40.9,4.5,5,3,0,60.0,0,,13,1,3,2,5.8,19,11,1,60.5,341,2022-11-26,宮崎県,宮崎市総合体育館,1120,14:00,16:06,2:06,勝又正,服部篤史,黒岩健,永野宗敏,東レアローズ,久光スプリングス
11,,野呂加南子,1,□,,,,,3,1,1,33.3,1.0,0,0,0,,0,,1,0,0,0,0.0,2,0,1,25.0,341,2022-11-26,宮崎県,宮崎市総合体育館,1120,14:00,16:06,2:06,勝又正,服部篤史,黒岩健,永野宗敏,東レアローズ,久光スプリングス
12,,大崎琴未,4,■,■,■,■,,9,5,1,55.6,1.25,0,0,0,,0,,19,0,2,3,1.3,1,1,0,100.0,341,2022-11-26,宮崎県,宮崎市総合体育館,1120,14:00,16:06,2:06,勝又正,服部篤史,黒岩健,永野宗敏,東レアローズ,久光スプリングス
14,,西川吉野,4,■,■,■,■,,21,6,0,28.6,1.5,0,0,0,,0,,14,1,3,2,5.4,24,10,5,52.1,341,2022-11-26,宮崎県,宮崎市総合体育館,1120,14:00,16:06,2:06,勝又正,服部篤史,黒岩健,永野宗敏,東レアローズ,久光スプリングス
16,,深澤つぐみ,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,341,2022-11-26,宮崎県,宮崎市総合体育館,1120,14:00,16:06,2:06,勝又正,服部篤史,黒岩健,永野宗敏,東レアローズ,久光スプリングス
1,,長岡望悠,5,■,■,■,■,■,34,19,0,55.9,3.8,8,3,0,37.5,2,0.4,15,0,2,1,-1.7,0,0,0,,347,2022-11-27,宮崎県,宮崎市総合体育館,1080,13:00,15:19,2:19,勝又正,戸川太輔,服部篤史,松田さゆり,久光スプリングス,東レアローズ
2,,井上美咲,5,■,■,■,■,■,3,1,0,33.3,0.2,0,0,0,,3,0.6,19,0,0,8,10.5,0,0,0,,347,2022-11-27,宮崎県,宮崎市総合体育館,1080,13:00,15:19,2:19,勝又正,戸川太輔,服部篤史,松田さゆり,久光スプリングス,東レアローズ
3,,中川美柚,2,,,□,□,,4,0,0,0.0,,0,0,0,,0,,6,0,0,4,16.7,4,2,0,50.0,347,2022-11-27,宮崎県,宮崎市総合体育館,1080,13:00,15:19,2:19,勝又正,戸川太輔,服部篤史,松田さゆり,久光スプリングス,東レアローズ
6,,石井優希,5,■,■,■,■,■,46,16,1,34.8,3.2,3,2,0,66.7,0,,14,0,2,4,3.6,29,13,11,63.8,347,2022-11-27,宮崎県,宮崎市総合体育館,1080,13:00,15:19,2:19,勝又正,戸川太輔,服部篤史,松田さゆり,久光スプリングス,東レアローズ
7,,ファンヘッケリセ,4,□,□,□,,□,9,5,0,55.6,1.25,1,0,0,0.0,0,,1,0,0,0,0.0,0,0,0,,347,2022-11-27,宮崎県,宮崎市総合体育館,1080,13:00,15:19,2:19,勝又正,戸川太輔,服部篤史,松田さゆり,久光スプリングス,東レアローズ
8,,平山詩嫣,5,■,■,■,■,■,14,5,0,35.7,1.0,0,0,0,,0,,18,2,1,3,13.9,1,0,1,50.0,347,2022-11-27,宮崎県,宮崎市総合体育館,1080,13:00,15:19,2:19,勝又正,戸川太輔,服部篤史,松田さゆり,久光スプリングス,東レアローズ
10,,大竹里歩,5,■,■,■,■,■,18,6,0,33.3,1.2,0,0,0,,3,0.6,7,0,0,2,7.1,1,1,0,100.0,347,2022-11-27,宮崎県,宮崎市総合体育館,1080,13:00,15:19,2:19,勝又正,戸川太輔,服部篤史,松田さゆり,久光スプリングス,東レアローズ
11,,栄絵里香,3,□,□,□,,,0,0,0,,,0,0,0,,0,,2,1,0,0,50.0,0,0,0,,347,2022-11-27,宮崎県,宮崎市総合体育館,1080,13:00,15:19,2:19,勝又正,戸川太輔,服部篤史,松田さゆり,久光スプリングス,東レアローズ
15,L,池谷優佳,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,347,2022-11-27,宮崎県,宮崎市総合体育館,1080,13:00,15:19,2:19,勝又正,戸川太輔,服部篤史,松田さゆり,久光スプリングス,東レアローズ
18,L,戸江真奈,5,●,●,●,●,●,0,0,0,,,0,0,0,,0,,0,0,0,0,,23,11,4,56.5,347,2022-11-27,宮崎県,宮崎市総合体育館,1080,13:00,15:19,2:19,勝又正,戸川太輔,服部篤史,松田さゆり,久光スプリングス,東レアローズ
21,,中島咲愛,3,■,■,■,,,27,7,0,25.9,2.33,1,0,0,0.0,0,,7,0,1,2,3.6,20,4,5,32.5,347,2022-11-27,宮崎県,宮崎市総合体育館,1080,13:00,15:19,2:19,勝又正,戸川太輔,服部篤史,松田さゆり,久光スプリングス,東レアローズ
22,,深澤めぐみ,3,,,□,■,■,23,9,0,39.1,3.0,0,0,0,,1,0.33,4,0,0,2,12.5,10,3,2,40.0,347,2022-11-27,宮崎県,宮崎市総合体育館,1080,13:00,15:19,2:19,勝又正,戸川太輔,服部篤史,松田さゆり,久光スプリングス,東レアローズ
23,,吉武美佳,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,347,2022-11-27,宮崎県,宮崎市総合体育館,1080,13:00,15:19,2:19,勝又正,戸川太輔,服部篤史,松田さゆり,久光スプリングス,東レアローズ
24,,西村弥菜美,4,□,□,,□,□,0,0,0,,,0,0,0,,0,,5,1,0,2,30.0,3,1,1,50.0,347,2022-11-27,宮崎県,宮崎市総合体育館,1080,13:00,15:19,2:19,勝又正,戸川太輔,服部篤史,松田さゆり,久光スプリングス,東レアローズ
1,,井上奈々朱,2,,□,,,■,4,1,0,25.0,0.5,0,0,0,,0,,1,0,0,0,0.0,0,0,0,,347,2022-11-27,宮崎県,宮崎市総合体育館,1080,13:00,15:19,2:19,勝又正,戸川太輔,服部篤史,松田さゆり,東レアローズ,久光スプリングス
2,,中田紫乃,4,□,,□,□,□,6,1,1,16.7,0.25,0,0,0,,0,,3,0,0,1,8.3,7,3,2,57.1,347,2022-11-27,宮崎県,宮崎市総合体育館,1080,13:00,15:19,2:19,勝又正,戸川太輔,服部篤史,松田さゆり,東レアローズ,久光スプリングス
3,L,中島未来,5,●,●,●,●,●,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,347,2022-11-27,宮崎県,宮崎市総合体育館,1080,13:00,15:19,2:19,勝又正,戸川太輔,服部篤史,松田さゆり,東レアローズ,久光スプリングス
4,,小川愛里奈,5,■,■,■,■,■,23,13,0,56.5,2.6,0,0,0,,0,,11,0,2,2,0.0,1,1,0,100.0,347,2022-11-27,宮崎県,宮崎市総合体育館,1080,13:00,15:19,2:19,勝又正,戸川太輔,服部篤史,松田さゆり,東レアローズ,久光スプリングス
5,,黒後愛,2,,□,,,□,0,0,0,,,0,0,0,,0,,5,0,0,2,10.0,1,0,0,0.0,347,2022-11-27,宮崎県,宮崎市総合体育館,1080,13:00,15:19,2:19,勝又正,戸川太輔,服部篤史,松田さゆり,東レアローズ,久光スプリングス
6,,関菜々巳,5,■,■,■,■,■,7,4,1,57.1,0.8,0,0,0,,0,,10,0,0,2,5.0,0,0,0,,347,2022-11-27,宮崎県,宮崎市総合体育館,1080,13:00,15:19,2:19,勝又正,戸川太輔,服部篤史,松田さゆり,東レアローズ,久光スプリングス
7,,クランヤナ,5,■,■,■,■,■,54,20,1,37.0,4.0,14,8,0,57.1,0,,28,1,0,12,14.3,1,0,0,0.0,347,2022-11-27,宮崎県,宮崎市総合体育館,1080,13:00,15:19,2:19,勝又正,戸川太輔,服部篤史,松田さゆり,東レアローズ,久光スプリングス
8,,真鍋くるみ,3,□,,□,□,,0,0,0,,,0,0,0,,0,,4,0,1,2,6.2,0,0,0,,347,2022-11-27,宮崎県,宮崎市総合体育館,1080,13:00,15:19,2:19,勝又正,戸川太輔,服部篤史,松田さゆり,東レアローズ,久光スプリングス
9,L,水杉玲奈,5,〇,〇,〇,〇,〇,0,0,0,,,0,0,0,,0,,0,0,0,0,,33,13,10,54.5,347,2022-11-27,宮崎県,宮崎市総合体育館,1080,13:00,15:19,2:19,勝又正,戸川太輔,服部篤史,松田さゆり,東レアローズ,久光スプリングス
10,,石川真佑,5,■,■,■,■,■,41,14,4,34.1,2.8,3,2,0,66.7,2,0.4,15,4,1,4,31.7,17,10,2,64.7,347,2022-11-27,宮崎県,宮崎市総合体育館,1080,13:00,15:19,2:19,勝又正,戸川太輔,服部篤史,松田さゆり,東レアローズ,久光スプリングス
11,,野呂加南子,1,,,,□,,5,3,0,60.0,3.0,0,0,0,,0,,2,0,0,1,12.5,8,5,0,62.5,347,2022-11-27,宮崎県,宮崎市総合体育館,1080,13:00,15:19,2:19,勝又正,戸川太輔,服部篤史,松田さゆり,東レアローズ,久光スプリングス
12,,大崎琴未,4,■,■,■,■,,12,5,0,41.7,1.25,0,0,0,,2,0.5,11,0,2,1,-2.3,0,0,0,,347,2022-11-27,宮崎県,宮崎市総合体育館,1080,13:00,15:19,2:19,勝又正,戸川太輔,服部篤史,松田さゆり,東レアローズ,久光スプリングス
14,,西川吉野,5,■,■,■,■,■,22,10,2,45.5,2.0,3,1,0,33.3,0,,10,1,0,2,15.0,23,7,7,45.7,347,2022-11-27,宮崎県,宮崎市総合体育館,1080,13:00,15:19,2:19,勝又正,戸川太輔,服部篤史,松田さゆり,東レアローズ,久光スプリングス
16,,深澤つぐみ,2,,,□,□,,9,5,0,55.6,2.5,2,2,0,100.0,0,,0,0,0,0,,0,0,0,,347,2022-11-27,宮崎県,宮崎市総合体育館,1080,13:00,15:19,2:19,勝又正,戸川太輔,服部篤史,松田さゆり,東レアローズ,久光スプリングス
1,,西川有喜,3,■,■,■,,,23,11,0,47.8,3.67,5,2,0,40.0,0,,9,0,2,2,0.0,20,4,11,47.5,342,2022-11-26,岡山県,ジップアリーナ岡山,650,11:00,12:12,1:12,田野昭彦,本間明,小松剛,大西英和,JTマーヴェラス,KUROBEアクアフェアリーズ
2,,林琴奈,2,□,□,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,342,2022-11-26,岡山県,ジップアリーナ岡山,650,11:00,12:12,1:12,田野昭彦,本間明,小松剛,大西英和,JTマーヴェラス,KUROBEアクアフェアリーズ
3,,塩出仁美,3,□,□,□,,,0,0,0,,,0,0,0,,0,,9,0,0,0,0.0,0,0,0,,342,2022-11-26,岡山県,ジップアリーナ岡山,650,11:00,12:12,1:12,田野昭彦,本間明,小松剛,大西英和,JTマーヴェラス,KUROBEアクアフェアリーズ
4,,橘井友香,3,□,□,□,,,8,6,0,75.0,2.0,0,0,0,,1,0.33,3,0,1,1,0.0,0,0,0,,342,2022-11-26,岡山県,ジップアリーナ岡山,650,11:00,12:12,1:12,田野昭彦,本間明,小松剛,大西英和,JTマーヴェラス,KUROBEアクアフェアリーズ
5,,和田由紀子,3,■,■,■,,,14,7,1,50.0,2.33,4,3,0,75.0,1,0.33,3,0,2,0,-16.7,0,0,0,,342,2022-11-26,岡山県,ジップアリーナ岡山,650,11:00,12:12,1:12,田野昭彦,本間明,小松剛,大西英和,JTマーヴェラス,KUROBEアクアフェアリーズ
6,,田中瑞稀,3,■,■,■,,,19,10,0,52.6,3.33,6,4,0,66.7,2,0.67,9,0,2,3,2.8,10,6,1,65.0,342,2022-11-26,岡山県,ジップアリーナ岡山,650,11:00,12:12,1:12,田野昭彦,本間明,小松剛,大西英和,JTマーヴェラス,KUROBEアクアフェアリーズ
7,,ヌクジャンタットダオ,3,■,■,■,,,11,6,0,54.5,2.0,0,0,0,,1,0.33,16,0,0,6,9.4,2,2,0,100.0,342,2022-11-26,岡山県,ジップアリーナ岡山,650,11:00,12:12,1:12,田野昭彦,本間明,小松剛,大西英和,JTマーヴェラス,KUROBEアクアフェアリーズ
8,,籾井あき,3,■,■,■,,,1,1,0,100.0,0.33,0,0,0,,0,,9,0,0,0,0.0,0,0,0,,342,2022-11-26,岡山県,ジップアリーナ岡山,650,11:00,12:12,1:12,田野昭彦,本間明,小松剛,大西英和,JTマーヴェラス,KUROBEアクアフェアリーズ
9,,榊原菜那,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,342,2022-11-26,岡山県,ジップアリーナ岡山,650,11:00,12:12,1:12,田野昭彦,本間明,小松剛,大西英和,JTマーヴェラス,KUROBEアクアフェアリーズ
10,,西崎愛菜,1,,,□,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,342,2022-11-26,岡山県,ジップアリーナ岡山,650,11:00,12:12,1:12,田野昭彦,本間明,小松剛,大西英和,JTマーヴェラス,KUROBEアクアフェアリーズ
11,L,目黒優佳,3,●,●,●,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,8,3,2,50.0,342,2022-11-26,岡山県,ジップアリーナ岡山,650,11:00,12:12,1:12,田野昭彦,本間明,小松剛,大西英和,JTマーヴェラス,KUROBEアクアフェアリーズ
12,,東美奈,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,342,2022-11-26,岡山県,ジップアリーナ岡山,650,11:00,12:12,1:12,田野昭彦,本間明,小松剛,大西英和,JTマーヴェラス,KUROBEアクアフェアリーズ
14,,高橋茉莉奈,3,■,■,■,,,7,3,1,42.9,1.0,0,0,0,,0,,16,0,1,0,-1.6,1,1,0,100.0,342,2022-11-26,岡山県,ジップアリーナ岡山,650,11:00,12:12,1:12,田野昭彦,本間明,小松剛,大西英和,JTマーヴェラス,KUROBEアクアフェアリーズ
25,,ロウカースタ,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,342,2022-11-26,岡山県,ジップアリーナ岡山,650,11:00,12:12,1:12,田野昭彦,本間明,小松剛,大西英和,JTマーヴェラス,KUROBEアクアフェアリーズ
3,,高橋愛未,3,■,■,■,,,17,4,2,23.5,1.33,3,1,1,33.3,0,,6,0,0,2,8.3,6,2,3,58.3,342,2022-11-26,岡山県,ジップアリーナ岡山,650,11:00,12:12,1:12,田野昭彦,本間明,小松剛,大西英和,KUROBEアクアフェアリーズ,JTマーヴェラス
4,,イヴェギントゥーバ,2,■,,□,,,15,3,1,20.0,1.5,3,0,1,0.0,1,0.5,3,0,0,0,0.0,4,1,1,37.5,342,2022-11-26,岡山県,ジップアリーナ岡山,650,11:00,12:12,1:12,田野昭彦,本間明,小松剛,大西英和,KUROBEアクアフェアリーズ,JTマーヴェラス
5,,菊池杏菜,3,□,■,■,,,0,0,0,,,0,0,0,,0,,6,0,0,0,0.0,0,0,0,,342,2022-11-26,岡山県,ジップアリーナ岡山,650,11:00,12:12,1:12,田野昭彦,本間明,小松剛,大西英和,KUROBEアクアフェアリーズ,JTマーヴェラス
