,Player,Month,No.,Set,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,GameId,Spectators,AEff%,BAEff%
382,谷口渉,11,20,9,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,9,2,2,33.3,556,6198,,
383,谷口渉,12,10,7,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,6,2,2,50.0,323,3297,,
384,赤星伸城,10,88,12,0,0,0,,0.0,0,0,0,,0,0.0,17,1,2,4,8.8,0,0,0,,442,5898,,
385,赤星伸城,11,176,25,0,0,0,,0.0,0,0,0,,0,0.0,35,0,4,13,6.4,0,0,0,,1121,7781,,
386,赤星伸城,12,44,9,0,0,0,,0.0,0,0,0,,0,0.0,10,0,0,2,5.0,0,0,0,,325,1950,,
387,近裕崇,10,24,6,5,2,0,40.0,0.33,0,0,0,,2,0.08,18,0,0,4,5.6,3,3,0,100.0,434,12823,40.0,
388,近裕崇,11,36,12,0,0,0,,0.0,0,0,0,,0,0.0,21,0,2,5,3.6,0,0,0,,836,6560,,
389,近裕崇,12,12,6,1,0,0,0.0,0.0,0,0,0,,0,0.0,9,0,1,4,8.3,1,0,0,0.0,327,3348,0.0,
390,迫田郭志,10,36,14,96,47,4,49.0,3.36,10,4,2,40.0,4,0.08,66,4,12,28,12.1,88,36,31,58.5,442,5898,44.8,20.0
391,迫田郭志,11,72,22,123,59,7,48.0,2.68,9,6,1,66.7,6,0.09,83,3,22,28,5.4,111,49,29,57.2,1121,7781,42.3,55.6
392,迫田郭志,12,18,9,20,8,3,40.0,0.89,1,1,0,100.0,0,0.0,20,1,5,3,2.5,24,7,5,39.6,325,1950,25.0,100.0
393,道井淳平,11,72,3,0,0,0,,0.0,0,0,0,,0,0.0,4,0,1,1,0.0,0,0,0,,573,7906,,
394,道井淳平,12,36,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,331,2450,,
395,都築仁,10,80,8,59,28,5,47.5,3.5,16,8,1,50.0,0,0.0,19,0,6,3,-3.9,2,0,1,25.0,440,10165,39.0,43.8
396,都築仁,11,120,18,128,60,8,46.9,3.33,40,17,4,42.5,1,0.01,58,3,17,11,2.6,2,2,0,100.0,807,12867,40.6,32.5
397,酒井啓輔,10,16,14,1,0,0,0.0,0.0,0,0,0,,0,0.0,24,1,4,2,2.1,1,0,0,0.0,444,4605,0.0,
398,酒井啓輔,11,32,28,5,3,0,60.0,0.11,0,0,0,,5,0.05,105,4,3,12,6.0,1,0,0,0.0,1123,8601,60.0,
399,酒井啓輔,12,8,9,3,2,0,66.7,0.22,0,0,0,,2,0.05,23,0,0,3,3.3,1,0,0,0.0,325,1950,66.7,
400,重留日向,10,44,8,7,3,2,42.9,0.38,3,3,0,100.0,1,0.06,2,0,0,1,12.5,1,1,0,100.0,442,5898,14.3,100.0
401,重留日向,11,88,20,22,11,2,50.0,0.55,5,4,0,80.0,3,0.06,9,0,3,1,-5.6,1,0,0,0.0,1121,7781,40.9,80.0
402,重留日向,12,22,3,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,0,0,0,,325,1950,,
403,野瀬将平,10,6,1,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,2,0,0,0.0,227,7720,,
404,野瀬将平,11,6,2,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,0,0,0,,277,2936,,
405,金丸晃大,10,8,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,440,10165,,
406,金丸晃大,11,12,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,807,12867,,
407,金子聖輝,10,68,11,2,0,0,0.0,0.0,1,0,0,0.0,1,0.03,20,2,3,4,11.2,0,0,0,,450,5270,0.0,0.0
408,金子聖輝,11,136,15,4,2,1,50.0,0.13,0,0,0,,2,0.04,31,1,6,6,3.2,2,0,1,25.0,1125,8766,25.0,
409,金子聖輝,12,34,7,1,0,0,0.0,0.0,0,0,0,,1,0.05,1,0,0,0,0.0,0,0,0,,323,3297,0.0,
410,鈴木祐貴,11,11,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,136,2380,,
411,鍬田憲伸,10,88,6,4,1,1,25.0,0.17,1,0,1,0.0,0,0.0,10,1,4,2,5.0,4,0,1,12.5,442,3455,0.0,-100.0
412,鍬田憲伸,11,176,13,35,19,1,54.3,1.46,10,6,1,60.0,1,0.03,30,1,6,15,10.8,39,16,14,59.0,1123,12425,51.4,50.0
413,鍬田憲伸,12,44,6,33,19,3,57.6,3.17,7,3,1,42.9,1,0.06,24,1,2,13,15.6,13,5,3,50.0,329,1588,48.5,28.6
414,長友優磨,10,16,5,38,15,2,39.5,3.0,11,5,0,45.5,0,0.0,9,0,2,0,-5.6,1,1,0,100.0,438,12076,34.2,45.5
415,長友優磨,11,8,4,0,0,0,,0.0,0,0,0,,0,0.0,7,1,3,0,3.6,0,0,0,,305,2692,,
416,長友優磨,12,8,5,0,0,0,,0.0,0,0,0,,0,0.0,11,1,1,2,11.4,0,0,0,,323,3297,,
417,長田翼,10,48,1,0,0,0,,0.0,0,0,0,,0,0.0,1,0,0,0,0.0,0,0,0,,215,3590,,
418,関田誠大,10,48,13,2,2,0,100.0,0.15,0,0,0,,1,0.03,45,1,8,10,3.3,1,0,0,0.0,440,10165,100.0,
419,関田誠大,11,96,22,2,1,0,50.0,0.05,0,0,0,,4,0.04,71,3,7,15,7.0,0,0,0,,1112,15559,50.0,
420,関田誠大,12,24,6,3,1,0,33.3,0.17,0,0,0,,1,0.06,23,1,0,5,9.8,0,0,0,,331,2450,33.3,
421,阿部大樹,10,80,9,0,0,0,,0.0,0,0,0,,1,0.04,23,0,3,2,-1.1,1,0,0,0.0,450,5270,,
422,阿部大樹,11,140,17,2,1,1,50.0,0.06,0,0,0,,2,0.03,46,0,2,6,2.2,0,0,0,,1001,8122,0.0,
423,陳龍海,10,12,12,27,17,0,63.0,1.42,0,0,0,,4,0.1,33,0,0,5,3.8,7,5,1,78.6,440,10165,63.0,
424,陳龍海,11,24,28,54,34,2,63.0,1.21,0,0,0,,8,0.08,62,1,7,10,2.8,4,2,2,75.0,1112,15559,59.3,
425,陳龍海,12,6,6,15,10,1,66.7,1.67,0,0,0,,2,0.11,20,1,2,5,8.8,1,1,0,100.0,331,2450,60.0,
426,難波尭弘,10,4,9,16,10,1,62.5,1.11,0,0,0,,2,0.06,20,0,3,4,1.2,2,0,1,25.0,444,4605,56.2,
427,難波尭弘,11,8,18,12,5,1,41.7,0.28,0,0,0,,1,0.03,30,0,2,6,3.3,0,0,0,,1123,8601,33.3,
428,難波尭弘,12,2,5,10,5,0,50.0,1.0,0,0,0,,0,0.0,14,1,2,0,3.6,3,2,0,66.7,325,1950,50.0,
429,高梨健太,10,36,13,67,33,5,49.3,2.54,14,6,3,42.9,2,0.05,62,0,9,15,2.4,65,35,10,61.5,434,12823,41.8,21.4
430,高梨健太,11,72,25,159,78,11,49.1,3.12,30,16,5,53.3,7,0.09,112,7,17,32,9.6,143,77,23,61.9,1108,9563,42.1,36.7
431,高梨健太,12,9,1,3,0,0,0.0,0.0,1,0,0,0.0,0,0.0,2,0,0,1,12.5,3,2,1,83.3,161,1624,0.0,0.0
432,高橋健太郎,10,8,10,16,8,3,50.0,0.8,0,0,0,,6,0.22,17,1,2,1,4.4,2,0,1,25.0,444,4605,31.2,
433,高橋健太郎,11,16,17,38,22,2,57.9,1.29,0,0,0,,17,0.3,44,0,5,4,-0.6,3,1,1,50.0,1123,8601,52.6,
434,高橋健太郎,12,4,6,5,2,0,40.0,0.33,0,0,0,,0,0.0,15,0,1,4,5.0,0,0,0,,325,1950,40.0,
435,高橋和幸,10,84,10,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,0,0,0,,440,10165,,
436,高橋和幸,11,168,33,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,0,0,0,,1112,15559,,
437,高橋和幸,12,42,6,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,0,0,0,,331,2450,,
438,高橋塁,10,42,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,229,1400,,
439,高橋塁,11,84,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,524,5556,,
440,高橋塁,12,42,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,329,1588,,
441,高橋良,11,76,1,0,0,0,,0.0,0,0,0,,0,0.0,1,0,1,0,-25.0,0,0,0,,513,4313,,
442,高橋良,12,38,6,21,5,1,23.8,0.83,2,1,0,50.0,2,0.08,18,1,4,8,11.1,24,9,5,47.9,327,3348,19.0,50.0
443,高野直哉,10,16,7,36,20,2,55.6,2.86,0,0,0,,4,0.18,25,0,4,4,0.0,43,16,11,50.0,442,5898,50.0,
444,高野直哉,11,32,12,64,36,3,56.2,3.0,3,2,0,66.7,2,0.1,36,2,11,4,0.7,72,37,10,58.3,1121,7781,51.6,66.7
445,高野直哉,12,8,6,32,17,3,53.1,2.83,0,0,0,,0,0.0,11,0,4,2,-4.5,33,11,9,47.0,325,1950,43.8,
446,鳥飼亜斗夢,12,8,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,329,1588,,
447,鵜野幸也,10,92,8,0,0,0,,0.0,0,0,0,,0,0.0,10,0,1,2,2.5,0,0,0,,442,5898,,
448,鵜野幸也,11,69,4,0,0,0,,0.0,0,0,0,,0,0.0,4,0,1,0,-6.2,0,0,0,,455,3821,,
449,鵜野幸也,12,46,5,0,0,0,,0.0,0,0,0,,0,0.0,6,0,0,1,4.2,0,0,0,,325,1950,,
