Team,GetSet,GetPoint,1SetPoint,2SetPoint,3SetPoint,4SetPoint,5SetPoint,TotalPoint,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,TF,OpE,OpTeam,LostSet,LostPoint,Op1SetPoint,Op2SetPoint,Op3SetPoint,Op4SetPoint,Op5SetPoint,OpTotalPoint,OpAA,OpAP,OpAE,OpASucc%,OpAP/S,OpBAA,OpBAP,OpBAE,OpBASucc%,OpBP,OpBP/S,OpSVA,OpSVP,OpSVE,OpSVx,OpSVEff%,OpRA,OpRx,OpRg,OpRSucc%,OpTF,OpOpE,GameId,Date,Place,Venue,Spectators,StartTime,EndTime,GameTime,JURY,ChiefUmpire,SubUmpire,Judge,TotalSet
ルートインホテルズブリリアントアリーズ,3,3,25,25,25,,,75.0,132.0,48.0,12.0,36.4,16.0,14.0,7.0,1.0,50.0,7.0,2.33,74.0,2.0,2.0,19.0,8.4,50.0,33.0,5.0,71.0,5.0,18,GSS東京サンビームズ,0,0,16,19,19,,,54.0,141,32,9,22.7,10.67,8,1,0,12.5,3,1.00,55,0,5,12,3.2,72,38.0,13.0,61.8,4.0,19,644,2022-10-29,長野県,上田市自然運動公園総合体育館,640.0,15:00,16:22,1:22,小林朝実,水間絵美,立花法真沙,片平知之,3
GSS東京サンビームズ,0,0,16,19,19,,,54.0,141.0,32.0,9.0,22.7,10.67,8.0,1.0,0.0,12.5,3.0,1.0,55.0,0.0,5.0,12.0,3.2,72.0,38.0,13.0,61.8,4.0,19,ルートインホテルズブリリアントアリーズ,3,3,25,25,25,,,75.0,132,48,12,36.4,16.00,14,7,1,50.0,7,2.33,74,2,2,19,8.4,50,33.0,5.0,71.0,5.0,18,644,2022-10-29,長野県,上田市自然運動公園総合体育館,640.0,15:00,16:22,1:22,小林朝実,水間絵美,立花法真沙,片平知之,3
GSS東京サンビームズ,1,0,20,27,19,19,,85.0,139.0,44.0,10.0,31.7,11.0,6.0,1.0,1.0,16.7,6.0,1.5,86.0,1.0,7.0,11.0,2.3,82.0,30.0,21.0,49.4,6.0,34,ブレス浜松,3,3,25,25,25,25,,100.0,170,70,13,41.2,17.50,23,5,6,21.7,3,0.75,99,4,17,27,6.6,79,51.0,16.0,74.7,4.0,23,647,2022-10-30,長野県,上田市自然運動公園総合体育館,360.0,12:00,13:50,1:50,小林朝実,中島俊昌,北原良太,樋口裕晃,4
ブレス浜松,3,3,25,25,25,25,,100.0,170.0,70.0,13.0,41.2,17.5,23.0,5.0,6.0,21.7,3.0,0.75,99.0,4.0,17.0,27.0,6.6,79.0,51.0,16.0,74.7,4.0,23,GSS東京サンビームズ,1,0,20,27,19,19,,85.0,139,44,10,31.7,11.00,6,1,1,16.7,6,1.50,86,1,7,11,2.3,82,30.0,21.0,49.4,6.0,34,647,2022-10-30,長野県,上田市自然運動公園総合体育館,360.0,12:00,13:50,1:50,小林朝実,中島俊昌,北原良太,樋口裕晃,4
ルートインホテルズブリリアントアリーズ,3,3,25,25,25,,,75.0,98.0,44.0,7.0,44.9,14.67,10.0,3.0,4.0,30.0,5.0,1.67,73.0,6.0,5.0,24.0,14.7,38.0,21.0,4.0,60.5,2.0,20,JAぎふリオレーナ,0,0,14,17,18,,,49.0,106,31,7,29.2,10.33,14,4,0,28.6,4,1.33,51,0,13,13,0.0,66,25.0,13.0,47.7,0.0,14,648,2022-10-30,長野県,上田市自然運動公園総合体育館,540.0,15:00,16:09,1:09,小林朝実,水間絵美,立花法真沙,橋詰清美,3
JAぎふリオレーナ,0,0,14,17,18,,,49.0,106.0,31.0,7.0,29.2,10.33,14.0,4.0,0.0,28.6,4.0,1.33,51.0,0.0,13.0,13.0,0.0,66.0,25.0,13.0,47.7,0.0,14,ルートインホテルズブリリアントアリーズ,3,3,25,25,25,,,75.0,98,44,7,44.9,14.67,10,3,4,30.0,5,1.67,73,6,5,24,14.7,38,21.0,4.0,60.5,2.0,20,648,2022-10-30,長野県,上田市自然運動公園総合体育館,540.0,15:00,16:09,1:09,小林朝実,水間絵美,立花法真沙,橋詰清美,3
群馬銀行グリーンウイングス,3,3,25,20,25,25,,95.0,153.0,62.0,12.0,40.5,15.5,11.0,2.0,4.0,18.2,10.0,2.5,94.0,6.0,10.0,18.0,8.5,69.0,39.0,18.0,69.6,2.0,17,フォレストリーヴズ熊本,1,0,22,25,14,18,,79.0,167,53,6,31.7,13.25,6,1,2,16.7,2,0.50,80,0,11,12,0.3,84,36.0,24.0,57.1,0.0,24,649,2022-11-05,長野県,軽井沢風越公園総合体育館,320.0,12:00,13:44,1:44,三見洋子,中島俊昌,山条康弘,小山昇,4
フォレストリーヴズ熊本,1,0,22,25,14,18,,79.0,167.0,53.0,6.0,31.7,13.25,6.0,1.0,2.0,16.7,2.0,0.5,80.0,0.0,11.0,12.0,0.3,84.0,36.0,24.0,57.1,0.0,24,群馬銀行グリーンウイングス,3,3,25,20,25,25,,95.0,153,62,12,40.5,15.50,11,2,4,18.2,10,2.50,94,6,10,18,8.5,69,39.0,18.0,69.6,2.0,17,649,2022-11-05,長野県,軽井沢風越公園総合体育館,320.0,12:00,13:44,1:44,三見洋子,中島俊昌,山条康弘,小山昇,4
GSS東京サンビームズ,3,3,28,17,25,25,,95.0,187.0,65.0,12.0,34.8,16.25,8.0,2.0,0.0,25.0,9.0,2.25,94.0,2.0,5.0,19.0,5.9,87.0,50.0,12.0,64.4,4.0,19,千葉エンゼルクロス,1,0,26,25,19,19,,89.0,180,60,15,33.3,15.00,2,0,1,0.0,6,1.50,90,1,2,25,7.5,88,53.0,15.0,68.8,2.0,21,650,2022-11-05,長野県,軽井沢風越公園総合体育館,330.0,15:10,17:08,1:58,三見洋子,北原良太,待井広光,片平知之,4
千葉エンゼルクロス,1,0,26,25,19,19,,89.0,180.0,60.0,15.0,33.3,15.0,2.0,0.0,1.0,0.0,6.0,1.5,90.0,1.0,2.0,25.0,7.5,88.0,53.0,15.0,68.8,2.0,21,GSS東京サンビームズ,3,3,28,17,25,25,,95.0,187,65,12,34.8,16.25,8,2,0,25.0,9,2.25,94,2,5,19,5.9,87,50.0,12.0,64.4,4.0,19,650,2022-11-05,長野県,軽井沢風越公園総合体育館,330.0,15:10,17:08,1:58,三見洋子,北原良太,待井広光,片平知之,4
千葉エンゼルクロス,3,3,25,25,25,,,75.0,146.0,51.0,6.0,34.9,17.0,2.0,1.0,0.0,50.0,4.0,1.33,73.0,5.0,0.0,19.0,13.4,58.0,24.0,10.0,50.0,1.0,15,フォレストリーヴズ熊本,0,0,22,22,16,,,60.0,155,46,10,29.7,15.33,6,2,1,33.3,2,0.67,62,5,3,21,15.3,73,38.0,11.0,59.6,2.0,7,652,2022-11-06,長野県,軽井沢風越公園総合体育館,350.0,12:00,13:22,1:22,三見洋子,北原良太,山条康弘,嶋田和明,3
フォレストリーヴズ熊本,0,0,22,22,16,,,60.0,155.0,46.0,10.0,29.7,15.33,6.0,2.0,1.0,33.3,2.0,0.67,62.0,5.0,3.0,21.0,15.3,73.0,38.0,11.0,59.6,2.0,7,千葉エンゼルクロス,3,3,25,25,25,,,75.0,146,51,6,34.9,17.00,2,1,0,50.0,4,1.33,73,5,0,19,13.4,58,24.0,10.0,50.0,1.0,15,652,2022-11-06,長野県,軽井沢風越公園総合体育館,350.0,12:00,13:22,1:22,三見洋子,北原良太,山条康弘,嶋田和明,3
GSS東京サンビームズ,1,0,25,22,20,13,,80.0,167.0,46.0,8.0,27.5,11.5,4.0,2.0,0.0,50.0,8.0,2.0,80.0,3.0,5.0,17.0,7.5,87.0,42.0,14.0,56.3,8.0,23,群馬銀行グリーンウイングス,3,3,22,25,25,25,,97.0,170,64,9,37.6,16.00,10,3,0,30.0,8,2.00,96,4,8,28,9.4,75,43.0,12.0,65.3,6.0,21,653,2022-11-06,長野県,軽井沢風越公園総合体育館,350.0,15:00,16:54,1:54,三見洋子,中島俊昌,待井広光,片平知之,4
群馬銀行グリーンウイングス,3,3,22,25,25,25,,97.0,170.0,64.0,9.0,37.6,16.0,10.0,3.0,0.0,30.0,8.0,2.0,96.0,4.0,8.0,28.0,9.4,75.0,43.0,12.0,65.3,6.0,21,GSS東京サンビームズ,1,0,25,22,20,13,,80.0,167,46,8,27.5,11.50,4,2,0,50.0,8,2.00,80,3,5,17,7.5,87,42.0,14.0,56.3,8.0,23,653,2022-11-06,長野県,軽井沢風越公園総合体育館,350.0,15:00,16:54,1:54,三見洋子,中島俊昌,待井広光,片平知之,4
大野石油広島オイラーズ,2,1,19,25,25,11,11,91.0,185.0,56.0,16.0,30.3,11.2,6.0,1.0,2.0,16.7,4.0,0.8,91.0,6.0,6.0,20.0,10.4,94.0,34.0,30.0,52.1,2.0,25,ブレス浜松,3,2,25,21,23,25,15,109.0,186,64,13,34.4,12.80,29,3,2,10.3,11,2.20,109,10,11,24,12.2,82,33.0,27.0,56.7,1.0,24,651,2022-11-05,広島県,猫田記念体育館,140.0,13:00,14:56,1:56,石井洋壮,熊本結,近藤宏顕,向井将貴,5
ブレス浜松,3,2,25,21,23,25,15,109.0,186.0,64.0,13.0,34.4,12.8,29.0,3.0,2.0,10.3,11.0,2.2,109.0,10.0,11.0,24.0,12.2,82.0,33.0,27.0,56.7,1.0,24,大野石油広島オイラーズ,2,1,19,25,25,11,11,91.0,185,56,16,30.3,11.20,6,1,2,16.7,4,0.80,91,6,6,20,10.4,94,34.0,30.0,52.1,2.0,25,651,2022-11-05,広島県,猫田記念体育館,140.0,13:00,14:56,1:56,石井洋壮,熊本結,近藤宏顕,向井将貴,5
大野石油広島オイラーズ,3,3,25,26,25,,,76.0,137.0,47.0,9.0,34.3,15.67,5.0,0.0,0.0,0.0,6.0,2.0,75.0,4.0,2.0,24.0,12.7,60.0,34.0,15.0,69.2,1.0,19,ヴィアティン三重,0,0,19,24,21,,,64.0,145,48,12,33.1,16.00,12,2,2,16.7,3,1.00,65,1,5,10,3.5,72,29.0,16.0,51.4,2.0,12,654,2022-11-06,広島県,猫田記念体育館,150.0,12:00,13:22,1:22,石井洋壮,熊本結,谷川哲也,泉谷俊二,3
ヴィアティン三重,0,0,19,24,21,,,64.0,145.0,48.0,12.0,33.1,16.0,12.0,2.0,2.0,16.7,3.0,1.0,65.0,1.0,5.0,10.0,3.5,72.0,29.0,16.0,51.4,2.0,12,大野石油広島オイラーズ,3,3,25,26,25,,,76.0,137,47,9,34.3,15.67,5,0,0,0.0,6,2.00,75,4,2,24,12.7,60,34.0,15.0,69.2,1.0,19,654,2022-11-06,広島県,猫田記念体育館,150.0,12:00,13:22,1:22,石井洋壮,熊本結,谷川哲也,泉谷俊二,3
リガーレ仙台,3,3,25,25,25,,,75.0,102.0,54.0,2.0,52.9,18.0,1.0,0.0,0.0,0.0,2.0,0.67,73.0,1.0,3.0,11.0,4.1,46.0,16.0,18.0,54.3,2.0,18,JAぎふリオレーナ,0,0,23,11,19,,,53.0,107,39,8,36.4,13.00,14,4,2,28.6,1,0.33,55,6,9,6,9.5,70,33.0,25.0,65.0,1.0,7,655,2022-11-12,宮城県,本山製作所青葉アリーナ,751.0,12:00,13:20,1:20,佐々木克之,酒巻祐亮,紺野千賀子,渡部隆一,3
JAぎふリオレーナ,0,0,23,11,19,,,53.0,107.0,39.0,8.0,36.4,13.0,14.0,4.0,2.0,28.6,1.0,0.33,55.0,6.0,9.0,6.0,9.5,70.0,33.0,25.0,65.0,1.0,7,リガーレ仙台,3,3,25,25,25,,,75.0,102,54,2,52.9,18.00,1,0,0,0.0,2,0.67,73,1,3,11,4.1,46,16.0,18.0,54.3,2.0,18,655,2022-11-12,宮城県,本山製作所青葉アリーナ,751.0,12:00,13:20,1:20,佐々木克之,酒巻祐亮,紺野千賀子,渡部隆一,3
プレステージ・インターナショナルアランマーレ,3,3,28,25,25,,,78.0,150.0,53.0,8.0,35.3,17.67,12.0,2.0,1.0,16.7,5.0,1.67,77.0,4.0,5.0,16.0,8.8,64.0,23.0,26.0,56.2,3.0,16,ヴィアティン三重,0,0,26,22,21,,,69.0,144,47,9,32.6,15.67,12,2,1,16.7,4,1.33,70,2,6,13,5.4,71,26.0,26.0,54.9,1.0,16,656,2022-11-12,宮城県,本山製作所青葉アリーナ,374.0,15:00,16:35,1:35,佐々木克之,早坂行博,佐藤恵美,渡部隆一,3
ヴィアティン三重,0,0,26,22,21,,,69.0,144.0,47.0,9.0,32.6,15.67,12.0,2.0,1.0,16.7,4.0,1.33,70.0,2.0,6.0,13.0,5.4,71.0,26.0,26.0,54.9,1.0,16,プレステージ・インターナショナルアランマーレ,3,3,28,25,25,,,78.0,150,53,8,35.3,17.67,12,2,1,16.7,5,1.67,77,4,5,16,8.8,64,23.0,26.0,56.2,3.0,16,656,2022-11-12,宮城県,本山製作所青葉アリーナ,374.0,15:00,16:35,1:35,佐々木克之,早坂行博,佐藤恵美,渡部隆一,3
リガーレ仙台,3,3,25,25,25,,,75.0,126.0,50.0,9.0,39.7,16.67,1.0,0.0,0.0,0.0,7.0,2.33,74.0,3.0,1.0,13.0,8.1,44.0,10.0,28.0,54.5,3.0,15,GSS東京サンビームズ,0,0,14,15,20,,,49.0,134,32,9,23.9,10.67,5,0,0,0.0,3,1.00,50,1,5,6,2.5,73,25.0,33.0,56.8,1.0,13,657,2022-11-13,宮城県,本山製作所青葉アリーナ,825.0,12:00,13:18,1:18,佐々木克之,酒巻祐亮,佐藤慎也,渡部隆一,3
GSS東京サンビームズ,0,0,14,15,20,,,49.0,134.0,32.0,9.0,23.9,10.67,5.0,0.0,0.0,0.0,3.0,1.0,50.0,1.0,5.0,6.0,2.5,73.0,25.0,33.0,56.8,1.0,13,リガーレ仙台,3,3,25,25,25,,,75.0,126,50,9,39.7,16.67,1,0,0,0.0,7,2.33,74,3,1,13,8.1,44,10.0,28.0,54.5,3.0,15,657,2022-11-13,宮城県,本山製作所青葉アリーナ,825.0,12:00,13:18,1:18,佐々木克之,酒巻祐亮,佐藤慎也,渡部隆一,3
プレステージ・インターナショナルアランマーレ,3,3,28,25,25,,,78.0,126.0,52.0,12.0,41.3,17.33,6.0,0.0,1.0,0.0,7.0,2.33,76.0,3.0,7.0,22.0,8.9,54.0,25.0,16.0,61.1,1.0,16,千葉エンゼルクロス,0,0,26,7,21,,,54.0,114,31,7,27.2,10.33,1,0,0,0.0,3,1.00,56,0,2,13,4.9,67,16.0,28.0,44.8,7.0,20,658,2022-11-13,宮城県,本山製作所青葉アリーナ,350.0,15:05,16:18,1:13,佐々木克之,早坂行博,佐藤恵美,渡部隆一,3
千葉エンゼルクロス,0,0,26,7,21,,,54.0,114.0,31.0,7.0,27.2,10.33,1.0,0.0,0.0,0.0,3.0,1.0,56.0,0.0,2.0,13.0,4.9,67.0,16.0,28.0,44.8,7.0,20,プレステージ・インターナショナルアランマーレ,3,3,28,25,25,,,78.0,126,52,12,41.3,17.33,6,0,1,0.0,7,2.33,76,3,7,22,8.9,54,25.0,16.0,61.1,1.0,16,658,2022-11-13,宮城県,本山製作所青葉アリーナ,350.0,15:05,16:18,1:13,佐々木克之,早坂行博,佐藤恵美,渡部隆一,3
千葉エンゼルクロス,0,0,15,11,23,,,49.0,109.0,30.0,9.0,27.5,10.0,0.0,0.0,0.0,,6.0,2.0,51.0,1.0,3.0,10.0,5.4,66.0,25.0,22.0,54.5,5.0,12,リガーレ仙台,3,3,25,25,25,,,75.0,109,50,2,45.9,16.67,0,0,0,-,6,2.00,73,2,5,19,7.5,48,29.0,8.0,68.8,5.0,17,659,2022-11-19,千葉県,柏市中央体育館,285.0,13:00,14:09,1:09,斎藤篤,水間絵美,笈川博彰,坂本憲昭,3
リガーレ仙台,3,3,25,25,25,,,75.0,109.0,50.0,2.0,45.9,16.67,0.0,0.0,0.0,,6.0,2.0,73.0,2.0,5.0,19.0,7.5,48.0,29.0,8.0,68.8,5.0,17,千葉エンゼルクロス,0,0,15,11,23,,,49.0,109,30,9,27.5,10.00,0,0,0,-,6,2.00,51,1,3,10,5.4,66,25.0,22.0,54.5,5.0,12,659,2022-11-19,千葉県,柏市中央体育館,285.0,13:00,14:09,1:09,斎藤篤,水間絵美,笈川博彰,坂本憲昭,3
GSS東京サンビームズ,3,3,26,25,25,,,76.0,132.0,57.0,7.0,43.2,19.0,3.0,1.0,0.0,33.3,6.0,2.0,75.0,1.0,1.0,13.0,5.3,56.0,35.0,9.0,70.5,1.0,12,フォレストリーヴズ熊本,0,0,24,16,18,,,58.0,144,44,7,30.6,14.67,5,0,0,0.0,4,1.33,59,1,3,11,5.1,74,48.0,12.0,73.0,2.0,9,660,2022-11-19,千葉県,柏市中央体育館,165.0,15:00,16:23,1:23,斎藤篤,竹澤拓人,赤塚拳斗,長崎克行,3
フォレストリーヴズ熊本,0,0,24,16,18,,,58.0,144.0,44.0,7.0,30.6,14.67,5.0,0.0,0.0,0.0,4.0,1.33,59.0,1.0,3.0,11.0,5.1,74.0,48.0,12.0,73.0,2.0,9,GSS東京サンビームズ,3,3,26,25,25,,,76.0,132,57,7,43.2,19.00,3,1,0,33.3,6,2.00,75,1,1,13,5.3,56,35.0,9.0,70.5,1.0,12,660,2022-11-19,千葉県,柏市中央体育館,165.0,15:00,16:23,1:23,斎藤篤,竹澤拓人,赤塚拳斗,長崎克行,3
千葉エンゼルクロス,2,1,25,23,25,22,16,111.0,194.0,73.0,16.0,37.6,14.6,0.0,0.0,0.0,,5.0,1.0,111.0,6.0,3.0,23.0,9.9,89.0,42.0,21.0,59.0,7.0,27,GSS東京サンビームズ,3,2,15,25,16,25,18,99.0,195,61,12,31.3,12.20,2,0,0,0.0,7,1.40,99,5,8,23,8.8,108,58.0,21.0,63.4,7.0,26,664,2022-11-20,千葉県,柏市中央体育館,246.0,12:00,14:11,2:11,斎藤篤,竹澤拓人,小田川倫之,藤崎英珠芳,5
GSS東京サンビームズ,3,2,15,25,16,25,18,99.0,195.0,61.0,12.0,31.3,12.2,2.0,0.0,0.0,0.0,7.0,1.4,99.0,5.0,8.0,23.0,8.8,108.0,58.0,21.0,63.4,7.0,26,千葉エンゼルクロス,2,1,25,23,25,22,16,111.0,194,73,16,37.6,14.60,0,0,0,-,5,1.00,111,6,3,23,9.9,89,42.0,21.0,59.0,7.0,27,664,2022-11-20,千葉県,柏市中央体育館,246.0,12:00,14:11,2:11,斎藤篤,竹澤拓人,小田川倫之,藤崎英珠芳,5
リガーレ仙台,3,3,25,21,25,25,,96.0,155.0,70.0,7.0,45.2,17.5,1.0,0.0,1.0,0.0,6.0,1.5,95.0,2.0,6.0,20.0,5.8,71.0,48.0,5.0,71.1,2.0,18,フォレストリーヴズ熊本,1,0,16,25,19,18,,78.0,168,54,8,32.1,13.50,5,1,0,20.0,5,1.25,79,4,8,14,7.0,88,49.0,18.0,65.9,2.0,15,665,2022-11-20,千葉県,柏市中央体育館,167.0,14:45,16:23,1:38,斎藤篤,水間絵美,笈川博彰,藤崎英珠芳,4
フォレストリーヴズ熊本,1,0,16,25,19,18,,78.0,168.0,54.0,8.0,32.1,13.5,5.0,1.0,0.0,20.0,5.0,1.25,79.0,4.0,8.0,14.0,7.0,88.0,49.0,18.0,65.9,2.0,15,リガーレ仙台,3,3,25,21,25,25,,96.0,155,70,7,45.2,17.50,1,0,1,0.0,6,1.50,95,2,6,20,5.8,71,48.0,5.0,71.1,2.0,18,665,2022-11-20,千葉県,柏市中央体育館,167.0,14:45,16:23,1:38,斎藤篤,水間絵美,笈川博彰,藤崎英珠芳,4
JAぎふリオレーナ,1,0,17,25,13,20,,75.0,158.0,42.0,16.0,26.6,10.5,15.0,7.0,2.0,46.7,4.0,1.0,76.0,4.0,12.0,21.0,8.2,85.0,41.0,11.0,54.7,1.0,25,群馬銀行グリーンウイングス,3,3,25,21,25,25,,96.0,148,60,10,40.5,15.00,19,2,3,10.5,5,1.25,95,2,9,32,8.2,61,35.0,5.0,61.5,6.0,29,661,2022-11-19,岐阜県,関市総合体育館,580.0,13:00,14:48,1:48,加治健男,関野智史,成瀬修平,松井志穂,4
群馬銀行グリーンウイングス,3,3,25,21,25,25,,96.0,148.0,60.0,10.0,40.5,15.0,19.0,2.0,3.0,10.5,5.0,1.25,95.0,2.0,9.0,32.0,8.2,61.0,35.0,5.0,61.5,6.0,29,JAぎふリオレーナ,1,0,17,25,13,20,,75.0,158,42,16,26.6,10.50,15,7,2,46.7,4,1.00,76,4,12,21,8.2,85,41.0,11.0,54.7,1.0,25,661,2022-11-19,岐阜県,関市総合体育館,580.0,13:00,14:48,1:48,加治健男,関野智史,成瀬修平,松井志穂,4
JAぎふリオレーナ,0,0,16,16,20,,,52.0,113.0,34.0,12.0,30.1,11.33,5.0,0.0,4.0,0.0,3.0,1.0,54.0,1.0,12.0,6.0,-0.9,65.0,36.0,10.0,63.1,4.0,14,プレステージ・インターナショナルアランマーレ,3,3,25,25,25,,,75.0,92,36,4,39.1,12.00,16,5,1,31.2,10,3.33,73,1,7,18,5.1,42,33.0,2.0,81.0,3.0,28,666,2022-11-20,岐阜県,関市総合体育館,533.0,13:00,14:11,1:11,加治健男,関野智史,加藤知也,熊崎美穂子,3
