Team,GetSet,GetPoint,1SetPoint,2SetPoint,3SetPoint,4SetPoint,5SetPoint,TotalPoint,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,TF,OpE,OpTeam,LostSet,LostPoint,Op1SetPoint,Op2SetPoint,Op3SetPoint,Op4SetPoint,Op5SetPoint,OpTotalPoint,OpAA,OpAP,OpAE,OpASucc%,OpAP/S,OpBAA,OpBAP,OpBAE,OpBASucc%,OpBP,OpBP/S,OpSVA,OpSVP,OpSVE,OpSVx,OpSVEff%,OpRA,OpRx,OpRg,OpRSucc%,OpTF,OpOpE,GameId,Date,Place,Venue,Spectators,StartTime,EndTime,GameTime,JURY,ChiefUmpire,SubUmpire,Judge,TotalSet
群馬銀行グリーンウイングス,3,3,25,25,25,,,75.0,110.0,44.0,8.0,40.0,14.67,7.0,1.0,1.0,14.3,11.0,3.67,73.0,3.0,9.0,10.0,4.5,56.0,26.0,16.0,60.7,4.0,17,千葉エンゼルクロス,0,0,23,19,16,,,58.0,113,32,11,28.3,10.67,3,0,0,0.0,3,1.00,60,2,4,12,6.7,61,23.0,27.0,59.8,2.0,21,689,2023-01-14,千葉県,キッコーマンアリーナ,245.0,13:00,14:20,1:20,小林朝美,坂本雅春,梅北将大,坂本憲昭,3
千葉エンゼルクロス,1,0,14,18,26,18,,76.0,177.0,65.0,8.0,36.7,16.25,1.0,1.0,0.0,100.0,3.0,0.75,77.0,0.0,2.0,21.0,6.2,94.0,62.0,15.0,73.9,6.0,8,フォレストリーヴズ熊本,3,3,25,25,24,25,,99.0,160,66,6,41.2,16.50,3,3,0,100.0,10,2.50,98,7,0,13,10.5,75,35.0,19.0,59.3,2.0,16,693,2023-01-15,千葉県,キッコーマンアリーナ,94.0,12:00,13:38,1:38,小林朝実,坂本雅春,笈川博彰,藤崎英珠芳,4
フォレストリーヴズ熊本,3,3,25,25,24,25,,99.0,160.0,66.0,6.0,41.2,16.5,3.0,3.0,0.0,100.0,10.0,2.5,98.0,7.0,0.0,13.0,10.5,75.0,35.0,19.0,59.3,2.0,16,千葉エンゼルクロス,1,0,14,18,26,18,,76.0,177,65,8,36.7,16.25,1,1,0,100.0,3,0.75,77,0,2,21,6.2,94,62.0,15.0,73.9,6.0,8,693,2023-01-15,千葉県,キッコーマンアリーナ,94.0,12:00,13:38,1:38,小林朝実,坂本雅春,笈川博彰,藤崎英珠芳,4
JAぎふリオレーナ,2,1,23,23,25,25,8,104.0,192.0,68.0,10.0,35.4,13.6,3.0,0.0,0.0,0.0,10.0,2.0,104.0,3.0,11.0,35.0,8.7,95.0,31.0,23.0,44.7,8.0,23,ヴィアティン三重,3,2,25,25,19,19,15,103.0,192,63,10,32.8,12.60,11,2,1,18.2,9,1.80,103,2,8,39,9.5,93,39.0,16.0,50.5,5.0,29,690,2023-01-14,東京都,荒川総合スポーツセンター,249.0,12:00,14:15,2:15,大塚達也,水間絵美,渡辺千恵,塚本健二,5
ヴィアティン三重,3,2,25,25,19,19,15,103.0,192.0,63.0,10.0,32.8,12.6,11.0,2.0,1.0,18.2,9.0,1.8,103.0,2.0,8.0,39.0,9.5,93.0,39.0,16.0,50.5,5.0,29,JAぎふリオレーナ,2,1,23,23,25,25,8,104.0,192,68,10,35.4,13.60,3,0,0,0.0,10,2.00,104,3,11,35,8.7,95,31.0,23.0,44.7,8.0,23,690,2023-01-14,東京都,荒川総合スポーツセンター,249.0,12:00,14:15,2:15,大塚達也,水間絵美,渡辺千恵,塚本健二,5
GSS東京サンビームズ,0,0,16,17,16,,,49.0,126.0,35.0,15.0,27.8,11.67,6.0,0.0,3.0,0.0,4.0,1.33,51.0,1.0,5.0,14.0,6.4,68.0,28.0,21.0,56.6,3.0,9,リガーレ仙台,3,3,25,25,25,,,75.0,116,41,3,35.3,13.67,0,0,0,-,6,2.00,73,5,3,16,11.3,46,15.0,16.0,50.0,3.0,23,691,2023-01-14,東京都,荒川総合スポーツセンター,304.0,15:10,16:25,1:15,大塚達也,赤川孝義,江藤幸恵,金廣美喜夫,3
リガーレ仙台,3,3,25,25,25,,,75.0,116.0,41.0,3.0,35.3,13.67,0.0,0.0,0.0,,6.0,2.0,73.0,5.0,3.0,16.0,11.3,46.0,15.0,16.0,50.0,3.0,23,GSS東京サンビームズ,0,0,16,17,16,,,49.0,126,35,15,27.8,11.67,6,0,3,0.0,4,1.33,51,1,5,14,6.4,68,28.0,21.0,56.6,3.0,9,691,2023-01-14,東京都,荒川総合スポーツセンター,304.0,15:10,16:25,1:15,大塚達也,赤川孝義,江藤幸恵,金廣美喜夫,3
リガーレ仙台,3,3,25,25,25,,,75.0,115.0,49.0,5.0,42.6,16.33,0.0,0.0,0.0,,5.0,1.67,74.0,1.0,5.0,24.0,7.8,56.0,23.0,15.0,54.5,4.0,20,ヴィアティン三重,0,0,22,23,18,,,63.0,125,44,12,35.2,14.67,9,4,2,44.4,4,1.33,64,1,8,17,5.1,69,32.0,12.0,55.1,0.0,14,694,2023-01-15,東京都,荒川総合スポーツセンター,250.0,12:00,13:18,1:18,大塚達也,水間絵美,有村公美子,塚本健二,3
ヴィアティン三重,0,0,22,23,18,,,63.0,125.0,44.0,12.0,35.2,14.67,9.0,4.0,2.0,44.4,4.0,1.33,64.0,1.0,8.0,17.0,5.1,69.0,32.0,12.0,55.1,0.0,14,リガーレ仙台,3,3,25,25,25,,,75.0,115,49,5,42.6,16.33,0,0,0,-,5,1.67,74,1,5,24,7.8,56,23.0,15.0,54.5,4.0,20,694,2023-01-15,東京都,荒川総合スポーツセンター,250.0,12:00,13:18,1:18,大塚達也,水間絵美,有村公美子,塚本健二,3
GSS東京サンビームズ,1,0,26,21,26,21,,94.0,175.0,63.0,7.0,36.0,15.75,8.0,2.0,1.0,25.0,3.0,0.75,95.0,1.0,8.0,29.0,6.6,90.0,27.0,28.0,45.6,2.0,27,JAぎふリオレーナ,3,3,28,25,24,25,,102.0,190,72,11,37.9,18.00,1,0,0,0.0,7,1.75,101,6,10,30,10.9,86,31.0,26.0,51.2,6.0,17,695,2023-01-15,東京都,荒川総合スポーツセンター,325.0,15:00,17:03,2:03,大塚達也,赤川孝義,森山真理子,金廣美喜夫,4
JAぎふリオレーナ,3,3,28,25,24,25,,102.0,190.0,72.0,11.0,37.9,18.0,1.0,0.0,0.0,0.0,7.0,1.75,101.0,6.0,10.0,30.0,10.9,86.0,31.0,26.0,51.2,6.0,17,GSS東京サンビームズ,1,0,26,21,26,21,,94.0,175,63,7,36.0,15.75,8,2,1,25.0,3,0.75,95,1,8,29,6.6,90,27.0,28.0,45.6,2.0,27,695,2023-01-15,東京都,荒川総合スポーツセンター,325.0,15:00,17:03,2:03,大塚達也,赤川孝義,森山真理子,金廣美喜夫,4
JAぎふリオレーナ,1,0,25,23,18,22,,88.0,176.0,61.0,14.0,34.7,15.25,6.0,3.0,1.0,50.0,5.0,1.25,89.0,3.0,7.0,19.0,6.7,90.0,30.0,19.0,43.9,6.0,19,プレステージ・インターナショナルアランマーレ,3,3,23,25,25,25,,98.0,148,54,9,36.5,13.50,10,1,1,10.0,12,3.00,97,5,7,36,12.6,82,47.0,13.0,65.2,3.0,27,696,2023-01-21,岐阜県,岐阜メモリアルセンター で愛ドーム,1447.0,12:05,13:52,1:47,廣田修二,天野圭祐,成瀬修平,岡田功太,4
プレステージ・インターナショナルアランマーレ,3,3,23,25,25,25,,98.0,148.0,54.0,9.0,36.5,13.5,10.0,1.0,1.0,10.0,12.0,3.0,97.0,5.0,7.0,36.0,12.6,82.0,47.0,13.0,65.2,3.0,27,JAぎふリオレーナ,1,0,25,23,18,22,,88.0,176,61,14,34.7,15.25,6,3,1,50.0,5,1.25,89,3,7,19,6.7,90,30.0,19.0,43.9,6.0,19,696,2023-01-21,岐阜県,岐阜メモリアルセンター で愛ドーム,1447.0,12:05,13:52,1:47,廣田修二,天野圭祐,成瀬修平,岡田功太,4
JAぎふリオレーナ,3,3,21,25,25,25,,96.0,203.0,68.0,10.0,33.5,17.0,5.0,1.0,0.0,20.0,4.0,1.0,95.0,3.0,8.0,27.0,8.2,73.0,54.0,2.0,75.3,2.0,21,GSS東京サンビームズ,1,0,25,18,17,19,,79.0,186,50,9,26.9,12.50,3,0,0,0.0,9,2.25,80,0,7,17,3.1,85,54.0,3.0,65.3,5.0,20,700,2023-01-22,岐阜県,岐阜メモリアルセンター で愛ドーム,1546.0,12:05,13:57,1:52,廣田修二,天野圭祐,加藤知也,佐藤加奈,4
GSS東京サンビームズ,1,0,25,18,17,19,,79.0,186.0,50.0,9.0,26.9,12.5,3.0,0.0,0.0,0.0,9.0,2.25,80.0,0.0,7.0,17.0,3.1,85.0,54.0,3.0,65.3,5.0,20,JAぎふリオレーナ,3,3,21,25,25,25,,96.0,203,68,10,33.5,17.00,5,1,0,20.0,4,1.00,95,3,8,27,8.2,73,54.0,2.0,75.3,2.0,21,700,2023-01-22,岐阜県,岐阜メモリアルセンター で愛ドーム,1546.0,12:05,13:57,1:52,廣田修二,天野圭祐,加藤知也,佐藤加奈,4
ブレス浜松,3,3,25,26,25,,,76.0,127.0,51.0,7.0,40.2,17.0,20.0,4.0,3.0,20.0,13.0,4.33,75.0,2.0,6.0,26.0,9.3,53.0,33.0,9.0,70.8,2.0,10,ヴィアティン三重,0,0,18,24,14,,,56.0,143,37,5,25.9,12.33,7,1,0,14.3,2,0.67,57,2,3,10,6.6,67,36.0,5.0,57.5,2.0,15,697,2023-01-21,静岡県,サーラグリーンアリーナ,1093.0,13:00,14:20,1:20,勝又正,山尾未来,八木珠希,戸塚靖,3
ヴィアティン三重,0,0,18,24,14,,,56.0,143.0,37.0,5.0,25.9,12.33,7.0,1.0,0.0,14.3,2.0,0.67,57.0,2.0,3.0,10.0,6.6,67.0,36.0,5.0,57.5,2.0,15,ブレス浜松,3,3,25,26,25,,,76.0,127,51,7,40.2,17.00,20,4,3,20.0,13,4.33,75,2,6,26,9.3,53,33.0,9.0,70.8,2.0,10,697,2023-01-21,静岡県,サーラグリーンアリーナ,1093.0,13:00,14:20,1:20,勝又正,山尾未来,八木珠希,戸塚靖,3
群馬銀行グリーンウイングス,3,3,25,25,27,25,,102.0,211.0,75.0,13.0,35.5,18.75,12.0,4.0,1.0,33.3,12.0,3.0,101.0,0.0,13.0,24.0,2.7,91.0,35.0,27.0,53.3,7.0,15,リガーレ仙台,1,0,20,23,29,22,,94.0,196,52,9,26.5,13.00,0,0,0,-,7,1.75,95,2,3,28,8.7,88,42.0,22.0,60.2,3.0,33,698,2023-01-21,静岡県,サーラグリーンアリーナ,362.0,15:05,16:58,1:53,勝又正,尾鷲和哉,石井一光,野崎真司,4
リガーレ仙台,1,0,20,23,29,22,,94.0,196.0,52.0,9.0,26.5,13.0,0.0,0.0,0.0,,7.0,1.75,95.0,2.0,3.0,28.0,8.7,88.0,42.0,22.0,60.2,3.0,33,群馬銀行グリーンウイングス,3,3,25,25,27,25,,102.0,211,75,13,35.5,18.75,12,4,1,33.3,12,3.00,101,0,13,24,2.7,91,35.0,27.0,53.3,7.0,15,698,2023-01-21,静岡県,サーラグリーンアリーナ,362.0,15:05,16:58,1:53,勝又正,尾鷲和哉,石井一光,野崎真司,4
ブレス浜松,2,1,25,17,19,25,13,99.0,195.0,70.0,19.0,35.9,14.0,22.0,5.0,6.0,22.7,13.0,2.6,99.0,2.0,17.0,33.0,6.1,105.0,71.0,7.0,71.0,4.0,14,リガーレ仙台,3,2,23,25,25,18,15,106.0,173,59,9,34.1,11.80,1,0,0,0.0,5,1.00,106,2,1,25,7.5,81,44.0,3.0,56.2,4.0,40,701,2023-01-22,静岡県,サーラグリーンアリーナ,1112.0,13:00,15:00,2:00,勝又正,山尾未来,鈴木健太,戸塚靖,5
リガーレ仙台,3,2,23,25,25,18,15,106.0,173.0,59.0,9.0,34.1,11.8,1.0,0.0,0.0,0.0,5.0,1.0,106.0,2.0,1.0,25.0,7.5,81.0,44.0,3.0,56.2,4.0,40,ブレス浜松,2,1,25,17,19,25,13,99.0,195,70,19,35.9,14.00,22,5,6,22.7,13,2.60,99,2,17,33,6.1,105,71.0,7.0,71.0,4.0,14,701,2023-01-22,静岡県,サーラグリーンアリーナ,1112.0,13:00,15:00,2:00,勝又正,山尾未来,鈴木健太,戸塚靖,5
千葉エンゼルクロス,3,3,25,25,25,25,,100.0,183.0,62.0,11.0,33.9,15.5,4.0,2.0,0.0,50.0,8.0,2.0,99.0,4.0,3.0,31.0,11.1,75.0,50.0,12.0,74.7,2.0,26,ヴィアティン三重,1,0,18,27,22,18,,85.0,180,59,9,32.8,14.75,7,0,4,0.0,8,2.00,86,2,11,11,2.3,94,49.0,12.0,58.5,6.0,16,702,2023-01-22,静岡県,サーラグリーンアリーナ,352.0,15:40,17:23,1:43,勝又正,尾鷲和哉,岡田侑也,岡本幸治,4
ヴィアティン三重,1,0,18,27,22,18,,85.0,180.0,59.0,9.0,32.8,14.75,7.0,0.0,4.0,0.0,8.0,2.0,86.0,2.0,11.0,11.0,2.3,94.0,49.0,12.0,58.5,6.0,16,千葉エンゼルクロス,3,3,25,25,25,25,,100.0,183,62,11,33.9,15.50,4,2,0,50.0,8,2.00,99,4,3,31,11.1,75,50.0,12.0,74.7,2.0,26,702,2023-01-22,静岡県,サーラグリーンアリーナ,352.0,15:40,17:23,1:43,勝又正,尾鷲和哉,岡田侑也,岡本幸治,4
フォレストリーヴズ熊本,2,1,25,19,25,15,14,98.0,213.0,59.0,9.0,27.7,11.8,4.0,1.0,0.0,25.0,7.0,1.4,99.0,3.0,2.0,25.0,8.8,88.0,36.0,16.0,50.0,1.0,29,大野石油広島オイラーズ,3,2,18,25,13,25,16,97.0,234,76,17,32.5,15.20,6,2,0,33.3,5,1.00,96,4,7,33,10.9,96,46.0,23.0,59.9,5.0,12,699,2023-01-21,熊本県,宇城市松橋総合体育文化センター,370.0,13:00,15:03,2:03,利根川忠史,外室喜英,松永美志,中山雄喜,5
大野石油広島オイラーズ,3,2,18,25,13,25,16,97.0,234.0,76.0,17.0,32.5,15.2,6.0,2.0,0.0,33.3,5.0,1.0,96.0,4.0,7.0,33.0,10.9,96.0,46.0,23.0,59.9,5.0,12,フォレストリーヴズ熊本,2,1,25,19,25,15,14,98.0,213,59,9,27.7,11.80,4,1,0,25.0,7,1.40,99,3,2,25,8.8,88,36.0,16.0,50.0,1.0,29,699,2023-01-21,熊本県,宇城市松橋総合体育文化センター,370.0,13:00,15:03,2:03,利根川忠史,外室喜英,松永美志,中山雄喜,5
フォレストリーヴズ熊本,3,2,16,25,26,25,15,107.0,220.0,72.0,5.0,32.7,14.4,3.0,1.0,0.0,33.3,4.0,0.8,106.0,1.0,1.0,30.0,7.8,98.0,38.0,21.0,49.5,0.0,30,ルートインホテルズブリリアントアリーズ,2,1,25,22,28,20,13,108.0,225,77,14,34.2,15.40,16,3,4,18.8,17,3.40,109,8,9,33,12.8,105,54.0,20.0,61.0,7.0,6,703,2023-01-22,熊本県,宇城市松橋総合体育文化センター,275.0,13:00,15:19,2:19,利根川忠史,外室喜英,松永美志,中山雄喜,5
ルートインホテルズブリリアントアリーズ,2,1,25,22,28,20,13,108.0,225.0,77.0,14.0,34.2,15.4,16.0,3.0,4.0,18.8,17.0,3.4,109.0,8.0,9.0,33.0,12.8,105.0,54.0,20.0,61.0,7.0,6,フォレストリーヴズ熊本,3,2,16,25,26,25,15,107.0,220,72,5,32.7,14.40,3,1,0,33.3,4,0.80,106,1,1,30,7.8,98,38.0,21.0,49.5,0.0,30,703,2023-01-22,熊本県,宇城市松橋総合体育文化センター,275.0,13:00,15:19,2:19,利根川忠史,外室喜英,松永美志,中山雄喜,5
リガーレ仙台,1,0,25,22,16,19,,82.0,180.0,51.0,10.0,28.3,12.75,3.0,2.0,1.0,66.7,2.0,0.5,83.0,1.0,4.0,10.0,3.0,87.0,33.0,27.0,53.4,8.0,28,プレステージ・インターナショナルアランマーレ,3,3,23,25,25,25,,98.0,177,65,13,36.7,16.25,24,6,3,25.0,10,2.50,97,1,10,26,5.2,79,36.0,32.0,65.8,5.0,22,704,2023-01-28,宮城県,富谷スポーツセンター,860.0,13:00,14:40,1:40,阿部広太郎,酒巻祐亮,紺野千賀子,渡部隆一,4
プレステージ・インターナショナルアランマーレ,3,3,23,25,25,25,,98.0,177.0,65.0,13.0,36.7,16.25,24.0,6.0,3.0,25.0,10.0,2.5,97.0,1.0,10.0,26.0,5.2,79.0,36.0,32.0,65.8,5.0,22,リガーレ仙台,1,0,25,22,16,19,,82.0,180,51,10,28.3,12.75,3,2,1,66.7,2,0.50,83,1,4,10,3.0,87,33.0,27.0,53.4,8.0,28,704,2023-01-28,宮城県,富谷スポーツセンター,860.0,13:00,14:40,1:40,阿部広太郎,酒巻祐亮,紺野千賀子,渡部隆一,4
群馬銀行グリーンウイングス,3,3,25,22,25,25,,97.0,183.0,65.0,9.0,35.5,16.25,13.0,1.0,2.0,7.7,8.0,2.0,96.0,4.0,19.0,19.0,4.2,85.0,46.0,18.0,64.7,4.0,20,GSS東京サンビームズ,1,0,21,25,23,19,,88.0,143,43,9,30.1,10.75,6,2,0,33.3,10,2.50,89,3,4,18,7.3,77,43.0,11.0,63.0,7.0,32,705,2023-01-28,宮城県,富谷スポーツセンター,506.0,15:20,17:13,1:53,阿部広太郎,藤井靖香,佐藤恵美,渡部隆一,4
GSS東京サンビームズ,1,0,21,25,23,19,,88.0,143.0,43.0,9.0,30.1,10.75,6.0,2.0,0.0,33.3,10.0,2.5,89.0,3.0,4.0,18.0,7.3,77.0,43.0,11.0,63.0,7.0,32,群馬銀行グリーンウイングス,3,3,25,22,25,25,,97.0,183,65,9,35.5,16.25,13,1,2,7.7,8,2.00,96,4,19,19,4.2,85,46.0,18.0,64.7,4.0,20,705,2023-01-28,宮城県,富谷スポーツセンター,506.0,15:20,17:13,1:53,阿部広太郎,藤井靖香,佐藤恵美,渡部隆一,4
リガーレ仙台,3,3,25,23,25,25,,98.0,201.0,66.0,11.0,32.8,16.5,0.0,0.0,0.0,,6.0,1.5,97.0,1.0,3.0,20.0,5.4,75.0,31.0,32.0,62.7,2.0,25,ヴィアティン三重,1,0,23,25,11,23,,82.0,218,59,11,27.1,14.75,15,1,2,6.7,6,1.50,83,1,7,12,2.7,93,40.0,33.0,60.8,7.0,16,708,2023-01-29,宮城県,富谷スポーツセンター,700.0,12:00,13:55,1:55,阿部広太郎,藤井靖香,紺野千賀子,渡部隆一,4
ヴィアティン三重,1,0,23,25,11,23,,82.0,218.0,59.0,11.0,27.1,14.75,15.0,1.0,2.0,6.7,6.0,1.5,83.0,1.0,7.0,12.0,2.7,93.0,40.0,33.0,60.8,7.0,16,リガーレ仙台,3,3,25,23,25,25,,98.0,201,66,11,32.8,16.50,0,0,0,-,6,1.50,97,1,3,20,5.4,75,31.0,32.0,62.7,2.0,25,708,2023-01-29,宮城県,富谷スポーツセンター,700.0,12:00,13:55,1:55,阿部広太郎,藤井靖香,紺野千賀子,渡部隆一,4
ブレス浜松,3,3,16,25,25,25,,91.0,185.0,61.0,10.0,33.0,15.25,7.0,1.0,0.0,14.3,12.0,3.0,90.0,3.0,12.0,21.0,5.8,85.0,42.0,25.0,64.1,6.0,15,フォレストリーヴズ熊本,1,0,25,18,22,20,,85.0,201,54,10,26.9,13.50,4,1,0,25.0,2,0.50,86,1,1,17,5.8,78,19.0,35.0,46.8,4.0,28,709,2023-01-29,宮城県,富谷スポーツセンター,320.0,14:45,16:30,1:45,阿部広太郎,酒巻祐亮,佐藤恵美,渡部隆一,4
フォレストリーヴズ熊本,1,0,25,18,22,20,,85.0,201.0,54.0,10.0,26.9,13.5,4.0,1.0,0.0,25.0,2.0,0.5,86.0,1.0,1.0,17.0,5.8,78.0,19.0,35.0,46.8,4.0,28,ブレス浜松,3,3,16,25,25,25,,91.0,185,61,10,33.0,15.25,7,1,0,14.3,12,3.00,90,3,12,21,5.8,85,42.0,25.0,64.1,6.0,15,709,2023-01-29,宮城県,富谷スポーツセンター,320.0,14:45,16:30,1:45,阿部広太郎,酒巻祐亮,佐藤恵美,渡部隆一,4
大野石油広島オイラーズ,0,0,24,17,17,,,58.0,129.0,33.0,10.0,25.6,11.0,4.0,1.0,1.0,25.0,5.0,1.67,60.0,2.0,5.0,15.0,7.5,65.0,39.0,14.0,70.8,4.0,18,JAぎふリオレーナ,3,3,26,25,25,,,76.0,143,52,7,36.4,17.33,5,2,1,40.0,4,1.33,74,1,9,11,2.0,54,24.0,14.0,57.4,2.0,19,706,2023-01-28,長野県,ことぶきアリーナ千曲,220.0,12:00,13:18,1:18,佐々木克之,中島俊昌,宮島秀紀,小山昇,3
JAぎふリオレーナ,3,3,26,25,25,,,76.0,143.0,52.0,7.0,36.4,17.33,5.0,2.0,1.0,40.0,4.0,1.33,74.0,1.0,9.0,11.0,2.0,54.0,24.0,14.0,57.4,2.0,19,大野石油広島オイラーズ,0,0,24,17,17,,,58.0,129,33,10,25.6,11.00,4,1,1,25.0,5,1.67,60,2,5,15,7.5,65,39.0,14.0,70.8,4.0,18,706,2023-01-28,長野県,ことぶきアリーナ千曲,220.0,12:00,13:18,1:18,佐々木克之,中島俊昌,宮島秀紀,小山昇,3
ルートインホテルズブリリアントアリーズ,3,3,25,25,25,,,75.0,118.0,48.0,9.0,40.7,16.0,11.0,2.0,1.0,18.2,10.0,3.33,73.0,0.0,6.0,19.0,4.5,63.0,30.0,19.0,62.7,6.0,17,千葉エンゼルクロス,0,0,20,22,21,,,63.0,123,37,11,30.1,12.33,2,0,0,0.0,4,1.33,65,1,2,13,5.8,67,28.0,20.0,56.7,4.0,21,707,2023-01-28,長野県,ことぶきアリーナ千曲,430.0,15:00,16:15,1:15,佐々木克之,北原良太,柄澤大輔,樋口裕晃,3
千葉エンゼルクロス,0,0,20,22,21,,,63.0,123.0,37.0,11.0,30.1,12.33,2.0,0.0,0.0,0.0,4.0,1.33,65.0,1.0,2.0,13.0,5.8,67.0,28.0,20.0,56.7,4.0,21,ルートインホテルズブリリアントアリーズ,3,3,25,25,25,,,75.0,118,48,9,40.7,16.00,11,2,1,18.2,10,3.33,73,0,6,19,4.5,63,30.0,19.0,62.7,6.0,17,707,2023-01-28,長野県,ことぶきアリーナ千曲,430.0,15:00,16:15,1:15,佐々木克之,北原良太,柄澤大輔,樋口裕晃,3
千葉エンゼルクロス,0,0,22,21,17,,,60.0,126.0,37.0,11.0,29.4,12.33,1.0,0.0,0.0,0.0,2.0,0.67,62.0,2.0,4.0,16.0,8.1,67.0,34.0,13.0,60.4,4.0,19,JAぎふリオレーナ,3,3,25,25,25,,,75.0,118,43,11,36.4,14.33,3,0,0,0.0,9,3.00,73,4,6,16,8.9,58,31.0,9.0,61.2,2.0,19,710,2023-01-29,長野県,ことぶきアリーナ千曲,220.0,12:00,13:18,1:18,佐々木克之,中島俊昌,宮島秀紀,片平知之,3
JAぎふリオレーナ,3,3,25,25,25,,,75.0,118.0,43.0,11.0,36.4,14.33,3.0,0.0,0.0,0.0,9.0,3.0,73.0,4.0,6.0,16.0,8.9,58.0,31.0,9.0,61.2,2.0,19,千葉エンゼルクロス,0,0,22,21,17,,,60.0,126,37,11,29.4,12.33,1,0,0,0.0,2,0.67,62,2,4,16,8.1,67,34.0,13.0,60.4,4.0,19,710,2023-01-29,長野県,ことぶきアリーナ千曲,220.0,12:00,13:18,1:18,佐々木克之,中島俊昌,宮島秀紀,片平知之,3
ルートインホテルズブリリアントアリーズ,3,3,31,25,25,,,81.0,142.0,56.0,13.0,39.4,18.67,9.0,4.0,3.0,44.4,5.0,1.67,79.0,1.0,2.0,16.0,5.7,59.0,26.0,13.0,55.1,3.0,19,大野石油広島オイラーズ,0,0,29,23,13,,,65.0,143,40,11,28.0,13.33,8,2,1,25.0,6,2.00,67,1,7,20,6.3,77,39.0,21.0,64.3,1.0,18,711,2023-01-29,長野県,ことぶきアリーナ千曲,450.0,15:00,16:19,1:19,佐々木克之,北原良太,柄澤大輔,穂苅みずき,3
大野石油広島オイラーズ,0,0,29,23,13,,,65.0,143.0,40.0,11.0,28.0,13.33,8.0,2.0,1.0,25.0,6.0,2.0,67.0,1.0,7.0,20.0,6.3,77.0,39.0,21.0,64.3,1.0,18,ルートインホテルズブリリアントアリーズ,3,3,31,25,25,,,81.0,142,56,13,39.4,18.67,9,4,3,44.4,5,1.67,79,1,2,16,5.7,59,26.0,13.0,55.1,3.0,19,711,2023-01-29,長野県,ことぶきアリーナ千曲,450.0,15:00,16:19,1:19,佐々木克之,北原良太,柄澤大輔,穂苅みずき,3
GSS東京サンビームズ,3,3,25,25,25,25,,100.0,183.0,58.0,9.0,31.7,14.5,13.0,2.0,0.0,15.4,5.0,1.25,99.0,3.0,2.0,21.0,7.8,62.0,34.0,14.0,66.1,10.0,34,ヴィアティン三重,1,0,16,10,27,21,,74.0,209,48,19,23.0,12.00,12,0,4,0.0,4,1.00,75,1,12,14,2.0,96,42.0,31.0,59.9,3.0,21,712,2023-02-04,群馬県,ヤマト市民体育館前橋,463.0,13:00,14:48,1:48,三見 洋子,山田 和人,福本 丈啓,綿貫 智康,4
ヴィアティン三重,1,0,16,10,27,21,,74.0,209.0,48.0,19.0,23.0,12.0,12.0,0.0,4.0,0.0,4.0,1.0,75.0,1.0,12.0,14.0,2.0,96.0,42.0,31.0,59.9,3.0,21,GSS東京サンビームズ,3,3,25,25,25,25,,100.0,183,58,9,31.7,14.50,13,2,0,15.4,5,1.25,99,3,2,21,7.8,62,34.0,14.0,66.1,10.0,34,712,2023-02-04,群馬県,ヤマト市民体育館前橋,463.0,13:00,14:48,1:48,三見 洋子,山田 和人,福本 丈啓,綿貫 智康,4
群馬銀行グリーンウイングス,1,0,18,18,25,22,,83.0,144.0,49.0,12.0,34.0,12.25,9.0,3.0,0.0,33.3,9.0,2.25,84.0,5.0,7.0,22.0,10.4,79.0,25.0,28.0,49.4,4.0,20,JAぎふリオレーナ,3,3,25,25,20,25,,95.0,145,55,7,37.9,13.75,3,1,0,33.3,10,2.50,94,7,11,22,10.4,76,28.0,22.0,51.3,2.0,23,713,2023-02-04,群馬県,ヤマト市民体育館前橋,1239.0,15:40,17:27,1:47,三見 洋子,赤川 孝義,藤生 拓也,綿貫 智康,4
JAぎふリオレーナ,3,3,25,25,20,25,,95.0,145.0,55.0,7.0,37.9,13.75,3.0,1.0,0.0,33.3,10.0,2.5,94.0,7.0,11.0,22.0,10.4,76.0,28.0,22.0,51.3,2.0,23,群馬銀行グリーンウイングス,1,0,18,18,25,22,,83.0,144,49,12,34.0,12.25,9,3,0,33.3,9,2.25,84,5,7,22,10.4,79,25.0,28.0,49.4,4.0,20,713,2023-02-04,群馬県,ヤマト市民体育館前橋,1239.0,15:40,17:27,1:47,三見 洋子,赤川 孝義,藤生 拓也,綿貫 智康,4
プレステージ・インターナショナルアランマーレ,3,3,25,21,25,25,,96.0,156.0,54.0,8.0,34.6,13.5,17.0,3.0,3.0,17.6,7.0,1.75,95.0,6.0,7.0,17.0,8.9,77.0,25.0,36.0,55.8,1.0,29,GSS東京サンビームズ,1,0,23,25,16,21,,85.0,191,62,14,32.5,15.50,14,5,3,35.7,4,1.00,86,3,8,15,5.5,87,33.0,32.0,56.3,7.0,16,716,2023-02-05,群馬県,ヤマト市民体育館前橋,581.0,12:00,13:47,1:47,三見洋子,赤川孝義,山本貴彦,飯田貢士,4
