No.,L,Player,Set,1set,2set,3set,4set,5set,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,GameId,Date,Place,Venue,Spectators,StartTime,EndTime,GameTime,JURY,ChiefUmpire,SubUmpire,Judge,Team,Op.Team,Point
1,,杉浦文香,1,,,□,,,0,0,0,,,0,0,0,,0,,1,0,0,0,0.0,0,0,0,,655,2022-11-12,宮城県,本山製作所青葉アリーナ,751,12:00,13:20,1:20,佐々木克之,酒巻祐亮,紺野千賀子,渡部隆一,リガーレ仙台,JAぎふリオレーナ,0
2,,小松泉穂,1,,□,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,655,2022-11-12,宮城県,本山製作所青葉アリーナ,751,12:00,13:20,1:20,佐々木克之,酒巻祐亮,紺野千賀子,渡部隆一,リガーレ仙台,JAぎふリオレーナ,0
3,,宮田あかり,3,■,■,■,,,23,12,2,52.2,4.0,0,0,0,,0,,11,1,0,0,9.1,1,1,0,100.0,655,2022-11-12,宮城県,本山製作所青葉アリーナ,751,12:00,13:20,1:20,佐々木克之,酒巻祐亮,紺野千賀子,渡部隆一,リガーレ仙台,JAぎふリオレーナ,13
4,,小澤史苑,3,■,■,■,,,10,4,0,40.0,1.33,0,0,0,,0,,10,0,0,3,7.5,14,5,6,57.1,655,2022-11-12,宮城県,本山製作所青葉アリーナ,751,12:00,13:20,1:20,佐々木克之,酒巻祐亮,紺野千賀子,渡部隆一,リガーレ仙台,JAぎふリオレーナ,4
5,L,佐藤あり紗,3,●,●,●,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,11,7,4,81.8,655,2022-11-12,宮城県,本山製作所青葉アリーナ,751,12:00,13:20,1:20,佐々木克之,酒巻祐亮,紺野千賀子,渡部隆一,リガーレ仙台,JAぎふリオレーナ,0
6,,清和真奈美,3,□,□,□,,,0,0,0,,,0,0,0,,0,,5,0,0,0,0.0,6,1,1,25.0,655,2022-11-12,宮城県,本山製作所青葉アリーナ,751,12:00,13:20,1:20,佐々木克之,酒巻祐亮,紺野千賀子,渡部隆一,リガーレ仙台,JAぎふリオレーナ,0
7,,大貫菜生,3,■,■,■,,,19,12,0,63.2,4.0,0,0,0,,2,0.67,13,0,1,1,0.0,1,0,1,50.0,655,2022-11-12,宮城県,本山製作所青葉アリーナ,751,12:00,13:20,1:20,佐々木克之,酒巻祐亮,紺野千賀子,渡部隆一,リガーレ仙台,JAぎふリオレーナ,14
9,,加藤優奈,3,■,■,■,,,5,5,0,100.0,1.67,0,0,0,,0,,19,0,0,5,6.6,0,0,0,,655,2022-11-12,宮城県,本山製作所青葉アリーナ,751,12:00,13:20,1:20,佐々木克之,酒巻祐亮,紺野千賀子,渡部隆一,リガーレ仙台,JAぎふリオレーナ,5
11,,末永真由,3,■,■,■,,,24,11,0,45.8,3.67,1,0,0,0.0,0,,8,0,2,2,0.0,1,0,0,0.0,655,2022-11-12,宮城県,本山製作所青葉アリーナ,751,12:00,13:20,1:20,佐々木克之,酒巻祐亮,紺野千賀子,渡部隆一,リガーレ仙台,JAぎふリオレーナ,11
12,,江川優貴,2,□,□,,,,1,0,0,0.0,,0,0,0,,0,,0,0,0,0,,0,0,0,,655,2022-11-12,宮城県,本山製作所青葉アリーナ,751,12:00,13:20,1:20,佐々木克之,酒巻祐亮,紺野千賀子,渡部隆一,リガーレ仙台,JAぎふリオレーナ,0
13,,加藤彩夏,3,■,■,■,,,19,9,0,47.4,3.0,0,0,0,,0,,6,0,0,0,0.0,12,2,6,41.7,655,2022-11-12,宮城県,本山製作所青葉アリーナ,751,12:00,13:20,1:20,佐々木克之,酒巻祐亮,紺野千賀子,渡部隆一,リガーレ仙台,JAぎふリオレーナ,9
14,,鈴木音,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,655,2022-11-12,宮城県,本山製作所青葉アリーナ,751,12:00,13:20,1:20,佐々木克之,酒巻祐亮,紺野千賀子,渡部隆一,リガーレ仙台,JAぎふリオレーナ,0
15,,鈴木美空,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,655,2022-11-12,宮城県,本山製作所青葉アリーナ,751,12:00,13:20,1:20,佐々木克之,酒巻祐亮,紺野千賀子,渡部隆一,リガーレ仙台,JAぎふリオレーナ,0
16,,柳下夏苗,1,,,□,,,1,1,0,100.0,1.0,0,0,0,,0,,0,0,0,0,,0,0,0,,655,2022-11-12,宮城県,本山製作所青葉アリーナ,751,12:00,13:20,1:20,佐々木克之,酒巻祐亮,紺野千賀子,渡部隆一,リガーレ仙台,JAぎふリオレーナ,1
1,,高石明美,3,■,■,■,,,35,15,5,42.9,5.0,6,4,1,66.7,0,,9,1,3,0,2.8,1,1,0,100.0,655,2022-11-12,宮城県,本山製作所青葉アリーナ,751,12:00,13:20,1:20,佐々木克之,酒巻祐亮,紺野千賀子,渡部隆一,JAぎふリオレーナ,リガーレ仙台,16
2,,山根茉唯加,3,■,■,■,,,31,12,1,38.7,4.0,3,0,0,0.0,0,,14,3,4,1,16.1,5,2,2,60.0,655,2022-11-12,宮城県,本山製作所青葉アリーナ,751,12:00,13:20,1:20,佐々木克之,酒巻祐亮,紺野千賀子,渡部隆一,JAぎふリオレーナ,リガーレ仙台,15
3,,梅田莉樹子,3,■,■,■,,,8,4,0,50.0,1.33,1,0,0,0.0,1,0.33,8,1,0,0,12.5,0,0,0,,655,2022-11-12,宮城県,本山製作所青葉アリーナ,751,12:00,13:20,1:20,佐々木克之,酒巻祐亮,紺野千賀子,渡部隆一,JAぎふリオレーナ,リガーレ仙台,6
4,,皆川莉乃,3,■,■,■,,,17,3,1,17.6,1.0,0,0,0,,0,,5,1,0,1,25.0,1,1,0,100.0,655,2022-11-12,宮城県,本山製作所青葉アリーナ,751,12:00,13:20,1:20,佐々木克之,酒巻祐亮,紺野千賀子,渡部隆一,JAぎふリオレーナ,リガーレ仙台,4
5,,山本裕香,3,■,■,■,,,16,5,1,31.2,1.67,4,0,1,0.0,0,,8,0,1,1,0.0,51,24,18,64.7,655,2022-11-12,宮城県,本山製作所青葉アリーナ,751,12:00,13:20,1:20,佐々木克之,酒巻祐亮,紺野千賀子,渡部隆一,JAぎふリオレーナ,リガーレ仙台,5
6,,宮井遥,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,655,2022-11-12,宮城県,本山製作所青葉アリーナ,751,12:00,13:20,1:20,佐々木克之,酒巻祐亮,紺野千賀子,渡部隆一,JAぎふリオレーナ,リガーレ仙台,0
7,L,加藤萌,3,●,●,●,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,7,3,4,71.4,655,2022-11-12,宮城県,本山製作所青葉アリーナ,751,12:00,13:20,1:20,佐々木克之,酒巻祐亮,紺野千賀子,渡部隆一,JAぎふリオレーナ,リガーレ仙台,0
11,,三宅楓,2,,□,□,,,0,0,0,,,0,0,0,,0,,3,0,0,0,0.0,0,0,0,,655,2022-11-12,宮城県,本山製作所青葉アリーナ,751,12:00,13:20,1:20,佐々木克之,酒巻祐亮,紺野千賀子,渡部隆一,JAぎふリオレーナ,リガーレ仙台,0
12,,野毛かえで,2,□,,□,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,2,2,0,100.0,655,2022-11-12,宮城県,本山製作所青葉アリーナ,751,12:00,13:20,1:20,佐々木克之,酒巻祐亮,紺野千賀子,渡部隆一,JAぎふリオレーナ,リガーレ仙台,0
16,,西條華子,2,□,,□,,,0,0,0,,,0,0,0,,0,,3,0,1,1,0.0,0,0,0,,655,2022-11-12,宮城県,本山製作所青葉アリーナ,751,12:00,13:20,1:20,佐々木克之,酒巻祐亮,紺野千賀子,渡部隆一,JAぎふリオレーナ,リガーレ仙台,0
17,,唐川愛璃,3,■,■,■,,,0,0,0,,,0,0,0,,0,,5,0,0,2,10.0,0,0,0,,655,2022-11-12,宮城県,本山製作所青葉アリーナ,751,12:00,13:20,1:20,佐々木克之,酒巻祐亮,紺野千賀子,渡部隆一,JAぎふリオレーナ,リガーレ仙台,0
19,,柳沼優花,1,,□,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,3,0,1,16.7,655,2022-11-12,宮城県,本山製作所青葉アリーナ,751,12:00,13:20,1:20,佐々木克之,酒巻祐亮,紺野千賀子,渡部隆一,JAぎふリオレーナ,リガーレ仙台,0
1,,オケケアルメソマチ,3,□,■,□,,,25,11,2,44.0,3.67,2,0,1,0.0,1,0.33,7,1,1,0,10.7,0,0,0,,656,2022-11-12,宮城県,本山製作所青葉アリーナ,374,15:00,16:35,1:35,佐々木克之,早坂行博,佐藤恵美,渡部隆一,プレステージ・インターナショナルアランマーレ,ヴィアティン三重,13
2,,前田美紅,3,■,■,■,,,34,9,1,26.5,3.0,3,0,0,0.0,1,0.33,7,0,2,1,-3.6,15,4,6,46.7,656,2022-11-12,宮城県,本山製作所青葉アリーナ,374,15:00,16:35,1:35,佐々木克之,早坂行博,佐藤恵美,渡部隆一,プレステージ・インターナショナルアランマーレ,ヴィアティン三重,10
3,,木村友里,3,■,■,■,,,18,4,2,22.2,1.33,1,0,0,0.0,1,0.33,8,0,0,3,9.4,17,8,4,58.8,656,2022-11-12,宮城県,本山製作所青葉アリーナ,374,15:00,16:35,1:35,佐々木克之,早坂行博,佐藤恵美,渡部隆一,プレステージ・インターナショナルアランマーレ,ヴィアティン三重,5
4,,菅原里奈,3,■,■,■,,,14,7,0,50.0,2.33,0,0,0,,1,0.33,7,0,1,0,-3.6,1,1,0,100.0,656,2022-11-12,宮城県,本山製作所青葉アリーナ,374,15:00,16:35,1:35,佐々木克之,早坂行博,佐藤恵美,渡部隆一,プレステージ・インターナショナルアランマーレ,ヴィアティン三重,8
6,,宮本菜月,3,■,□,■,,,17,4,0,23.5,1.33,2,0,0,0.0,0,,10,0,0,4,10.0,0,0,0,,656,2022-11-12,宮城県,本山製作所青葉アリーナ,374,15:00,16:35,1:35,佐々木克之,早坂行博,佐藤恵美,渡部隆一,プレステージ・インターナショナルアランマーレ,ヴィアティン三重,4
7,,伊藤摩耶,3,■,■,■,,,14,7,3,50.0,2.33,1,1,0,100.0,0,,17,1,1,5,11.8,0,0,0,,656,2022-11-12,宮城県,本山製作所青葉アリーナ,374,15:00,16:35,1:35,佐々木克之,早坂行博,佐藤恵美,渡部隆一,プレステージ・インターナショナルアランマーレ,ヴィアティン三重,8
9,,草島華穂,1,□,,,,,0,0,0,,,0,0,0,,0,,2,0,0,0,0.0,0,0,0,,656,2022-11-12,宮城県,本山製作所青葉アリーナ,374,15:00,16:35,1:35,佐々木克之,早坂行博,佐藤恵美,渡部隆一,プレステージ・インターナショナルアランマーレ,ヴィアティン三重,0
10,,柳沢紫子,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,656,2022-11-12,宮城県,本山製作所青葉アリーナ,374,15:00,16:35,1:35,佐々木克之,早坂行博,佐藤恵美,渡部隆一,プレステージ・インターナショナルアランマーレ,ヴィアティン三重,0
12,,石盛めるも,3,■,□,■,,,2,1,0,50.0,0.33,0,0,0,,0,,9,1,0,1,13.9,0,0,0,,656,2022-11-12,宮城県,本山製作所青葉アリーナ,374,15:00,16:35,1:35,佐々木克之,早坂行博,佐藤恵美,渡部隆一,プレステージ・インターナショナルアランマーレ,ヴィアティン三重,2
14,,長尾のどか,3,□,■,□,,,1,0,0,0.0,,0,0,0,,0,,4,1,0,0,25.0,0,0,0,,656,2022-11-12,宮城県,本山製作所青葉アリーナ,374,15:00,16:35,1:35,佐々木克之,早坂行博,佐藤恵美,渡部隆一,プレステージ・インターナショナルアランマーレ,ヴィアティン三重,1
16,,角田南見,1,,,□,,,3,0,0,0.0,,0,0,0,,0,,1,0,0,0,0.0,2,0,0,0.0,656,2022-11-12,宮城県,本山製作所青葉アリーナ,374,15:00,16:35,1:35,佐々木克之,早坂行博,佐藤恵美,渡部隆一,プレステージ・インターナショナルアランマーレ,ヴィアティン三重,0
17,,有村涼美,2,,□,□,,,14,8,0,57.1,4.0,3,1,0,33.3,0,,4,0,0,1,6.2,10,4,6,70.0,656,2022-11-12,宮城県,本山製作所青葉アリーナ,374,15:00,16:35,1:35,佐々木克之,早坂行博,佐藤恵美,渡部隆一,プレステージ・インターナショナルアランマーレ,ヴィアティン三重,8
18,,佐藤菜々美,1,,,□,,,8,2,0,25.0,2.0,0,0,0,,1,1.0,1,0,0,1,25.0,0,0,0,,656,2022-11-12,宮城県,本山製作所青葉アリーナ,374,15:00,16:35,1:35,佐々木克之,早坂行博,佐藤恵美,渡部隆一,プレステージ・インターナショナルアランマーレ,ヴィアティン三重,3
19,L,有薗未也美,3,●,●,●,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,19,6,10,57.9,656,2022-11-12,宮城県,本山製作所青葉アリーナ,374,15:00,16:35,1:35,佐々木克之,早坂行博,佐藤恵美,渡部隆一,プレステージ・インターナショナルアランマーレ,ヴィアティン三重,0
2,,黒川つづみ,2,□,,□,,,0,0,0,,,0,0,0,,0,,4,0,0,0,0.0,0,0,0,,656,2022-11-12,宮城県,本山製作所青葉アリーナ,374,15:00,16:35,1:35,佐々木克之,早坂行博,佐藤恵美,渡部隆一,ヴィアティン三重,プレステージ・インターナショナルアランマーレ,0
3,,深草絵里奈,3,■,■,■,,,20,12,1,60.0,4.0,0,0,0,,0,,15,2,1,4,18.3,11,2,5,40.9,656,2022-11-12,宮城県,本山製作所青葉アリーナ,374,15:00,16:35,1:35,佐々木克之,早坂行博,佐藤恵美,渡部隆一,ヴィアティン三重,プレステージ・インターナショナルアランマーレ,14
5,,光野星良,3,■,■,■,,,30,11,0,36.7,3.67,0,0,0,,2,0.67,11,0,1,0,-2.3,2,0,1,25.0,656,2022-11-12,宮城県,本山製作所青葉アリーナ,374,15:00,16:35,1:35,佐々木克之,早坂行博,佐藤恵美,渡部隆一,ヴィアティン三重,プレステージ・インターナショナルアランマーレ,13
6,,長田詩夏,3,■,■,■,,,2,0,0,0.0,,1,0,0,0.0,0,,14,0,0,6,10.7,0,0,0,,656,2022-11-12,宮城県,本山製作所青葉アリーナ,374,15:00,16:35,1:35,佐々木克之,早坂行博,佐藤恵美,渡部隆一,ヴィアティン三重,プレステージ・インターナショナルアランマーレ,0
7,L,倉田はるか,3,●,●,●,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,15,6,6,60.0,656,2022-11-12,宮城県,本山製作所青葉アリーナ,374,15:00,16:35,1:35,佐々木克之,早坂行博,佐藤恵美,渡部隆一,ヴィアティン三重,プレステージ・インターナショナルアランマーレ,0
9,,草深ことみ,3,■,■,■,,,43,13,4,30.2,4.33,9,2,1,22.2,0,,9,0,2,2,0.0,0,0,0,,656,2022-11-12,宮城県,本山製作所青葉アリーナ,374,15:00,16:35,1:35,佐々木克之,早坂行博,佐藤恵美,渡部隆一,ヴィアティン三重,プレステージ・インターナショナルアランマーレ,13
10,,長濱和,3,■,■,■,,,20,6,2,30.0,2.0,2,0,0,0.0,1,0.33,8,0,0,0,0.0,25,8,8,48.0,656,2022-11-12,宮城県,本山製作所青葉アリーナ,374,15:00,16:35,1:35,佐々木克之,早坂行博,佐藤恵美,渡部隆一,ヴィアティン三重,プレステージ・インターナショナルアランマーレ,7
11,,筬島由芽,1,□,,,,,0,0,0,,,0,0,0,,0,,1,0,0,0,0.0,0,0,0,,656,2022-11-12,宮城県,本山製作所青葉アリーナ,374,15:00,16:35,1:35,佐々木克之,早坂行博,佐藤恵美,渡部隆一,ヴィアティン三重,プレステージ・インターナショナルアランマーレ,0
13,,水谷夕夏,1,,□,,,,0,0,0,,,0,0,0,,0,,1,0,0,0,0.0,0,0,0,,656,2022-11-12,宮城県,本山製作所青葉アリーナ,374,15:00,16:35,1:35,佐々木克之,早坂行博,佐藤恵美,渡部隆一,ヴィアティン三重,プレステージ・インターナショナルアランマーレ,0
17,,村尾瞳,1,,,□,,,1,0,0,0.0,,0,0,0,,0,,0,0,0,0,,0,0,0,,656,2022-11-12,宮城県,本山製作所青葉アリーナ,374,15:00,16:35,1:35,佐々木克之,早坂行博,佐藤恵美,渡部隆一,ヴィアティン三重,プレステージ・インターナショナルアランマーレ,0
20,,北島楓,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,656,2022-11-12,宮城県,本山製作所青葉アリーナ,374,15:00,16:35,1:35,佐々木克之,早坂行博,佐藤恵美,渡部隆一,ヴィアティン三重,プレステージ・インターナショナルアランマーレ,0
21,,浅川希,3,■,■,■,,,28,5,2,17.9,1.67,0,0,0,,0,,7,0,2,1,-3.6,18,10,6,72.2,656,2022-11-12,宮城県,本山製作所青葉アリーナ,374,15:00,16:35,1:35,佐々木克之,早坂行博,佐藤恵美,渡部隆一,ヴィアティン三重,プレステージ・インターナショナルアランマーレ,5
23,,田渕愛花,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,656,2022-11-12,宮城県,本山製作所青葉アリーナ,374,15:00,16:35,1:35,佐々木克之,早坂行博,佐藤恵美,渡部隆一,ヴィアティン三重,プレステージ・インターナショナルアランマーレ,0
25,,川釣真緒,2,□,,□,,,0,0,0,,,0,0,0,,1,0.5,0,0,0,0,,0,0,0,,656,2022-11-12,宮城県,本山製作所青葉アリーナ,374,15:00,16:35,1:35,佐々木克之,早坂行博,佐藤恵美,渡部隆一,ヴィアティン三重,プレステージ・インターナショナルアランマーレ,1
1,,杉浦文香,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,657,2022-11-13,宮城県,本山製作所青葉アリーナ,825,12:00,13:18,1:18,佐々木克之,酒巻祐亮,佐藤慎也,渡部隆一,リガーレ仙台,GSS東京サンビームズ,0
2,,小松泉穂,1,,□,,,,0,0,0,,,0,0,0,,0,,1,0,0,0,0.0,1,0,0,0.0,657,2022-11-13,宮城県,本山製作所青葉アリーナ,825,12:00,13:18,1:18,佐々木克之,酒巻祐亮,佐藤慎也,渡部隆一,リガーレ仙台,GSS東京サンビームズ,0
3,,宮田あかり,3,■,■,■,,,19,10,0,52.6,3.33,0,0,0,,3,1.0,16,1,0,4,12.5,0,0,0,,657,2022-11-13,宮城県,本山製作所青葉アリーナ,825,12:00,13:18,1:18,佐々木克之,酒巻祐亮,佐藤慎也,渡部隆一,リガーレ仙台,GSS東京サンビームズ,14
4,,小澤史苑,2,■,■,,,,2,0,0,0.0,,0,0,0,,1,0.5,4,0,0,1,6.2,8,3,5,68.8,657,2022-11-13,宮城県,本山製作所青葉アリーナ,825,12:00,13:18,1:18,佐々木克之,酒巻祐亮,佐藤慎也,渡部隆一,リガーレ仙台,GSS東京サンビームズ,1
5,L,佐藤あり紗,3,●,●,●,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,5,0,4,40.0,657,2022-11-13,宮城県,本山製作所青葉アリーナ,825,12:00,13:18,1:18,佐々木克之,酒巻祐亮,佐藤慎也,渡部隆一,リガーレ仙台,GSS東京サンビームズ,0
6,,清和真奈美,2,□,,■,,,4,2,0,50.0,1.0,1,0,0,0.0,0,,10,0,0,0,0.0,5,3,1,70.0,657,2022-11-13,宮城県,本山製作所青葉アリーナ,825,12:00,13:18,1:18,佐々木克之,酒巻祐亮,佐藤慎也,渡部隆一,リガーレ仙台,GSS東京サンビームズ,2
7,,大貫菜生,3,■,■,■,,,22,12,0,54.5,4.0,0,0,0,,3,1.0,5,0,0,1,5.0,0,0,0,,657,2022-11-13,宮城県,本山製作所青葉アリーナ,825,12:00,13:18,1:18,佐々木克之,酒巻祐亮,佐藤慎也,渡部隆一,リガーレ仙台,GSS東京サンビームズ,15
9,,加藤優奈,3,■,■,■,,,2,0,0,0.0,,0,0,0,,0,,21,2,0,6,16.7,0,0,0,,657,2022-11-13,宮城県,本山製作所青葉アリーナ,825,12:00,13:18,1:18,佐々木克之,酒巻祐亮,佐藤慎也,渡部隆一,リガーレ仙台,GSS東京サンビームズ,2
11,,末永真由,3,■,■,■,,,46,13,5,28.3,4.33,0,0,0,,0,,4,0,0,0,0.0,1,0,1,50.0,657,2022-11-13,宮城県,本山製作所青葉アリーナ,825,12:00,13:18,1:18,佐々木克之,酒巻祐亮,佐藤慎也,渡部隆一,リガーレ仙台,GSS東京サンビームズ,13
12,,江川優貴,1,,,■,,,11,2,0,18.2,2.0,0,0,0,,0,,1,0,0,1,25.0,2,1,1,75.0,657,2022-11-13,宮城県,本山製作所青葉アリーナ,825,12:00,13:18,1:18,佐々木克之,酒巻祐亮,佐藤慎也,渡部隆一,リガーレ仙台,GSS東京サンビームズ,2
13,,加藤彩夏,3,■,■,□,,,11,7,1,63.6,2.33,0,0,0,,0,,5,0,0,0,0.0,18,3,12,50.0,657,2022-11-13,宮城県,本山製作所青葉アリーナ,825,12:00,13:18,1:18,佐々木克之,酒巻祐亮,佐藤慎也,渡部隆一,リガーレ仙台,GSS東京サンビームズ,7
14,,鈴木音,1,,,□,,,0,0,0,,,0,0,0,,0,,1,0,0,0,0.0,2,0,2,50.0,657,2022-11-13,宮城県,本山製作所青葉アリーナ,825,12:00,13:18,1:18,佐々木克之,酒巻祐亮,佐藤慎也,渡部隆一,リガーレ仙台,GSS東京サンビームズ,0
15,,鈴木美空,1,□,,,,,1,0,0,0.0,,0,0,0,,0,,1,0,0,0,0.0,0,0,0,,657,2022-11-13,宮城県,本山製作所青葉アリーナ,825,12:00,13:18,1:18,佐々木克之,酒巻祐亮,佐藤慎也,渡部隆一,リガーレ仙台,GSS東京サンビームズ,0
16,,柳下夏苗,2,□,□,,,,8,4,3,50.0,2.0,0,0,0,,0,,5,0,1,0,-5.0,2,0,2,50.0,657,2022-11-13,宮城県,本山製作所青葉アリーナ,825,12:00,13:18,1:18,佐々木克之,酒巻祐亮,佐藤慎也,渡部隆一,リガーレ仙台,GSS東京サンビームズ,4
3,,合屋咲希,1,■,,,,,5,0,1,0.0,,1,0,0,0.0,0,,2,0,0,0,0.0,2,1,0,50.0,657,2022-11-13,宮城県,本山製作所青葉アリーナ,825,12:00,13:18,1:18,佐々木克之,酒巻祐亮,佐藤慎也,渡部隆一,GSS東京サンビームズ,リガーレ仙台,0
5,,色摩知巳,2,,□,■,,,21,8,0,38.1,4.0,0,0,0,,1,0.5,6,0,0,1,4.2,1,0,0,0.0,657,2022-11-13,宮城県,本山製作所青葉アリーナ,825,12:00,13:18,1:18,佐々木克之,酒巻祐亮,佐藤慎也,渡部隆一,GSS東京サンビームズ,リガーレ仙台,9
6,,勝見咲子,3,■,■,■,,,36,10,4,27.8,3.33,4,0,0,0.0,0,,8,0,2,2,0.0,10,2,6,50.0,657,2022-11-13,宮城県,本山製作所青葉アリーナ,825,12:00,13:18,1:18,佐々木克之,酒巻祐亮,佐藤慎也,渡部隆一,GSS東京サンビームズ,リガーレ仙台,10
8,,野嶋華鈴,2,■,■,,,,19,4,0,21.1,2.0,0,0,0,,0,,3,0,1,0,-8.3,7,1,4,42.9,657,2022-11-13,宮城県,本山製作所青葉アリーナ,825,12:00,13:18,1:18,佐々木克之,酒巻祐亮,佐藤慎也,渡部隆一,GSS東京サンビームズ,リガーレ仙台,4
10,,菊地零,1,,□,,,,4,1,0,25.0,1.0,0,0,0,,0,,0,0,0,0,,0,0,0,,657,2022-11-13,宮城県,本山製作所青葉アリーナ,825,12:00,13:18,1:18,佐々木克之,酒巻祐亮,佐藤慎也,渡部隆一,GSS東京サンビームズ,リガーレ仙台,1
14,,森田英莉,3,□,■,■,,,20,5,2,25.0,1.67,0,0,0,,1,0.33,6,0,0,0,0.0,23,10,7,58.7,657,2022-11-13,宮城県,本山製作所青葉アリーナ,825,12:00,13:18,1:18,佐々木克之,酒巻祐亮,佐藤慎也,渡部隆一,GSS東京サンビームズ,リガーレ仙台,6
15,,伊藤きわ美,1,,,□,,,0,0,0,,,0,0,0,,0,,1,0,0,0,0.0,4,0,4,50.0,657,2022-11-13,宮城県,本山製作所青葉アリーナ,825,12:00,13:18,1:18,佐々木克之,酒巻祐亮,佐藤慎也,渡部隆一,GSS東京サンビームズ,リガーレ仙台,0
18,,及川佑加,3,■,■,■,,,12,1,0,8.3,0.33,0,0,0,,0,,9,0,0,1,2.8,0,0,0,,657,2022-11-13,宮城県,本山製作所青葉アリーナ,825,12:00,13:18,1:18,佐々木克之,酒巻祐亮,佐藤慎也,渡部隆一,GSS東京サンビームズ,リガーレ仙台,1
19,L,槇森有香,1,●,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,7,2,4,57.1,657,2022-11-13,宮城県,本山製作所青葉アリーナ,825,12:00,13:18,1:18,佐々木克之,酒巻祐亮,佐藤慎也,渡部隆一,GSS東京サンビームズ,リガーレ仙台,0
