No.,L,Player,Set,1set,2set,3set,4set,5set,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,GameId,Date,Place,Venue,Spectators,StartTime,EndTime,GameTime,JURY,ChiefUmpire,SubUmpire,Judge,Team,Op.Team,Point
6,,向井沙樹,3,■,■,■,,,1,0,0,0.0,,0,0,0,,0,,8,0,1,4,9.4,0,0,0,,652,2022-11-06,長野県,軽井沢風越公園総合体育館,350,12:00,13:22,1:22,三見洋子,北原良太,山条康弘,嶋田和明,フォレストリーヴズ熊本,千葉エンゼルクロス,0
7,,萩原透海,1,,□,,,,3,0,0,0.0,,0,0,0,,0,,2,0,1,1,0.0,2,1,0,50.0,652,2022-11-06,長野県,軽井沢風越公園総合体育館,350,12:00,13:22,1:22,三見洋子,北原良太,山条康弘,嶋田和明,フォレストリーヴズ熊本,千葉エンゼルクロス,0
8,,大高るり,3,■,■,■,,,22,8,2,36.4,2.67,0,0,0,,0,,12,1,0,5,18.8,1,1,0,100.0,652,2022-11-06,長野県,軽井沢風越公園総合体育館,350,12:00,13:22,1:22,三見洋子,北原良太,山条康弘,嶋田和明,フォレストリーヴズ熊本,千葉エンゼルクロス,9
9,L,河合桃香,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,652,2022-11-06,長野県,軽井沢風越公園総合体育館,350,12:00,13:22,1:22,三見洋子,北原良太,山条康弘,嶋田和明,フォレストリーヴズ熊本,千葉エンゼルクロス,0
10,L,岡田楓奈,3,●,●,●,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,15,9,2,66.7,652,2022-11-06,長野県,軽井沢風越公園総合体育館,350,12:00,13:22,1:22,三見洋子,北原良太,山条康弘,嶋田和明,フォレストリーヴズ熊本,千葉エンゼルクロス,0
11,,中條菜津紀,2,□,,□,,,0,0,0,,,0,0,0,,0,,2,1,0,1,62.5,0,0,0,,652,2022-11-06,長野県,軽井沢風越公園総合体育館,350,12:00,13:22,1:22,三見洋子,北原良太,山条康弘,嶋田和明,フォレストリーヴズ熊本,千葉エンゼルクロス,1
12,,入江彩水,3,■,■,■,,,53,14,3,26.4,4.67,4,2,0,50.0,0,,9,0,0,3,8.3,26,15,7,71.2,652,2022-11-06,長野県,軽井沢風越公園総合体育館,350,12:00,13:22,1:22,三見洋子,北原良太,山条康弘,嶋田和明,フォレストリーヴズ熊本,千葉エンゼルクロス,14
13,,七條彩乃,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,652,2022-11-06,長野県,軽井沢風越公園総合体育館,350,12:00,13:22,1:22,三見洋子,北原良太,山条康弘,嶋田和明,フォレストリーヴズ熊本,千葉エンゼルクロス,0
14,,大谷芽衣,2,□,,□,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,3,0,1,16.7,652,2022-11-06,長野県,軽井沢風越公園総合体育館,350,12:00,13:22,1:22,三見洋子,北原良太,山条康弘,嶋田和明,フォレストリーヴズ熊本,千葉エンゼルクロス,0
16,,和田法子,2,,□,■,,,7,3,0,42.9,1.5,0,0,0,,2,1.0,8,1,0,2,18.8,0,0,0,,652,2022-11-06,長野県,軽井沢風越公園総合体育館,350,12:00,13:22,1:22,三見洋子,北原良太,山条康弘,嶋田和明,フォレストリーヴズ熊本,千葉エンゼルクロス,6
17,,川上理梨奈,1,,,□,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,652,2022-11-06,長野県,軽井沢風越公園総合体育館,350,12:00,13:22,1:22,三見洋子,北原良太,山条康弘,嶋田和明,フォレストリーヴズ熊本,千葉エンゼルクロス,0
3,,合屋咲希,4,■,■,■,■,,23,8,1,34.8,2.0,0,0,0,,4,1.0,11,0,2,4,4.5,18,6,6,50.0,653,2022-11-06,長野県,軽井沢風越公園総合体育館,350,15:00,16:54,1:54,三見洋子,中島俊昌,待井広光,片平知之,GSS東京サンビームズ,群馬銀行グリーンウイングス,12
5,,色摩知巳,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,653,2022-11-06,長野県,軽井沢風越公園総合体育館,350,15:00,16:54,1:54,三見洋子,中島俊昌,待井広光,片平知之,GSS東京サンビームズ,群馬銀行グリーンウイングス,0
6,,勝見咲子,4,■,■,■,■,,46,14,0,30.4,3.5,4,2,0,50.0,0,,20,2,1,5,15.0,20,10,2,55.0,653,2022-11-06,長野県,軽井沢風越公園総合体育館,350,15:00,16:54,1:54,三見洋子,中島俊昌,待井広光,片平知之,GSS東京サンビームズ,群馬銀行グリーンウイングス,16
8,,野嶋華鈴,4,■,■,■,■,,29,4,3,13.8,1.0,0,0,0,,0,,11,1,0,2,13.6,16,8,3,59.4,653,2022-11-06,長野県,軽井沢風越公園総合体育館,350,15:00,16:54,1:54,三見洋子,中島俊昌,待井広光,片平知之,GSS東京サンビームズ,群馬銀行グリーンウイングス,5
10,,菊地零,1,,□,,,,0,0,0,,,0,0,0,,0,,1,0,0,0,0.0,0,0,0,,653,2022-11-06,長野県,軽井沢風越公園総合体育館,350,15:00,16:54,1:54,三見洋子,中島俊昌,待井広光,片平知之,GSS東京サンビームズ,群馬銀行グリーンウイングス,0
14,,森田英莉,4,□,□,□,□,,0,0,0,,,0,0,0,,0,,3,0,0,2,16.7,9,4,1,50.0,653,2022-11-06,長野県,軽井沢風越公園総合体育館,350,15:00,16:54,1:54,三見洋子,中島俊昌,待井広光,片平知之,GSS東京サンビームズ,群馬銀行グリーンウイングス,0
15,,伊藤きわ美,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,653,2022-11-06,長野県,軽井沢風越公園総合体育館,350,15:00,16:54,1:54,三見洋子,中島俊昌,待井広光,片平知之,GSS東京サンビームズ,群馬銀行グリーンウイングス,0
18,,及川佑加,4,■,■,■,■,,21,5,2,23.8,1.25,0,0,0,,3,0.75,9,0,0,1,2.8,0,0,0,,653,2022-11-06,長野県,軽井沢風越公園総合体育館,350,15:00,16:54,1:54,三見洋子,中島俊昌,待井広光,片平知之,GSS東京サンビームズ,群馬銀行グリーンウイングス,8
19,L,槇森有香,4,●,●,●,●,,0,0,0,,,0,0,0,,0,,0,0,0,0,,22,14,2,68.2,653,2022-11-06,長野県,軽井沢風越公園総合体育館,350,15:00,16:54,1:54,三見洋子,中島俊昌,待井広光,片平知之,GSS東京サンビームズ,群馬銀行グリーンウイングス,0
21,,張心穆意,4,■,■,■,■,,39,13,2,33.3,3.25,0,0,0,,1,0.25,8,0,0,2,6.2,0,0,0,,653,2022-11-06,長野県,軽井沢風越公園総合体育館,350,15:00,16:54,1:54,三見洋子,中島俊昌,待井広光,片平知之,GSS東京サンビームズ,群馬銀行グリーンウイングス,14
22,,小泉海藍,1,,,,□,,6,1,0,16.7,1.0,0,0,0,,0,,2,0,1,0,-12.5,0,0,0,,653,2022-11-06,長野県,軽井沢風越公園総合体育館,350,15:00,16:54,1:54,三見洋子,中島俊昌,待井広光,片平知之,GSS東京サンビームズ,群馬銀行グリーンウイングス,1
24,,重田美音,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,653,2022-11-06,長野県,軽井沢風越公園総合体育館,350,15:00,16:54,1:54,三見洋子,中島俊昌,待井広光,片平知之,GSS東京サンビームズ,群馬銀行グリーンウイングス,0
26,L,畠山初音,4,〇,〇,〇,〇,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,653,2022-11-06,長野県,軽井沢風越公園総合体育館,350,15:00,16:54,1:54,三見洋子,中島俊昌,待井広光,片平知之,GSS東京サンビームズ,群馬銀行グリーンウイングス,0
28,,黒田茉央,4,■,■,■,■,,3,1,0,33.3,0.25,0,0,0,,0,,15,0,1,1,0.0,2,0,0,0.0,653,2022-11-06,長野県,軽井沢風越公園総合体育館,350,15:00,16:54,1:54,三見洋子,中島俊昌,待井広光,片平知之,GSS東京サンビームズ,群馬銀行グリーンウイングス,1
1,,田中瑠奈,1,,,,□,,5,2,0,40.0,2.0,2,2,0,100.0,0,,1,0,0,1,25.0,0,0,0,,653,2022-11-06,長野県,軽井沢風越公園総合体育館,350,15:00,16:54,1:54,三見洋子,中島俊昌,待井広光,片平知之,群馬銀行グリーンウイングス,GSS東京サンビームズ,2
2,L,吉岡みなみ,2,,,〇,〇,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,653,2022-11-06,長野県,軽井沢風越公園総合体育館,350,15:00,16:54,1:54,三見洋子,中島俊昌,待井広光,片平知之,群馬銀行グリーンウイングス,GSS東京サンビームズ,0
3,,菊地実結,3,■,■,■,,,25,9,2,36.0,3.0,0,0,0,,0,,12,2,0,3,22.9,6,3,1,58.3,653,2022-11-06,長野県,軽井沢風越公園総合体育館,350,15:00,16:54,1:54,三見洋子,中島俊昌,待井広光,片平知之,群馬銀行グリーンウイングス,GSS東京サンビームズ,11
4,,道下ひなの,4,■,■,■,■,,17,7,0,41.2,1.75,0,0,0,,3,0.75,14,0,1,2,1.8,0,0,0,,653,2022-11-06,長野県,軽井沢風越公園総合体育館,350,15:00,16:54,1:54,三見洋子,中島俊昌,待井広光,片平知之,群馬銀行グリーンウイングス,GSS東京サンビームズ,10
5,L,栗栖留生,4,●,●,●,●,,0,0,0,,,0,0,0,,0,,0,0,0,0,,19,16,1,86.8,653,2022-11-06,長野県,軽井沢風越公園総合体育館,350,15:00,16:54,1:54,三見洋子,中島俊昌,待井広光,片平知之,群馬銀行グリーンウイングス,GSS東京サンビームズ,0
6,,古市彩音,1,,,,□,,0,0,0,,,0,0,0,,0,,1,0,0,0,0.0,0,0,0,,653,2022-11-06,長野県,軽井沢風越公園総合体育館,350,15:00,16:54,1:54,三見洋子,中島俊昌,待井広光,片平知之,群馬銀行グリーンウイングス,GSS東京サンビームズ,0
7,,藤井寧々,3,,□,■,■,,31,9,3,29.0,3.0,5,0,0,0.0,2,0.67,12,1,1,4,14.6,17,9,4,64.7,653,2022-11-06,長野県,軽井沢風越公園総合体育館,350,15:00,16:54,1:54,三見洋子,中島俊昌,待井広光,片平知之,群馬銀行グリーンウイングス,GSS東京サンビームズ,12
8,,ハンタヴァエヴァンゲリア,2,■,■,,,,17,4,1,23.5,2.0,2,1,0,50.0,0,,3,0,1,0,-8.3,9,2,2,33.3,653,2022-11-06,長野県,軽井沢風越公園総合体育館,350,15:00,16:54,1:54,三見洋子,中島俊昌,待井広光,片平知之,群馬銀行グリーンウイングス,GSS東京サンビームズ,4
10,,白岩蘭奈,4,■,■,■,■,,38,15,2,39.5,3.75,1,0,0,0.0,0,,14,1,3,5,10.7,17,9,3,61.8,653,2022-11-06,長野県,軽井沢風越公園総合体育館,350,15:00,16:54,1:54,三見洋子,中島俊昌,待井広光,片平知之,群馬銀行グリーンウイングス,GSS東京サンビームズ,16
12,,小林知加,4,□,□,□,■,,10,6,0,60.0,1.5,0,0,0,,1,0.25,10,0,1,6,12.5,5,3,1,70.0,653,2022-11-06,長野県,軽井沢風越公園総合体育館,350,15:00,16:54,1:54,三見洋子,中島俊昌,待井広光,片平知之,群馬銀行グリーンウイングス,GSS東京サンビームズ,7
13,,清水愛,1,■,,,,,8,2,1,25.0,2.0,0,0,0,,0,,3,0,0,0,0.0,0,0,0,,653,2022-11-06,長野県,軽井沢風越公園総合体育館,350,15:00,16:54,1:54,三見洋子,中島俊昌,待井広光,片平知之,群馬銀行グリーンウイングス,GSS東京サンビームズ,2
15,,松尾奈津子,3,,□,□,■,,1,0,0,0.0,,0,0,0,,0,,6,0,1,1,0.0,0,0,0,,653,2022-11-06,長野県,軽井沢風越公園総合体育館,350,15:00,16:54,1:54,三見洋子,中島俊昌,待井広光,片平知之,群馬銀行グリーンウイングス,GSS東京サンビームズ,0
17,,伊藤寿奈,3,,■,■,■,,16,8,0,50.0,2.67,0,0,0,,2,0.67,9,0,0,2,5.6,1,1,0,100.0,653,2022-11-06,長野県,軽井沢風越公園総合体育館,350,15:00,16:54,1:54,三見洋子,中島俊昌,待井広光,片平知之,群馬銀行グリーンウイングス,GSS東京サンビームズ,10
18,,藤原愛,3,■,■,■,,,2,2,0,100.0,0.67,0,0,0,,0,,11,0,0,4,9.1,1,0,0,0.0,653,2022-11-06,長野県,軽井沢風越公園総合体育館,350,15:00,16:54,1:54,三見洋子,中島俊昌,待井広光,片平知之,群馬銀行グリーンウイングス,GSS東京サンビームズ,2
1,,島田櫻子,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,651,2022-11-05,広島県,猫田記念体育館,140,13:00,14:56,1:56,石井洋壮,熊本結,近藤宏顕,向井将貴,大野石油広島オイラーズ,ブレス浜松,0
2,,宮崎愛里,2,,,□,,■,8,3,2,37.5,1.5,1,1,0,100.0,0,,5,0,0,3,15.0,1,0,1,50.0,651,2022-11-05,広島県,猫田記念体育館,140,13:00,14:56,1:56,石井洋壮,熊本結,近藤宏顕,向井将貴,大野石油広島オイラーズ,ブレス浜松,3
4,,増田美久,4,■,■,,□,■,16,3,2,18.8,0.75,0,0,0,,0,,5,0,0,0,0.0,2,0,2,50.0,651,2022-11-05,広島県,猫田記念体育館,140,13:00,14:56,1:56,石井洋壮,熊本結,近藤宏顕,向井将貴,大野石油広島オイラーズ,ブレス浜松,3
5,,中西杏実,5,■,■,■,■,□,19,4,0,21.1,0.8,0,0,0,,0,,10,0,0,1,2.5,0,0,0,,651,2022-11-05,広島県,猫田記念体育館,140,13:00,14:56,1:56,石井洋壮,熊本結,近藤宏顕,向井将貴,大野石油広島オイラーズ,ブレス浜松,4
6,,川瀬ちあき,5,■,■,■,■,□,42,15,5,35.7,3.0,2,0,1,0.0,2,0.4,9,1,2,2,11.1,24,7,6,41.7,651,2022-11-05,広島県,猫田記念体育館,140,13:00,14:56,1:56,石井洋壮,熊本結,近藤宏顕,向井将貴,大野石油広島オイラーズ,ブレス浜松,18
7,,坂口莉乃,5,■,■,■,■,■,1,0,0,0.0,,0,0,0,,1,0.2,15,2,1,3,16.7,0,0,0,,651,2022-11-05,広島県,猫田記念体育館,140,13:00,14:56,1:56,石井洋壮,熊本結,近藤宏顕,向井将貴,大野石油広島オイラーズ,ブレス浜松,3
8,,牛頭七海,5,■,■,■,■,■,28,9,1,32.1,1.8,0,0,0,,1,0.2,12,0,0,2,4.2,8,3,4,62.5,651,2022-11-05,広島県,猫田記念体育館,140,13:00,14:56,1:56,石井洋壮,熊本結,近藤宏顕,向井将貴,大野石油広島オイラーズ,ブレス浜松,10
9,,佐藤萌々華,5,■,■,■,■,■,51,18,3,35.3,3.6,3,0,1,0.0,0,,16,3,2,4,21.9,17,9,4,64.7,651,2022-11-05,広島県,猫田記念体育館,140,13:00,14:56,1:56,石井洋壮,熊本結,近藤宏顕,向井将貴,大野石油広島オイラーズ,ブレス浜松,21
13,,足袋井愉環,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,651,2022-11-05,広島県,猫田記念体育館,140,13:00,14:56,1:56,石井洋壮,熊本結,近藤宏顕,向井将貴,大野石油広島オイラーズ,ブレス浜松,0
14,,浦井きらり,5,□,□,■,■,■,20,4,3,20.0,0.8,0,0,0,,0,,10,0,0,4,10.0,21,10,5,59.5,651,2022-11-05,広島県,猫田記念体育館,140,13:00,14:56,1:56,石井洋壮,熊本結,近藤宏顕,向井将貴,大野石油広島オイラーズ,ブレス浜松,4
15,,伴千尋,3,□,□,□,,,0,0,0,,,0,0,0,,0,,9,0,1,1,0.0,6,2,1,41.7,651,2022-11-05,広島県,猫田記念体育館,140,13:00,14:56,1:56,石井洋壮,熊本結,近藤宏顕,向井将貴,大野石油広島オイラーズ,ブレス浜松,0
17,L,土岡真央,5,●,●,●,●,●,0,0,0,,,0,0,0,,0,,0,0,0,0,,15,3,7,43.3,651,2022-11-05,広島県,猫田記念体育館,140,13:00,14:56,1:56,石井洋壮,熊本結,近藤宏顕,向井将貴,大野石油広島オイラーズ,ブレス浜松,0
1,,若泉佳穂,4,■,■,■,■,,47,14,4,29.8,3.5,13,1,1,7.7,1,0.25,15,2,3,4,15.0,0,0,0,,651,2022-11-05,広島県,猫田記念体育館,140,13:00,14:56,1:56,石井洋壮,熊本結,近藤宏顕,向井将貴,ブレス浜松,大野石油広島オイラーズ,17
2,,中野祐希,5,■,■,■,■,■,16,11,0,68.8,2.2,0,0,0,,1,0.2,24,2,2,8,14.6,2,0,2,50.0,651,2022-11-05,広島県,猫田記念体育館,140,13:00,14:56,1:56,石井洋壮,熊本結,近藤宏顕,向井将貴,ブレス浜松,大野石油広島オイラーズ,14
3,,播磨若奈,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,651,2022-11-05,広島県,猫田記念体育館,140,13:00,14:56,1:56,石井洋壮,熊本結,近藤宏顕,向井将貴,ブレス浜松,大野石油広島オイラーズ,0
4,,アンドラデレイレライニ,3,,□,,□,■,10,3,0,30.0,1.0,2,0,0,0.0,2,0.67,10,2,1,2,22.5,0,0,0,,651,2022-11-05,広島県,猫田記念体育館,140,13:00,14:56,1:56,石井洋壮,熊本結,近藤宏顕,向井将貴,ブレス浜松,大野石油広島オイラーズ,7
5,,丸山莉佳,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,651,2022-11-05,広島県,猫田記念体育館,140,13:00,14:56,1:56,石井洋壮,熊本結,近藤宏顕,向井将貴,ブレス浜松,大野石油広島オイラーズ,0
6,,中野樹里,5,■,■,■,■,■,33,9,5,27.3,1.8,7,0,1,0.0,4,0.8,12,1,2,1,6.2,29,11,10,55.2,651,2022-11-05,広島県,猫田記念体育館,140,13:00,14:56,1:56,石井洋壮,熊本結,近藤宏顕,向井将貴,ブレス浜松,大野石油広島オイラーズ,14
7,,平井裕菜,5,■,■,■,■,■,3,1,0,33.3,0.2,1,0,0,0.0,0,,9,0,0,2,5.6,0,0,0,,651,2022-11-05,広島県,猫田記念体育館,140,13:00,14:56,1:56,石井洋壮,熊本結,近藤宏顕,向井将貴,ブレス浜松,大野石油広島オイラーズ,1
8,,大谷瑞季,2,□,,□,,,1,0,0,0.0,,1,0,0,0.0,0,,1,0,0,1,25.0,3,2,0,66.7,651,2022-11-05,広島県,猫田記念体育館,140,13:00,14:56,1:56,石井洋壮,熊本結,近藤宏顕,向井将貴,ブレス浜松,大野石油広島オイラーズ,0
9,,山本実奈,1,,□,,,,1,0,0,0.0,,0,0,0,,0,,0,0,0,0,,1,0,0,0.0,651,2022-11-05,広島県,猫田記念体育館,140,13:00,14:56,1:56,石井洋壮,熊本結,近藤宏顕,向井将貴,ブレス浜松,大野石油広島オイラーズ,0
11,,森木かれん,2,□,,□,,,0,0,0,,,0,0,0,,0,,2,1,1,0,37.5,0,0,0,,651,2022-11-05,広島県,猫田記念体育館,140,13:00,14:56,1:56,石井洋壮,熊本結,近藤宏顕,向井将貴,ブレス浜松,大野石油広島オイラーズ,1
12,L,濱元さやか,5,●,●,●,●,●,0,0,0,,,0,0,0,,0,,0,0,0,0,,12,4,1,37.5,651,2022-11-05,広島県,猫田記念体育館,140,13:00,14:56,1:56,石井洋壮,熊本結,近藤宏顕,向井将貴,ブレス浜松,大野石油広島オイラーズ,0
13,,浅野奈菜,5,■,■,■,■,■,30,10,2,33.3,2.0,0,0,0,,3,0.6,11,1,1,1,9.1,2,1,0,50.0,651,2022-11-05,広島県,猫田記念体育館,140,13:00,14:56,1:56,石井洋壮,熊本結,近藤宏顕,向井将貴,ブレス浜松,大野石油広島オイラーズ,14
21,,水上真悠子,5,■,■,■,■,■,45,16,2,35.6,3.2,5,2,0,40.0,0,,25,1,1,5,8.0,33,15,14,66.7,651,2022-11-05,広島県,猫田記念体育館,140,13:00,14:56,1:56,石井洋壮,熊本結,近藤宏顕,向井将貴,ブレス浜松,大野石油広島オイラーズ,17
1,,島田櫻子,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,654,2022-11-06,広島県,猫田記念体育館,150,12:00,13:22,1:22,石井洋壮,熊本結,谷川哲也,泉谷俊二,大野石油広島オイラーズ,ヴィアティン三重,0
2,,宮崎愛里,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,654,2022-11-06,広島県,猫田記念体育館,150,12:00,13:22,1:22,石井洋壮,熊本結,谷川哲也,泉谷俊二,大野石油広島オイラーズ,ヴィアティン三重,0
4,,増田美久,3,■,■,■,,,29,12,2,41.4,4.0,0,0,0,,3,1.0,10,1,0,0,10.0,3,1,1,50.0,654,2022-11-06,広島県,猫田記念体育館,150,12:00,13:22,1:22,石井洋壮,熊本結,谷川哲也,泉谷俊二,大野石油広島オイラーズ,ヴィアティン三重,16
5,,中西杏実,3,■,■,■,,,17,6,2,35.3,2.0,0,0,0,,2,0.67,7,0,0,2,7.1,1,0,1,50.0,654,2022-11-06,広島県,猫田記念体育館,150,12:00,13:22,1:22,石井洋壮,熊本結,谷川哲也,泉谷俊二,大野石油広島オイラーズ,ヴィアティン三重,8
6,,川瀬ちあき,3,■,■,■,,,36,12,1,33.3,4.0,2,0,0,0.0,0,,7,0,1,3,7.1,7,3,2,57.1,654,2022-11-06,広島県,猫田記念体育館,150,12:00,13:22,1:22,石井洋壮,熊本結,谷川哲也,泉谷俊二,大野石油広島オイラーズ,ヴィアティン三重,12
7,,坂口莉乃,3,■,■,■,,,2,0,0,0.0,,0,0,0,,0,,18,0,0,9,12.5,0,0,0,,654,2022-11-06,広島県,猫田記念体育館,150,12:00,13:22,1:22,石井洋壮,熊本結,谷川哲也,泉谷俊二,大野石油広島オイラーズ,ヴィアティン三重,0
8,,牛頭七海,3,■,■,■,,,19,6,2,31.6,2.0,0,0,0,,0,,13,0,0,2,3.8,5,4,1,90.0,654,2022-11-06,広島県,猫田記念体育館,150,12:00,13:22,1:22,石井洋壮,熊本結,谷川哲也,泉谷俊二,大野石油広島オイラーズ,ヴィアティン三重,6
9,,佐藤萌々華,3,■,■,■,,,34,11,2,32.4,3.67,3,0,0,0.0,1,0.33,12,2,1,4,22.9,20,14,4,80.0,654,2022-11-06,広島県,猫田記念体育館,150,12:00,13:22,1:22,石井洋壮,熊本結,谷川哲也,泉谷俊二,大野石油広島オイラーズ,ヴィアティン三重,14
13,,足袋井愉環,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,654,2022-11-06,広島県,猫田記念体育館,150,12:00,13:22,1:22,石井洋壮,熊本結,谷川哲也,泉谷俊二,大野石油広島オイラーズ,ヴィアティン三重,0
14,,浦井きらり,2,,□,□,,,0,0,0,,,0,0,0,,0,,5,0,0,3,15.0,4,1,2,50.0,654,2022-11-06,広島県,猫田記念体育館,150,12:00,13:22,1:22,石井洋壮,熊本結,谷川哲也,泉谷俊二,大野石油広島オイラーズ,ヴィアティン三重,0
15,,伴千尋,3,□,□,□,,,0,0,0,,,0,0,0,,0,,3,1,0,1,41.7,5,4,0,80.0,654,2022-11-06,広島県,猫田記念体育館,150,12:00,13:22,1:22,石井洋壮,熊本結,谷川哲也,泉谷俊二,大野石油広島オイラーズ,ヴィアティン三重,1
17,L,土岡真央,3,●,●,●,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,15,7,4,60.0,654,2022-11-06,広島県,猫田記念体育館,150,12:00,13:22,1:22,石井洋壮,熊本結,谷川哲也,泉谷俊二,大野石油広島オイラーズ,ヴィアティン三重,0
2,,黒川つづみ,3,□,□,□,,,0,0,0,,,0,0,0,,0,,6,0,1,3,8.3,1,1,0,100.0,654,2022-11-06,広島県,猫田記念体育館,150,12:00,13:22,1:22,石井洋壮,熊本結,谷川哲也,泉谷俊二,ヴィアティン三重,大野石油広島オイラーズ,0
3,,深草絵里奈,3,■,■,■,,,16,3,2,18.8,1.0,0,0,0,,0,,8,0,0,1,3.1,4,0,2,25.0,654,2022-11-06,広島県,猫田記念体育館,150,12:00,13:22,1:22,石井洋壮,熊本結,谷川哲也,泉谷俊二,ヴィアティン三重,大野石油広島オイラーズ,3
5,,光野星良,3,■,■,■,,,25,8,4,32.0,2.67,0,0,0,,3,1.0,10,0,1,0,-2.5,1,0,0,0.0,654,2022-11-06,広島県,猫田記念体育館,150,12:00,13:22,1:22,石井洋壮,熊本結,谷川哲也,泉谷俊二,ヴィアティン三重,大野石油広島オイラーズ,11
6,,長田詩夏,3,■,■,■,,,3,1,0,33.3,0.33,2,1,0,50.0,0,,13,0,0,1,1.9,0,0,0,,654,2022-11-06,広島県,猫田記念体育館,150,12:00,13:22,1:22,石井洋壮,熊本結,谷川哲也,泉谷俊二,ヴィアティン三重,大野石油広島オイラーズ,1
7,L,倉田はるか,3,●,●,●,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,21,14,2,71.4,654,2022-11-06,広島県,猫田記念体育館,150,12:00,13:22,1:22,石井洋壮,熊本結,谷川哲也,泉谷俊二,ヴィアティン三重,大野石油広島オイラーズ,0
9,,草深ことみ,3,■,■,■,,,31,10,3,32.3,3.33,6,1,2,16.7,0,,7,0,2,2,0.0,1,1,0,100.0,654,2022-11-06,広島県,猫田記念体育館,150,12:00,13:22,1:22,石井洋壮,熊本結,谷川哲也,泉谷俊二,ヴィアティン三重,大野石油広島オイラーズ,10
10,,長濱和,3,■,■,■,,,45,19,1,42.2,6.33,4,0,0,0.0,0,,13,1,1,2,9.6,16,6,5,53.1,654,2022-11-06,広島県,猫田記念体育館,150,12:00,13:22,1:22,石井洋壮,熊本結,谷川哲也,泉谷俊二,ヴィアティン三重,大野石油広島オイラーズ,20
11,,筬島由芽,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,654,2022-11-06,広島県,猫田記念体育館,150,12:00,13:22,1:22,石井洋壮,熊本結,谷川哲也,泉谷俊二,ヴィアティン三重,大野石油広島オイラーズ,0
13,,水谷夕夏,1,,,□,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,2,0,1,25.0,654,2022-11-06,広島県,猫田記念体育館,150,12:00,13:22,1:22,石井洋壮,熊本結,谷川哲也,泉谷俊二,ヴィアティン三重,大野石油広島オイラーズ,0
17,,村尾瞳,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,654,2022-11-06,広島県,猫田記念体育館,150,12:00,13:22,1:22,石井洋壮,熊本結,谷川哲也,泉谷俊二,ヴィアティン三重,大野石油広島オイラーズ,0
20,L,北島楓,2,,〇,〇,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,654,2022-11-06,広島県,猫田記念体育館,150,12:00,13:22,1:22,石井洋壮,熊本結,谷川哲也,泉谷俊二,ヴィアティン三重,大野石油広島オイラーズ,0
21,,浅川希,3,■,■,■,,,25,7,2,28.0,2.33,0,0,0,,0,,8,0,0,1,3.1,26,7,6,38.5,654,2022-11-06,広島県,猫田記念体育館,150,12:00,13:22,1:22,石井洋壮,熊本結,谷川哲也,泉谷俊二,ヴィアティン三重,大野石油広島オイラーズ,7
23,,田渕愛花,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,654,2022-11-06,広島県,猫田記念体育館,150,12:00,13:22,1:22,石井洋壮,熊本結,谷川哲也,泉谷俊二,ヴィアティン三重,大野石油広島オイラーズ,0
25,,川釣真緒,2,,□,□,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,654,2022-11-06,広島県,猫田記念体育館,150,12:00,13:22,1:22,石井洋壮,熊本結,谷川哲也,泉谷俊二,ヴィアティン三重,大野石油広島オイラーズ,0
