No.,L,Player,PlaySet,1set,2set,3set,4set,5set,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,GameId,Date,Place,Venue,Spectators,StartTime,EndTime,GameTime,JURY,ChiefUmpire,SubUmpire,Judge,Team,Op.Team,WinPoint,OpWinPoint,1setPoint,Op1setPoint,2setPoint,Op2setPoint,3setPoint,Op3setPoint,4setPoint,Op4setPoint,5setPoint,Op5setPoint,TotalPoint,OpTotalPoint,1setTime,2setTime,3setTime,4setTime,5setTime,TotalTime,GetSet,LostSet,TotalSet,Set,Point
4,,菅原里奈,5,■,■,■,■,■,12.0,4.0,0.0,33.3,0.8,0.0,0.0,0.0,,3.0,0.6,23.0,3.0,1.0,4.0,16.3,1.0,1.0,0.0,100.0,752,2023-03-26,静岡県,さわやかアリーナ,428.0,13:00,15:12,2:12,三見洋子,水間絵美,藤井靖香,戸塚靖,プレステージ・インターナショナルアランマーレ,群馬銀行グリーンウイングス,,,24.0,26.0,25.0,14.0,17.0,25.0,25.0,18.0,15.0,12.0,106.0,95.0,28,20,25,28,19.0,2:00,3,2,5.0,,10.0
6,,宮本菜月,3,□,,□,,□,5.0,4.0,0.0,80.0,1.33,0.0,0.0,0.0,,0.0,,3.0,0.0,0.0,1.0,8.3,0.0,0.0,0.0,,752,2023-03-26,静岡県,さわやかアリーナ,428.0,13:00,15:12,2:12,三見洋子,水間絵美,藤井靖香,戸塚靖,プレステージ・インターナショナルアランマーレ,群馬銀行グリーンウイングス,,,24.0,26.0,25.0,14.0,17.0,25.0,25.0,18.0,15.0,12.0,106.0,95.0,28,20,25,28,19.0,2:00,3,2,5.0,,4.0
7,,伊藤摩耶,5,■,■,■,■,■,34.0,7.0,2.0,20.6,1.4,0.0,0.0,0.0,,0.0,,17.0,0.0,0.0,12.0,17.6,1.0,0.0,0.0,0.0,752,2023-03-26,静岡県,さわやかアリーナ,428.0,13:00,15:12,2:12,三見洋子,水間絵美,藤井靖香,戸塚靖,プレステージ・インターナショナルアランマーレ,群馬銀行グリーンウイングス,,,24.0,26.0,25.0,14.0,17.0,25.0,25.0,18.0,15.0,12.0,106.0,95.0,28,20,25,28,19.0,2:00,3,2,5.0,,7.0
9,,草島華穂,3,□,□,,□,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,3.0,0.0,1.0,2.0,8.3,0.0,0.0,0.0,,752,2023-03-26,静岡県,さわやかアリーナ,428.0,13:00,15:12,2:12,三見洋子,水間絵美,藤井靖香,戸塚靖,プレステージ・インターナショナルアランマーレ,群馬銀行グリーンウイングス,,,24.0,26.0,25.0,14.0,17.0,25.0,25.0,18.0,15.0,12.0,106.0,95.0,28,20,25,28,19.0,2:00,3,2,5.0,,0.0
10,,柳沢紫子,1,,,,,□,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,752,2023-03-26,静岡県,さわやかアリーナ,428.0,13:00,15:12,2:12,三見洋子,水間絵美,藤井靖香,戸塚靖,プレステージ・インターナショナルアランマーレ,群馬銀行グリーンウイングス,,,24.0,26.0,25.0,14.0,17.0,25.0,25.0,18.0,15.0,12.0,106.0,95.0,28,20,25,28,19.0,2:00,3,2,5.0,,0.0
12,,石盛めるも,5,■,■,■,■,■,4.0,1.0,0.0,25.0,0.2,0.0,0.0,0.0,,0.0,,18.0,0.0,2.0,7.0,6.9,0.0,0.0,0.0,,752,2023-03-26,静岡県,さわやかアリーナ,428.0,13:00,15:12,2:12,三見洋子,水間絵美,藤井靖香,戸塚靖,プレステージ・インターナショナルアランマーレ,群馬銀行グリーンウイングス,,,24.0,26.0,25.0,14.0,17.0,25.0,25.0,18.0,15.0,12.0,106.0,95.0,28,20,25,28,19.0,2:00,3,2,5.0,,1.0
13,,岡村南奈,0,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,752,2023-03-26,静岡県,さわやかアリーナ,428.0,13:00,15:12,2:12,三見洋子,水間絵美,藤井靖香,戸塚靖,プレステージ・インターナショナルアランマーレ,群馬銀行グリーンウイングス,,,24.0,26.0,25.0,14.0,17.0,25.0,25.0,18.0,15.0,12.0,106.0,95.0,28,20,25,28,19.0,2:00,3,2,5.0,,0.0
14,,長尾のどか,3,□,,□,,□,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,2.0,0.0,0.0,1.0,12.5,0.0,0.0,0.0,,752,2023-03-26,静岡県,さわやかアリーナ,428.0,13:00,15:12,2:12,三見洋子,水間絵美,藤井靖香,戸塚靖,プレステージ・インターナショナルアランマーレ,群馬銀行グリーンウイングス,,,24.0,26.0,25.0,14.0,17.0,25.0,25.0,18.0,15.0,12.0,106.0,95.0,28,20,25,28,19.0,2:00,3,2,5.0,,0.0
17,,有村涼美,3,■,■,■,,,45.0,20.0,2.0,44.4,6.67,5.0,2.0,0.0,40.0,0.0,,12.0,0.0,2.0,7.0,10.4,11.0,8.0,0.0,72.7,752,2023-03-26,静岡県,さわやかアリーナ,428.0,13:00,15:12,2:12,三見洋子,水間絵美,藤井靖香,戸塚靖,プレステージ・インターナショナルアランマーレ,群馬銀行グリーンウイングス,,,24.0,26.0,25.0,14.0,17.0,25.0,25.0,18.0,15.0,12.0,106.0,95.0,28,20,25,28,19.0,2:00,3,2,5.0,,20.0
18,,佐藤菜々美,0,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,752,2023-03-26,静岡県,さわやかアリーナ,428.0,13:00,15:12,2:12,三見洋子,水間絵美,藤井靖香,戸塚靖,プレステージ・インターナショナルアランマーレ,群馬銀行グリーンウイングス,,,24.0,26.0,25.0,14.0,17.0,25.0,25.0,18.0,15.0,12.0,106.0,95.0,28,20,25,28,19.0,2:00,3,2,5.0,,0.0
19,L,有薗未也美,5,●,●,●,●,●,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,30.0,19.0,4.0,70.0,752,2023-03-26,静岡県,さわやかアリーナ,428.0,13:00,15:12,2:12,三見洋子,水間絵美,藤井靖香,戸塚靖,プレステージ・インターナショナルアランマーレ,群馬銀行グリーンウイングス,,,24.0,26.0,25.0,14.0,17.0,25.0,25.0,18.0,15.0,12.0,106.0,95.0,28,20,25,28,19.0,2:00,3,2,5.0,,0.0
1,,田中瑠奈,3,■,■,,,□,11.0,4.0,1.0,36.4,1.33,1.0,0.0,0.0,0.0,0.0,,8.0,1.0,0.0,2.0,18.8,19.0,9.0,0.0,47.4,752,2023-03-26,静岡県,さわやかアリーナ,428.0,13:00,15:12,2:12,三見洋子,水間絵美,藤井靖香,戸塚靖,群馬銀行グリーンウイングス,プレステージ・インターナショナルアランマーレ,,,26.0,24.0,14.0,25.0,25.0,17.0,18.0,25.0,12.0,15.0,95.0,106.0,28,20,25,28,19.0,2:00,2,3,,5.0,5.0
2,L,吉岡みなみ,4,,〇,●,〇,〇,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,5.0,4.0,0.0,80.0,752,2023-03-26,静岡県,さわやかアリーナ,428.0,13:00,15:12,2:12,三見洋子,水間絵美,藤井靖香,戸塚靖,群馬銀行グリーンウイングス,プレステージ・インターナショナルアランマーレ,,,26.0,24.0,14.0,25.0,25.0,17.0,18.0,25.0,12.0,15.0,95.0,106.0,28,20,25,28,19.0,2:00,2,3,,5.0,0.0
3,,菊地実結,3,■,■,,□,,13.0,4.0,0.0,30.8,1.33,0.0,0.0,0.0,,0.0,,6.0,1.0,0.0,2.0,25.0,0.0,0.0,0.0,,752,2023-03-26,静岡県,さわやかアリーナ,428.0,13:00,15:12,2:12,三見洋子,水間絵美,藤井靖香,戸塚靖,群馬銀行グリーンウイングス,プレステージ・インターナショナルアランマーレ,,,26.0,24.0,14.0,25.0,25.0,17.0,18.0,25.0,12.0,15.0,95.0,106.0,28,20,25,28,19.0,2:00,2,3,,5.0,5.0
4,,道下ひなの,3,,,■,■,■,7.0,4.0,0.0,57.1,1.33,0.0,0.0,0.0,,0.0,,8.0,1.0,1.0,2.0,15.6,2.0,2.0,0.0,100.0,752,2023-03-26,静岡県,さわやかアリーナ,428.0,13:00,15:12,2:12,三見洋子,水間絵美,藤井靖香,戸塚靖,群馬銀行グリーンウイングス,プレステージ・インターナショナルアランマーレ,,,26.0,24.0,14.0,25.0,25.0,17.0,18.0,25.0,12.0,15.0,95.0,106.0,28,20,25,28,19.0,2:00,2,3,,5.0,5.0
5,L,栗栖留生,4,●,●,,●,●,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,13.0,10.0,1.0,80.8,752,2023-03-26,静岡県,さわやかアリーナ,428.0,13:00,15:12,2:12,三見洋子,水間絵美,藤井靖香,戸塚靖,群馬銀行グリーンウイングス,プレステージ・インターナショナルアランマーレ,,,26.0,24.0,14.0,25.0,25.0,17.0,18.0,25.0,12.0,15.0,95.0,106.0,28,20,25,28,19.0,2:00,2,3,,5.0,0.0
6,,古市彩音,3,,□,■,■,,6.0,3.0,0.0,50.0,1.0,0.0,0.0,0.0,,1.0,0.33,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,752,2023-03-26,静岡県,さわやかアリーナ,428.0,13:00,15:12,2:12,三見洋子,水間絵美,藤井靖香,戸塚靖,群馬銀行グリーンウイングス,プレステージ・インターナショナルアランマーレ,,,26.0,24.0,14.0,25.0,25.0,17.0,18.0,25.0,12.0,15.0,95.0,106.0,28,20,25,28,19.0,2:00,2,3,,5.0,4.0
7,,藤井寧々,2,,,,□,■,16.0,5.0,0.0,31.2,2.5,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,10.0,4.0,1.0,45.0,752,2023-03-26,静岡県,さわやかアリーナ,428.0,13:00,15:12,2:12,三見洋子,水間絵美,藤井靖香,戸塚靖,群馬銀行グリーンウイングス,プレステージ・インターナショナルアランマーレ,,,26.0,24.0,14.0,25.0,25.0,17.0,18.0,25.0,12.0,15.0,95.0,106.0,28,20,25,28,19.0,2:00,2,3,,5.0,5.0
8,,ハンタヴァエヴァンゲリア,5,■,■,■,■,■,64.0,20.0,5.0,31.2,4.0,10.0,2.0,1.0,20.0,1.0,0.2,17.0,1.0,3.0,3.0,5.9,2.0,0.0,0.0,0.0,752,2023-03-26,静岡県,さわやかアリーナ,428.0,13:00,15:12,2:12,三見洋子,水間絵美,藤井靖香,戸塚靖,群馬銀行グリーンウイングス,プレステージ・インターナショナルアランマーレ,,,26.0,24.0,14.0,25.0,25.0,17.0,18.0,25.0,12.0,15.0,95.0,106.0,28,20,25,28,19.0,2:00,2,3,,5.0,22.0
